rating_id,movie_id,user_id,rating,rating_date
931,96,108,5,2023-01-16
932,80,104,8,2023-02-06
933,39,116,2,2022-07-15
934,55,118,8,2022-12-27
935,31,133,7,2023-11-23
936,73,101,9,2022-07-04
937,48,129,9,2022-07-02
938,91,138,3,2022-10-25
939,59,130,8,2023-04-30
940,46,124,8,2023-11-09
941,64,105,4,2023-03-27
942,87,138,6,2022-12-24
943,23,124,3,2022-08-16
944,58,139,7,2023-08-26
945,45,111,10,2022-12-18
946,58,127,5,2023-04-10
947,10,134,8,2022-04-30
948,85,133,5,2022-03-09
949,53,112,7,2022-07-29
950,37,134,6,2022-03-08
951,79,117,8,2023-11-02
952,82,119,2,2022-04-10
953,49,103,3,2022-03-09
954,53,133,5,2022-02-04
955,7,128,5,2022-02-14
956,94,108,6,2022-06-24
957,48,129,3,2023-01-06
958,88,106,6,2023-12-20
959,93,106,8,2023-12-21
960,81,131,8,2022-04-16
961,86,119,8,2022-02-17
962,91,120,8,2022-11-28
963,63,119,3,2022-10-03
964,46,111,8,2023-09-03
965,57,130,9,2023-06-27
966,74,139,7,2022-08-17
967,20,101,10,2023-03-16
968,31,111,8,2023-08-04
969,32,104,7,2022-08-03
970,80,104,8,2022-02-12
971,58,123,5,2023-12-22
972,13,139,5,2022-03-18
973,58,133,6,2023-09-04
974,33,120,7,2022-05-13
975,35,122,4,2023-10-16
976,85,111,6,2022-05-14
977,11,135,6,2023-01-17
978,14,128,8,2023-12-18
979,56,124,4,2023-02-04
980,21,112,9,2023-12-29
981,5,123,8,2023-07-02
982,54,108,10,2022-12-07
983,100,119,7,2023-12-07
984,51,105,2,2022-07-02
985,84,121,2,2023-10-26
986,52,109,7,2022-09-29
987,79,101,4,2023-11-01
988,48,102,2,2023-10-27
989,100,112,7,2022-02-27
990,50,128,6,2022-01-29
991,55,128,3,2022-12-13
992,80,126,6,2022-05-08
993,88,125,8,2023-01-24
994,91,136,7,2023-01-19
995,9,138,9,2023-01-04
996,50,129,4,2023-07-04
997,67,104,2,2022-10-19
998,13,107,3,2022-04-16
999,64,138,8,2023-05-08
1000,40,139,9,2023-07-28
1001,37,124,9,2022-09-15
1002,39,110,7,2022-01-26
1003,16,121,9,2022-01-11
1004,24,117,8,2022-12-17
1005,79,108,8,2023-07-07
1006,53,131,2,2023-11-18
1007,6,108,10,2022-06-29
1008,52,121,7,2022-03-23
1009,13,139,7,2023-06-22
1010,36,111,9,2023-04-11
1011,56,140,5,2023-10-20
1012,87,107,6,2023-07-04
1013,2,111,6,2022-08-19
1014,85,125,9,2022-08-15
1015,90,122,2,2022-01-26
1016,27,140,9,2022-03-04
1017,50,128,7,2022-03-03
1018,45,137,7,2022-03-19
1019,6,129,8,2023-06-01
1020,26,106,6,2022-07-12
1021,45,109,10,2022-01-28
1022,92,123,2,2022-10-10
1023,54,106,8,2022-04-06
1024,38,115,8,2023-01-18
1025,28,133,5,2023-05-11
1026,70,140,3,2022-10-26
1027,35,105,7,2022-07-02
1028,27,104,3,2022-09-01
1029,10,105,2,2022-12-30
1030,70,114,10,2023-03-26
1031,78,139,7,2022-10-01
1032,36,140,4,2023-01-28
1033,41,132,2,2022-12-22
1034,69,136,3,2023-11-27
1035,81,135,9,2022-09-08
1036,51,119,7,2023-03-15
1037,5,108,6,2022-12-11
1038,85,102,2,2023-10-06
1039,14,135,2,2023-06-22
1040,49,132,4,2023-07-24
1041,89,129,3,2023-12-29
1042,52,123,3,2022-04-23
1043,23,139,10,2023-03-31
1044,72,126,8,2023-10-19
1045,15,117,4,2022-07-11
1046,47,104,2,2022-02-05
1047,40,140,6,2023-05-28
1048,57,102,6,2022-11-29
1049,25,113,6,2022-01-08
1050,67,140,9,2022-07-18
1051,16,119,10,2022-07-09
1052,94,140,7,2022-10-10
1053,36,131,7,2023-02-04
1054,54,129,8,2023-08-07
1055,64,134,5,2023-05-19
1056,98,118,7,2023-12-08
1057,77,130,4,2023-08-06
1058,92,127,7,2022-11-06
1059,1,117,5,2023-09-10
1060,46,124,8,2023-09-17
1061,5,104,7,2022-09-12
1062,10,120,10,2023-03-14
1063,68,135,10,2023-02-27
1064,45,105,5,2022-06-22
1065,22,107,9,2023-07-30
1066,90,125,3,2022-06-25
1067,39,104,2,2022-09-11
1068,82,136,9,2023-11-07
1069,86,111,4,2022-04-07
1070,47,116,3,2022-09-19
1071,70,136,4,2023-01-15
1072,76,101,7,2023-01-26
1073,86,113,5,2023-03-30
1074,21,126,2,2023-01-15
1075,68,114,4,2023-11-28
1076,27,132,4,2022-02-09
1077,32,133,4,2022-03-21
1078,68,128,10,2022-03-24
1079,51,130,9,2023-10-24
1080,1,107,9,2023-10-22
1081,13,112,5,2023-12-16
1082,37,111,10,2022-10-15
1083,76,116,9,2022-12-14
1084,72,113,4,2022-08-21
1085,29,105,4,2023-07-20
1086,55,139,7,2023-10-07
1087,20,102,9,2023-01-08
1088,87,138,5,2023-07-24
1089,61,123,4,2022-08-30
1090,41,119,8,2022-10-17
1091,3,119,5,2022-04-07
1092,6,133,8,2022-07-22
1093,68,108,3,2023-08-24
1094,48,107,9,2023-03-12
1095,73,111,4,2023-06-29
1096,93,135,4,2022-06-14
1097,24,122,5,2023-11-07
1098,85,123,2,2022-06-09
1099,40,114,4,2022-10-10
1100,92,106,9,2023-09-13
1101,84,112,2,2023-04-02
1102,42,137,5,2022-01-03
1103,37,114,5,2022-02-16
1104,54,125,8,2022-10-28
1105,61,113,3,2023-06-21
1106,33,119,7,2022-03-05
1107,85,109,9,2022-04-24
1108,54,120,2,2022-03-05
1109,11,138,4,2023-08-13
1110,61,116,8,2022-05-09
1111,76,114,3,2023-07-12
1112,32,120,8,2022-07-23
1113,43,126,3,2022-09-03
1114,11,123,6,2022-01-21
1115,50,104,7,2022-07-08
1116,42,125,3,2023-03-26
1117,95,138,6,2022-04-11
1118,43,116,4,2022-04-02
1119,22,129,5,2022-09-07
1120,80,115,6,2023-08-15
1121,72,124,8,2023-11-04
1122,59,102,3,2022-12-24
1123,4,132,8,2023-11-02
1124,47,111,6,2023-02-15
1125,13,138,3,2022-04-24
1126,54,104,7,2023-04-18
1127,59,137,5,2022-10-22
1128,3,123,7,2022-07-08
1129,94,121,9,2023-06-08
1130,91,132,4,2022-07-04
1131,13,103,7,2023-03-12
1132,45,139,5,2023-10-29
1133,60,102,2,2023-10-06
1134,63,114,3,2022-01-07
1135,20,106,8,2023-04-05
1136,76,105,4,2022-04-17
1137,95,127,10,2023-04-18
1138,17,132,2,2022-10-30
1139,15,108,9,2022-09-04
1140,55,135,4,2022-09-27
1141,47,104,3,2023-10-02
1142,79,130,3,2022-05-12
1143,30,120,8,2023-06-01
1144,100,105,3,2022-12-16
1145,83,118,7,2022-08-21
1146,1,118,10,2023-09-21
1147,32,110,6,2023-02-16
1148,90,121,10,2022-02-25
1149,28,138,2,2022-06-04
1150,30,117,3,2022-11-09
1151,33,126,2,2022-06-07
1152,88,124,4,2023-07-14
1153,20,132,3,2022-07-11
1154,26,123,9,2023-10-10
1155,26,104,2,2023-02-13
1156,20,107,4,2023-11-23
1157,97,110,9,2023-06-16
1158,85,117,9,2022-09-17
1159,26,117,9,2023-11-10
1160,62,130,5,2022-06-24
1161,39,112,5,2023-06-14
1162,14,124,9,2023-02-05
1163,51,125,10,2023-09-19
1164,60,102,3,2023-01-07
1165,34,124,4,2022-06-14
1166,56,140,7,2023-10-18
1167,47,121,6,2023-03-23
1168,36,113,3,2023-01-14
1169,34,140,3,2023-03-08
1170,21,116,2,2022-04-18
1171,44,120,5,2022-07-14
1172,43,119,4,2022-10-16
1173,77,138,7,2023-05-01
1174,7,140,6,2022-03-15
1175,53,137,8,2023-02-12
1176,63,123,4,2022-09-07
1177,64,117,10,2023-08-03
1178,83,131,9,2022-03-28
1179,1,135,4,2022-02-11
1180,88,140,10,2022-11-11
1181,85,102,7,2022-05-17
1182,5,111,10,2023-09-12
1183,25,113,7,2023-12-20
1184,80,110,5,2022-10-10
1185,62,112,10,2023-10-19
1186,70,118,10,2023-04-03
1187,78,118,6,2023-02-05
1188,10,104,4,2022-03-16
1189,95,105,7,2022-10-17
1190,34,114,7,2023-03-17
1191,87,121,4,2023-10-07
1192,97,139,2,2022-04-17
1193,76,137,2,2022-10-07
1194,11,129,5,2022-03-13
1195,63,133,5,2022-08-31
1196,4,130,10,2022-10-04
1197,65,137,5,2022-08-12
1198,59,125,2,2022-10-18
1199,37,134,4,2023-11-03
1200,51,131,4,2023-03-07
1201,17,134,10,2023-03-23
1202,4,107,4,2022-10-03
1203,90,106,8,2022-10-04
1204,12,111,5,2022-05-26
1205,50,111,8,2023-05-01
1206,36,103,2,2022-05-17
1207,75,110,7,2023-01-04
1208,89,119,6,2023-08-11
1209,89,122,2,2023-09-04
1210,94,125,6,2022-07-29
1211,68,108,7,2022-03-19
1212,19,136,8,2022-06-01
1213,4,122,7,2022-02-07
1214,43,134,6,2022-09-17
1215,13,122,6,2022-12-19
1216,36,131,6,2022-05-02
1217,62,128,10,2022-03-28
1218,94,115,8,2022-02-03
1219,14,125,3,2022-09-21
1220,46,128,2,2022-03-17
1221,2,125,6,2022-12-30
1222,69,101,8,2023-01-24
1223,2,140,3,2022-03-14
1224,85,140,6,2022-10-21
1225,58,124,4,2023-10-21
1226,29,110,7,2022-09-11
1227,56,139,2,2022-03-10
1228,18,110,7,2023-08-18
1229,73,134,2,2022-01-08
1230,36,134,2,2022-08-12
1231,55,134,2,2022-06-24
1232,28,117,8,2022-12-09
1233,23,133,4,2023-11-14
1234,2,140,9,2023-08-07
1235,18,122,8,2022-01-10
1236,67,117,10,2022-06-18
1237,59,130,8,2023-11-18
1238,68,116,5,2022-07-21
1239,86,112,5,2023-05-31
1240,26,127,8,2022-04-14
1241,78,129,6,2023-08-05
1242,85,124,3,2022-01-05
1243,29,101,6,2022-06-27
1244,20,104,6,2022-10-10
1245,6,109,10,2023-03-24
1246,75,120,9,2022-08-13
1247,43,110,8,2022-07-20
1248,18,119,5,2022-12-09
1249,37,128,3,2022-01-19
1250,89,133,9,2022-03-23
1251,64,123,6,2023-03-11
1252,34,120,6,2022-01-11
1253,1,130,2,2022-07-31
1254,39,121,2,2023-01-27
1255,25,119,3,2022-10-26
1256,32,125,2,2022-08-01
1257,86,131,10,2022-07-03
1258,48,118,2,2023-06-25
1259,80,111,4,2022-05-29
1260,75,139,6,2022-03-06
1261,19,139,10,2023-01-29
1262,90,134,7,2022-06-20
1263,41,140,3,2022-12-27
1264,50,119,2,2022-06-15
1265,90,140,7,2022-06-26
1266,98,116,9,2023-04-21
1267,74,127,8,2022-02-10
1268,41,136,5,2023-09-02
1269,88,124,4,2023-08-22
1270,79,123,4,2023-12-01
1271,76,109,9,2023-02-14
1272,39,114,3,2023-02-13
1273,75,135,10,2023-03-04
1274,37,101,10,2022-06-12
1275,44,111,5,2023-03-25
1276,2,129,9,2022-06-17
1277,44,103,4,2022-09-29
1278,17,121,5,2023-05-24
1279,16,135,4,2023-07-02
1280,80,117,2,2022-06-02
1281,90,136,5,2023-04-25
1282,51,121,2,2022-11-06
1283,22,120,9,2023-11-23
1284,73,110,10,2023-09-10
1285,21,119,7,2022-12-06
1286,78,110,4,2022-05-22
1287,62,123,5,2022-11-27
1288,49,110,4,2022-04-26
1289,22,127,7,2022-11-03
1290,8,120,9,2022-09-19
1291,40,121,3,2022-12-03
1292,10,104,3,2023-12-20
1293,86,135,10,2022-06-19
1294,61,105,6,2022-09-27
1295,72,111,8,2022-07-14
1296,42,125,10,2022-09-12
1297,77,136,10,2022-01-01
1298,35,124,4,2023-06-01
1299,15,139,5,2022-06-28
1300,72,101,2,2022-06-14
1301,11,113,6,2023-10-15
1302,48,104,3,2023-06-07
1303,9,116,7,2022-09-30
1304,32,128,6,2022-07-06
1305,66,138,2,2022-10-12
1306,46,110,9,2023-03-31
1307,76,101,8,2022-10-18
1308,17,127,3,2022-02-27
1309,59,127,9,2022-12-23
1310,66,117,4,2022-06-11
1311,31,118,2,2022-05-24
1312,92,119,2,2022-03-27
1313,23,106,7,2023-01-31
1314,91,118,5,2022-01-04
1315,35,104,6,2022-07-10
1316,7,104,3,2023-02-05
1317,14,118,10,2022-08-12
1318,41,133,9,2022-11-29
1319,58,106,2,2023-10-03
1320,4,111,4,2022-06-04
1321,86,136,5,2023-12-14
1322,89,129,7,2022-01-08
1323,74,117,7,2022-08-06
1324,82,109,2,2023-10-29
1325,68,102,2,2023-06-18
1326,37,117,7,2023-05-24
1327,47,113,2,2022-07-07
1328,82,127,8,2023-08-22
1329,29,124,2,2022-06-27
1330,80,104,6,2023-08-09
1331,29,107,9,2022-05-08
1332,7,119,3,2022-07-07
1333,73,102,6,2023-04-29
1334,51,131,10,2022-10-19
1335,36,117,3,2022-02-28
1336,54,122,10,2022-08-20
1337,52,124,5,2023-10-15
1338,54,140,3,2022-02-02
1339,40,121,8,2022-02-20
1340,98,122,2,2022-04-28
1341,44,124,3,2022-12-11
1342,31,102,2,2022-02-27
1343,25,130,3,2023-03-24
1344,13,122,2,2023-11-13
1345,30,107,9,2022-07-15
1346,14,117,6,2023-01-11
1347,97,124,6,2023-09-25
1348,7,130,4,2022-10-21
1349,58,123,9,2023-09-26
1350,3,110,6,2023-06-06
1351,96,121,4,2023-06-20
1352,86,129,10,2022-03-26
1353,10,105,10,2023-09-04
1354,14,114,7,2022-07-23
1355,90,120,10,2023-02-10
1356,54,109,4,2023-05-24
1357,42,128,10,2022-08-03
1358,94,106,7,2022-11-23
1359,15,122,4,2023-05-27
1360,84,132,2,2022-11-13
1361,55,109,10,2023-03-20
1362,4,110,4,2023-04-10
1363,38,127,8,2023-03-30
1364,53,129,3,2023-11-20
1365,65,128,2,2022-02-07
1366,18,134,7,2022-04-22
1367,79,114,3,2022-08-05
1368,26,110,4,2023-07-14
1369,25,114,2,2023-11-05
1370,95,122,9,2022-01-25
1371,73,125,7,2022-12-13
1372,36,140,8,2023-08-07
1373,61,126,2,2022-06-16
1374,9,117,8,2022-10-17
1375,23,119,8,2023-07-22
1376,80,113,4,2022-06-26
1377,19,110,2,2023-04-11
1378,89,135,10,2022-01-25
1379,59,139,6,2023-01-11
1380,37,126,4,2022-03-29
1381,76,139,2,2023-11-11
1382,81,110,6,2023-10-29
1383,2,112,5,2022-10-24
1384,92,121,3,2023-12-01
1385,100,104,6,2023-06-11
1386,13,109,7,2022-03-08
1387,80,111,4,2023-07-17
1388,81,113,2,2022-07-13
1389,4,115,3,2023-03-11
1390,2,123,2,2022-12-30
1391,93,138,7,2022-05-18
1392,96,107,7,2023-08-22
1393,88,128,9,2022-08-08
1394,4,128,10,2022-01-05
1395,10,111,10,2023-02-25
1396,39,121,4,2022-12-29
1397,93,106,7,2022-09-05
1398,58,135,3,2022-01-20
1399,21,121,4,2022-12-07
1400,43,117,9,2022-10-05
1401,39,104,6,2023-10-27
1402,1,134,8,2023-02-11
1403,2,107,10,2023-01-18
1404,19,127,9,2022-04-10
1405,12,135,2,2023-07-31
1406,60,106,8,2023-04-13
1407,86,126,8,2023-06-20
1408,39,135,9,2023-05-17
1409,32,138,6,2022-02-23
1410,47,123,5,2022-12-03
1411,21,111,5,2023-09-14
1412,36,110,10,2023-04-26
1413,33,117,3,2022-06-29
1414,43,121,4,2023-08-01
1415,90,139,9,2022-06-24
1416,73,128,9,2023-03-17
1417,57,117,6,2022-11-29
1418,27,135,4,2023-05-19
1419,15,109,6,2022-03-18
1420,39,116,6,2023-10-02
1421,71,120,8,2022-12-08
1422,88,126,4,2023-03-16
1423,50,128,7,2023-04-23
1424,68,124,2,2023-10-28
1425,81,123,3,2022-10-25
1426,21,125,10,2023-07-17
1427,15,108,2,2022-05-25
1428,21,130,8,2023-11-20
1429,80,130,3,2023-02-16
1430,53,128,10,2023-12-12
1431,38,104,9,2023-09-29
1432,85,111,3,2023-01-15
1433,84,138,7,2023-07-17
1434,69,138,6,2023-09-17
1435,12,132,8,2023-03-14
1436,91,133,5,2022-11-27
1437,49,104,3,2022-08-30
1438,56,132,10,2023-09-17
1439,26,102,8,2022-12-21
1440,7,124,9,2023-10-28
1441,42,131,4,2022-09-01
1442,82,105,9,2022-11-03
1443,21,108,2,2022-06-04
1444,95,104,3,2022-10-14
1445,32,116,7,2022-03-13
1446,81,111,9,2022-01-12
1447,88,109,8,2023-08-20
1448,1,122,2,2022-05-04
1449,44,135,7,2023-05-11
1450,76,139,8,2022-04-17
1451,58,110,10,2023-08-15
1452,84,112,9,2023-02-13
1453,2,133,2,2022-05-04
1454,12,130,10,2023-02-26
1455,18,125,3,2022-11-10
1456,69,127,5,2023-09-23
1457,51,126,8,2023-02-05
1458,19,129,3,2022-04-09
1459,86,140,10,2022-05-30
1460,76,132,10,2023-12-29
1461,29,124,5,2022-11-18
1462,31,138,8,2022-06-21
1463,25,119,8,2022-12-13
1464,46,124,4,2022-07-14
1465,48,122,6,2022-06-11
1466,28,108,10,2023-08-16
1467,3,113,6,2023-11-08
1468,24,135,7,2022-12-10
1469,78,118,9,2022-10-04
1470,18,112,7,2022-05-28
1471,54,124,2,2022-07-28
1472,100,111,5,2022-01-15
1473,2,137,7,2023-04-30
1474,54,127,3,2023-07-25
1475,42,103,9,2022-06-16
1476,94,133,4,2023-03-27
1477,3,127,4,2023-03-19
1478,55,109,6,2023-09-15
1479,85,121,7,2022-08-17
1480,57,129,7,2023-04-29
1481,43,116,7,2023-10-19
1482,99,114,7,2023-07-03
1483,46,130,7,2023-12-03
1484,67,117,8,2022-05-18
1485,40,105,9,2022-05-11
1486,88,140,10,2022-01-04
1487,11,117,4,2022-05-02
1488,41,128,10,2023-07-15
1489,11,116,6,2022-09-22
1490,74,101,9,2022-08-20
1491,29,133,8,2023-06-01
1492,60,121,3,2023-01-05
1493,31,138,10,2023-07-27
1494,70,137,9,2022-03-05
1495,40,129,5,2022-05-14
1496,99,110,8,2023-03-01
1497,69,117,7,2023-02-18
1498,49,103,10,2022-02-11
1499,40,135,7,2023-01-25
1500,64,127,3,2023-05-21
1501,87,134,3,2023-06-28
1502,23,103,9,2022-06-05
1503,24,121,9,2022-10-11
1504,29,117,5,2023-11-27
1505,28,124,2,2023-08-05
1506,32,125,4,2022-01-20
1507,11,106,5,2022-11-14
1508,22,109,8,2023-04-24
1509,64,134,4,2023-11-27
1510,4,113,6,2023-08-24
1511,18,135,8,2022-01-13
1512,10,133,6,2023-03-29
1513,49,106,10,2023-04-13
1514,61,126,2,2023-09-29
1515,4,114,3,2022-06-10
1516,92,108,7,2022-09-05
1517,95,139,10,2023-10-06
1518,44,124,10,2023-11-01
1519,50,133,6,2023-02-19
1520,22,139,6,2023-02-05
1521,51,135,9,2022-03-21
1522,48,107,4,2022-03-14
1523,35,136,2,2023-10-04
1524,14,122,4,2022-10-29
1525,35,138,10,2023-06-29
1526,37,136,9,2023-10-20
1527,17,117,2,2023-06-13
1528,55,133,10,2023-09-29
1529,57,116,10,2023-10-21
1530,68,138,2,2022-05-04
1531,18,134,8,2023-11-15
1532,33,127,9,2022-03-04
1533,63,132,8,2022-12-14
1534,20,107,2,2022-06-05
1535,100,115,4,2022-06-27
1536,7,132,3,2022-12-14
1537,57,128,9,2023-08-20
1538,77,130,5,2022-06-06
1539,17,132,2,2022-02-21
1540,79,136,7,2022-11-10
1541,93,101,7,2023-10-01
1542,64,105,2,2023-02-19
1543,46,101,6,2023-12-17
1544,48,126,2,2023-02-21
1545,22,116,9,2023-07-18
1546,3,110,5,2023-03-14
1547,29,137,8,2022-03-11
1548,21,101,8,2022-12-06
1549,46,108,3,2022-08-06
1550,89,125,6,2023-02-12
1551,20,111,10,2023-01-28
1552,27,106,5,2023-03-07
1553,98,105,2,2023-04-13
1554,27,125,9,2022-06-06
1555,74,111,7,2022-07-08
1556,3,111,6,2022-06-21
1557,35,139,9,2023-11-30
1558,82,127,5,2023-03-21
1559,35,136,7,2023-04-17
1560,99,118,8,2022-06-23
1561,76,116,9,2023-08-06
1562,21,125,4,2022-12-25
1563,63,107,8,2022-01-12
1564,41,129,8,2022-05-29
1565,12,109,8,2022-05-12
1566,7,113,8,2023-05-09
1567,91,110,2,2023-08-23
1568,5,136,5,2023-06-09
1569,62,109,3,2022-11-22
1570,30,118,3,2023-11-18
1571,94,109,10,2023-10-29
1572,95,115,9,2022-03-11
1573,37,101,3,2022-11-18
1574,95,103,2,2023-09-16
1575,90,138,7,2022-07-31
1576,71,107,9,2022-01-07
1577,51,125,9,2023-06-24
1578,47,118,7,2023-11-03
1579,25,128,7,2023-12-30
1580,54,107,10,2022-01-14
1581,72,130,10,2022-05-25
1582,41,102,8,2022-12-27
1583,54,124,5,2023-03-16
1584,13,107,5,2023-05-17
1585,61,131,3,2022-03-18
1586,81,125,8,2023-11-08
1587,51,106,3,2023-04-29
1588,67,120,10,2022-08-29
1589,14,109,10,2023-09-18
1590,65,107,5,2023-01-06
1591,17,123,5,2023-01-10
1592,13,123,5,2022-04-08
1593,75,120,4,2022-04-13
1594,96,128,9,2022-12-26
1595,79,121,4,2023-07-01
1596,24,102,10,2023-02-24
1597,32,125,5,2022-02-05
1598,35,128,7,2023-01-18
1599,13,124,9,2023-09-27
1600,25,134,10,2023-03-31
1601,25,129,6,2023-07-09
1602,42,106,8,2023-12-23
1603,76,140,4,2022-03-10
1604,80,112,8,2023-01-05
1605,43,108,5,2023-10-18
1606,79,121,8,2023-03-08
1607,81,115,7,2022-04-21
1608,87,114,7,2022-07-22
1609,41,122,4,2022-10-31
1610,59,109,10,2023-02-27
1611,28,126,6,2023-06-18
1612,63,109,6,2022-07-28
1613,39,117,4,2022-12-10
1614,89,107,3,2023-01-23
1615,45,129,6,2023-10-05
1616,45,138,4,2022-04-12
1617,40,114,2,2022-11-23
1618,42,119,4,2023-10-05
1619,88,117,5,2022-05-14
1620,42,136,7,2023-04-10
1621,32,118,3,2022-04-11
1622,11,101,7,2023-08-12
1623,96,107,2,2022-06-28
1624,59,109,2,2022-02-12
1625,7,128,4,2022-06-23
1626,12,102,4,2023-10-07
1627,28,125,3,2022-07-10
1628,85,126,9,2022-03-05
1629,46,115,2,2022-07-21
1630,44,135,9,2023-07-30
1631,63,113,2,2022-09-23
1632,3,123,4,2023-07-01
1633,42,120,10,2023-01-21
1634,28,131,5,2023-12-20
1635,57,112,7,2023-06-01
1636,68,107,5,2022-10-14
1637,91,137,6,2022-03-01
1638,59,128,10,2022-01-16
1639,64,102,3,2022-01-05
1640,42,121,7,2022-05-11
1641,13,107,2,2023-12-17
1642,43,135,10,2023-11-11
1643,11,107,7,2023-12-29
1644,69,120,6,2022-02-20
1645,84,112,5,2022-01-05
1646,31,122,7,2022-01-22
1647,59,111,9,2022-01-30
1648,73,129,3,2023-10-24
1649,17,102,9,2022-07-05
1650,1,115,10,2022-01-14
1651,86,136,3,2023-01-16
1652,63,114,4,2023-02-14
1653,98,104,9,2023-01-18
1654,56,137,8,2023-03-20
1655,50,102,8,2023-02-12
1656,22,102,2,2023-03-19
1657,36,115,4,2022-11-25
1658,29,117,10,2023-02-16
1659,81,103,4,2022-07-06
1660,64,127,6,2022-10-13
1661,28,110,5,2023-03-04
1662,44,110,3,2023-07-22
1663,22,108,5,2022-11-08
1664,93,129,9,2022-03-05
1665,22,126,6,2023-04-23
1666,93,110,3,2022-01-18
1667,19,123,5,2023-07-13
1668,87,101,6,2023-04-09
1669,80,107,9,2023-07-23
1670,46,122,6,2023-02-24
1671,99,106,4,2023-07-30
1672,63,118,4,2022-05-09
1673,12,110,5,2022-09-21
1674,44,136,4,2022-08-14
1675,45,122,7,2023-01-20
1676,90,114,7,2023-05-24
1677,55,101,2,2023-10-05
1678,52,107,10,2023-12-14
1679,76,107,2,2022-05-05
1680,90,132,9,2022-05-12
1681,37,115,4,2022-12-23
1682,4,120,2,2022-10-11
1683,3,138,6,2023-11-04
1684,83,106,8,2022-08-30
1685,73,117,7,2022-06-25
1686,63,130,10,2023-01-11
1687,73,118,7,2022-01-19
1688,57,107,4,2022-12-19
1689,99,109,9,2023-08-04
1690,84,132,7,2023-09-02
1691,35,140,6,2023-08-01
1692,52,116,10,2023-09-22
1693,18,107,8,2022-04-06
1694,43,122,9,2023-06-30
1695,3,119,6,2022-03-29
1696,68,137,8,2022-05-02
1697,56,101,10,2022-04-20
1698,41,135,4,2023-12-31
1699,81,114,8,2023-07-24
1700,4,115,10,2022-12-27
1701,65,127,6,2023-03-21
1702,91,106,6,2022-08-21
1703,90,101,4,2023-09-24
1704,66,108,6,2023-07-30
1705,94,105,5,2023-04-05
1706,53,101,10,2022-11-12
1707,70,108,3,2022-02-21
1708,12,120,8,2022-07-13
1709,46,122,8,2023-06-27
1710,3,121,10,2022-07-23
1711,64,129,9,2022-08-14
1712,89,111,6,2023-06-22
1713,76,104,10,2022-09-11
1714,51,111,4,2023-06-08
1715,22,139,10,2022-12-30
1716,29,128,3,2022-06-02
1717,25,137,10,2023-08-15
1718,78,120,9,2022-01-12
1719,94,112,3,2022-07-12
1720,18,108,10,2022-06-25
1721,53,126,10,2023-07-09
1722,14,113,9,2022-04-18
1723,24,114,7,2022-07-14
1724,82,111,7,2022-09-13
1725,28,117,5,2023-01-19
1726,12,104,9,2023-04-16
1727,87,123,4,2023-01-03
1728,41,136,7,2023-11-11
1729,6,140,10,2023-01-06
1730,81,117,3,2023-02-22
1731,8,126,8,2023-04-29
1732,39,109,10,2022-03-04
1733,75,138,4,2022-01-13
1734,48,121,10,2023-06-03
1735,28,128,3,2023-05-16
1736,69,111,6,2022-11-22
1737,94,132,5,2023-03-25
1738,59,115,3,2022-02-21
1739,68,140,4,2023-01-30
1740,89,131,10,2022-07-08
1741,92,107,10,2023-05-19
1742,7,120,3,2023-03-12
1743,14,102,4,2023-03-02
1744,59,101,2,2022-05-22
1745,92,135,7,2023-08-03
1746,6,119,3,2023-03-09
1747,65,136,6,2023-07-19
1748,43,120,5,2023-05-07
1749,96,102,2,2023-09-06
1750,83,119,3,2023-12-21
1751,72,113,6,2022-04-16
1752,45,140,2,2022-10-14
1753,1,134,3,2022-04-17
1754,95,115,6,2022-01-14
1755,18,122,4,2022-02-16
1756,82,139,4,2023-11-13
1757,76,133,5,2023-03-05
1758,99,111,8,2022-04-01
1759,91,118,6,2022-06-26
1760,44,123,6,2022-10-18
1761,8,135,10,2023-06-03
1762,58,112,7,2022-07-16
1763,9,116,2,2022-08-02
1764,95,139,8,2023-07-01
1765,28,110,10,2022-09-02
1766,3,136,2,2023-03-21
1767,4,117,10,2023-06-15
1768,41,140,3,2023-07-27
1769,20,134,9,2023-11-07
1770,95,121,6,2022-09-03
1771,92,132,3,2023-10-04
1772,53,131,4,2023-05-06
1773,14,106,9,2023-06-20
1774,88,131,5,2022-12-24
1775,64,140,7,2023-07-03
1776,45,122,6,2023-12-01
1777,60,126,3,2023-01-12
1778,2,102,6,2022-04-21
1779,80,139,9,2022-01-08
1780,87,138,7,2023-06-20
1781,57,128,6,2023-08-30
1782,4,111,6,2023-04-20
1783,59,138,6,2022-02-24
1784,80,109,7,2023-01-13
1785,16,135,4,2022-10-05
1786,38,108,10,2022-12-07
1787,7,128,10,2022-06-03
1788,56,123,2,2023-02-20
1789,18,127,10,2023-06-14
1790,42,128,4,2022-07-27
1791,55,106,8,2022-12-19
1792,36,136,6,2023-04-16
1793,42,101,2,2022-02-27
1794,38,107,3,2023-02-25
1795,61,122,9,2022-07-13
1796,31,136,6,2022-11-27
1797,61,126,10,2023-02-16
1798,1,135,6,2023-04-01
1799,7,103,6,2023-02-10
1800,53,102,7,2023-08-29
1801,49,118,5,2022-01-31
1802,3,111,9,2023-10-22
1803,44,102,4,2023-12-09
1804,31,128,4,2023-05-22
1805,40,126,7,2022-08-05
1806,72,111,9,2022-04-19
1807,10,101,5,2023-04-05
