order_id,customer_id,order_amount,order_year,channel
3943,3214,745.89,2024,Online
3944,1784,147.19,2023,In-Store
3945,1967,610.05,2019,Online
3946,103,293.73,2019,Online
3947,42,330.71,2019,In-Store
3948,2995,130.01,2022,In-Store
3949,3219,190.29,2021,In-Store
3950,2991,163.19,2023,In-Store
3951,4289,353.95,2022,Online
3952,3370,92.51,2019,Online
3953,1062,88.0,2024,Online
3954,2550,23.86,2023,In-Store
3955,1677,331.89,2022,In-Store
3956,3690,69.24,2021,Online
3957,3998,209.31,2022,Online
3958,326,58.7,2020,In-Store
3959,1121,213.83,2019,Online
3960,108,204.04,2022,Online
3961,2679,135.49,2024,In-Store
3962,335,282.55,2021,In-Store
3963,2040,128.77,2024,In-Store
3964,804,387.66,2024,In-Store
3965,1849,453.02,2019,Online
3966,767,471.8,2020,Online
3967,3528,211.98,2024,In-Store
3968,2307,320.56,2020,Online
3969,2830,211.41,2022,Online
3970,1489,294.31,2019,Online
3971,4130,219.83,2022,Online
3972,3567,237.08,2020,Online
3973,2374,578.9,2023,In-Store
3974,837,33.88,2022,In-Store
3975,3310,244.77,2023,In-Store
3976,3613,243.53,2019,In-Store
3977,4835,125.27,2020,In-Store
3978,2792,314.09,2022,Online
3979,4213,203.25,2022,In-Store
3980,3984,138.37,2022,In-Store
3981,3769,235.15,2019,Online
3982,1505,601.38,2024,Online
3983,2451,919.22,2024,Online
3984,3045,178.16,2019,Online
3985,2034,163.36,2024,Online
3986,1700,201.85,2024,In-Store
3987,2281,47.71,2021,In-Store
3988,1308,185.43,2024,Online
3989,2528,32.61,2022,Online
3990,3839,105.24,2019,In-Store
3991,976,295.67,2020,Online
3992,2057,91.88,2019,In-Store
3993,4811,257.64,2019,In-Store
3994,2427,164.66,2022,Online
3995,3675,126.77,2023,Online
3996,2429,401.6,2020,In-Store
3997,4940,225.49,2023,In-Store
3998,3734,285.29,2021,In-Store
3999,360,163.41,2022,Online
4000,2224,363.71,2024,In-Store
4001,485,75.2,2023,Online
4002,1429,466.52,2019,Online
4003,2081,16.2,2019,Online
4004,696,19.94,2021,Online
4005,4661,136.38,2021,Online
4006,202,162.05,2020,In-Store
4007,3858,157.54,2020,Online
4008,1199,92.36,2022,In-Store
4009,1268,625.5,2021,Online
4010,2971,194.89,2022,In-Store
4011,74,472.82,2023,Online
4012,96,36.31,2020,Online
4013,4269,96.57,2022,In-Store
4014,3478,75.56,2021,Online
4015,2203,28.98,2023,In-Store
4016,258,240.11,2020,Online
4017,3659,132.59,2022,Online
4018,4426,57.6,2024,In-Store
4019,2807,104.7,2021,In-Store
4020,4257,324.39,2022,In-Store
4021,186,532.27,2020,In-Store
4022,143,136.44,2023,In-Store
4023,3354,115.7,2019,Online
4024,640,143.93,2024,In-Store
4025,3750,110.18,2023,Online
4026,2075,116.81,2022,In-Store
4027,3969,568.43,2022,In-Store
4028,202,335.88,2019,Online
4029,3093,373.46,2022,Online
4030,3166,90.86,2024,In-Store
4031,3080,321.99,2023,Online
4032,4568,169.98,2020,Online
4033,2103,79.78,2023,In-Store
4034,911,818.91,2023,In-Store
4035,1572,275.32,2024,In-Store
4036,3449,558.12,2024,Online
4037,2160,431.44,2024,In-Store
4038,4326,33.4,2024,In-Store
4039,2545,93.14,2023,Online
4040,1330,321.25,2020,In-Store
4041,3614,156.75,2022,Online
4042,461,278.81,2023,In-Store
4043,807,422.5,2020,In-Store
4044,3700,31.76,2022,In-Store
4045,2274,263.26,2020,In-Store
4046,59,131.7,2020,In-Store
4047,2476,346.79,2023,In-Store
4048,4824,472.45,2019,In-Store
4049,1156,194.5,2023,In-Store
4050,498,175.57,2020,Online
4051,4326,275.0,2020,Online
4052,4429,342.55,2020,Online
4053,3977,716.27,2021,In-Store
4054,1608,689.07,2024,In-Store
4055,721,439.19,2023,In-Store
4056,1275,553.46,2019,In-Store
4057,3868,191.81,2024,In-Store
4058,691,149.58,2022,In-Store
4059,4024,39.45,2019,Online
4060,4153,117.09,2024,In-Store
4061,3438,323.33,2019,Online
4062,2356,114.78,2021,In-Store
4063,750,222.61,2020,Online
4064,3052,291.08,2019,Online
4065,4774,352.94,2024,Online
4066,3565,792.42,2020,In-Store
4067,4656,219.75,2023,Online
4068,1705,337.02,2020,In-Store
4069,3446,160.96,2024,In-Store
4070,4445,80.17,2020,In-Store
4071,2378,127.93,2023,Online
4072,3232,183.81,2023,In-Store
4073,2216,290.32,2024,Online
4074,886,697.74,2024,In-Store
4075,865,205.88,2019,Online
4076,3495,139.92,2021,Online
4077,3055,139.1,2024,In-Store
4078,786,261.03,2022,Online
4079,457,256.17,2023,Online
4080,345,241.88,2023,Online
4081,554,190.9,2022,Online
4082,788,365.18,2020,Online
4083,1820,28.6,2023,Online
4084,705,319.98,2022,Online
4085,4908,149.86,2019,In-Store
4086,953,280.99,2024,Online
4087,815,313.97,2021,Online
4088,1549,137.15,2023,In-Store
4089,144,868.34,2022,In-Store
4090,2778,91.73,2023,In-Store
4091,3767,513.39,2020,Online
4092,4959,189.47,2023,In-Store
4093,3826,405.55,2023,In-Store
4094,1217,43.0,2020,In-Store
4095,1808,303.38,2023,Online
4096,4471,201.71,2024,In-Store
4097,4773,323.35,2020,Online
4098,2740,322.21,2022,In-Store
4099,1290,384.95,2021,In-Store
4100,556,506.48,2021,In-Store
4101,863,601.65,2022,Online
4102,2486,55.88,2019,Online
4103,4977,37.62,2019,In-Store
4104,2356,146.52,2024,In-Store
4105,966,246.56,2021,In-Store
4106,2396,151.36,2022,In-Store
4107,476,409.32,2023,Online
4108,1339,565.29,2022,In-Store
4109,525,368.88,2020,Online
4110,2572,63.41,2022,In-Store
4111,562,517.65,2024,In-Store
4112,3703,131.95,2019,Online
4113,4665,23.33,2023,In-Store
4114,1206,77.04,2023,Online
4115,4034,404.32,2021,In-Store
4116,3848,327.96,2020,In-Store
4117,4202,212.07,2023,In-Store
4118,2239,162.07,2021,Online
4119,1161,69.3,2023,Online
4120,4796,143.85,2019,In-Store
4121,3826,53.81,2023,In-Store
4122,72,326.39,2019,Online
4123,755,398.5,2024,In-Store
4124,3853,338.64,2022,In-Store
4125,905,422.69,2019,In-Store
4126,52,238.14,2024,Online
4127,2622,409.42,2019,In-Store
4128,3191,11.25,2019,In-Store
4129,3949,196.03,2024,In-Store
4130,1288,332.22,2023,Online
4131,4781,129.11,2024,In-Store
4132,1773,185.56,2020,In-Store
4133,3903,189.34,2024,Online
4134,3921,219.49,2019,Online
4135,950,98.2,2021,In-Store
4136,3139,190.39,2023,In-Store
4137,2417,397.61,2020,Online
4138,2280,67.61,2020,Online
4139,1426,103.08,2023,In-Store
4140,1585,204.96,2021,Online
4141,1047,327.04,2022,Online
4142,2166,68.01,2023,Online
4143,4024,126.1,2020,Online
4144,1177,593.94,2022,Online
4145,2161,224.31,2020,Online
4146,1032,312.25,2019,In-Store
4147,3289,425.22,2022,In-Store
4148,4527,225.24,2024,In-Store
4149,1316,70.31,2023,In-Store
4150,893,173.88,2023,Online
4151,107,326.4,2021,Online
4152,3081,350.63,2022,In-Store
4153,745,132.48,2021,In-Store
4154,622,121.16,2023,In-Store
4155,4241,120.8,2021,In-Store
4156,821,353.24,2022,Online
4157,412,141.25,2023,Online
4158,114,30.9,2020,Online
4159,2447,161.13,2023,Online
4160,3347,321.55,2021,In-Store
4161,4220,406.75,2021,In-Store
4162,86,128.78,2023,Online
4163,4143,202.97,2019,Online
4164,1573,195.0,2019,In-Store
4165,2006,175.19,2019,Online
4166,4080,174.39,2020,In-Store
4167,804,291.58,2020,Online
4168,3335,414.99,2020,Online
4169,3350,178.67,2023,In-Store
4170,1070,86.35,2024,In-Store
4171,2670,274.05,2023,In-Store
4172,4142,694.88,2022,Online
4173,2772,267.36,2019,Online
4174,4636,234.7,2022,Online
4175,4183,93.3,2019,Online
4176,1409,35.32,2021,Online
4177,3741,188.97,2022,In-Store
4178,265,268.86,2023,Online
4179,3849,512.38,2021,In-Store
4180,3094,227.53,2022,Online
4181,4799,44.93,2021,In-Store
4182,1474,94.88,2024,Online
4183,4282,241.01,2024,Online
4184,326,240.21,2024,In-Store
4185,1207,346.68,2021,In-Store
4186,4493,107.03,2021,In-Store
4187,1505,523.36,2023,In-Store
4188,3535,287.02,2021,Online
4189,1441,104.27,2023,Online
4190,956,169.37,2020,Online
4191,555,70.72,2021,In-Store
4192,3255,344.02,2019,In-Store
4193,4140,450.87,2023,Online
4194,4997,641.35,2020,Online
4195,4578,198.15,2023,Online
4196,2037,248.35,2021,In-Store
4197,1287,232.65,2023,Online
4198,1198,433.39,2022,Online
4199,4662,115.44,2022,Online
4200,2268,169.48,2019,In-Store
4201,3630,256.13,2023,Online
4202,3466,415.56,2021,Online
4203,772,490.73,2021,Online
4204,2457,386.43,2024,Online
4205,471,181.45,2024,In-Store
4206,1371,311.42,2022,In-Store
4207,3133,210.61,2023,Online
4208,672,140.24,2021,Online
4209,1175,230.93,2020,In-Store
4210,111,980.53,2021,In-Store
4211,3560,113.32,2023,In-Store
4212,1027,124.82,2022,In-Store
4213,3555,199.09,2020,In-Store
4214,3234,404.85,2021,Online
4215,4440,44.06,2024,In-Store
4216,1473,358.06,2019,In-Store
4217,2380,136.14,2019,In-Store
4218,4873,338.96,2022,In-Store
4219,2972,258.99,2020,Online
4220,2382,165.51,2019,In-Store
4221,3291,63.89,2019,Online
4222,4754,415.25,2021,In-Store
4223,1834,194.19,2023,In-Store
4224,454,164.91,2021,In-Store
4225,741,118.67,2021,Online
4226,2381,275.59,2022,In-Store
4227,2358,407.73,2021,Online
4228,1444,211.81,2024,In-Store
4229,3681,118.29,2020,Online
4230,1749,476.11,2020,In-Store
4231,2402,87.65,2023,Online
4232,4920,185.68,2019,In-Store
4233,3172,435.3,2019,Online
4234,4241,173.96,2023,In-Store
4235,2007,59.64,2024,Online
4236,1787,246.42,2023,In-Store
4237,1410,484.99,2021,In-Store
4238,1763,137.6,2024,Online
4239,910,152.17,2022,In-Store
4240,761,411.76,2019,In-Store
4241,3241,9.62,2019,In-Store
4242,2690,493.51,2023,In-Store
4243,531,128.82,2023,Online
4244,1360,46.43,2019,Online
4245,3819,179.18,2019,Online
4246,2028,323.87,2021,Online
4247,2561,166.0,2019,In-Store
4248,2178,77.66,2024,In-Store
4249,1538,407.79,2024,In-Store
4250,1274,189.7,2023,Online
4251,2782,44.14,2020,Online
4252,947,275.75,2024,Online
4253,1299,60.31,2024,In-Store
4254,2512,648.57,2020,In-Store
4255,2189,225.68,2020,In-Store
4256,882,106.95,2024,In-Store
4257,1848,104.53,2021,Online
4258,1976,218.6,2020,Online
4259,4269,552.66,2022,Online
4260,4569,126.76,2022,In-Store
4261,2965,171.26,2021,In-Store
4262,3064,270.45,2020,Online
4263,3129,173.74,2023,In-Store
4264,498,58.49,2021,Online
4265,2217,219.63,2024,Online
4266,989,124.4,2024,In-Store
4267,2609,166.36,2024,In-Store
4268,2476,603.7,2019,In-Store
4269,4515,173.75,2021,Online
4270,1371,21.69,2022,In-Store
4271,3589,160.35,2024,Online
4272,2503,194.88,2023,In-Store
4273,4810,319.83,2020,In-Store
4274,179,245.37,2024,Online
4275,1930,242.54,2022,In-Store
4276,2549,258.14,2020,In-Store
4277,4835,352.15,2024,In-Store
4278,112,57.32,2020,In-Store
4279,3220,752.77,2021,In-Store
4280,715,153.14,2021,Online
4281,1402,83.14,2022,Online
4282,2925,275.88,2020,Online
4283,1382,167.78,2024,In-Store
4284,3128,385.96,2021,Online
4285,4909,129.52,2022,In-Store
4286,3012,421.84,2024,Online
4287,1209,84.7,2020,In-Store
4288,3126,653.25,2019,Online
4289,37,201.9,2019,Online
4290,1829,536.53,2022,Online
4291,3061,73.14,2019,In-Store
4292,3342,340.8,2023,Online
4293,3942,334.83,2024,Online
4294,810,178.57,2024,In-Store
4295,3073,23.12,2022,In-Store
4296,4119,343.06,2022,Online
4297,1527,158.67,2020,In-Store
4298,3520,479.17,2024,Online
4299,4892,395.56,2023,Online
4300,496,477.54,2024,In-Store
4301,4996,303.27,2022,Online
4302,425,223.89,2024,Online
4303,2748,549.29,2021,Online
4304,2066,937.37,2022,Online
4305,1983,208.84,2023,Online
4306,1469,472.16,2024,In-Store
4307,3801,119.3,2022,In-Store
4308,1234,80.85,2019,In-Store
4309,1798,121.18,2023,In-Store
4310,565,112.54,2021,In-Store
4311,3020,350.87,2023,In-Store
4312,1305,141.05,2022,In-Store
4313,133,87.19,2021,In-Store
4314,449,88.07,2021,In-Store
4315,1831,298.56,2021,Online
4316,2159,349.28,2019,Online
4317,3627,314.39,2023,In-Store
4318,850,339.97,2024,Online
4319,3963,158.81,2022,In-Store
4320,1481,736.78,2019,In-Store
4321,901,161.83,2021,In-Store
4322,4855,134.52,2024,Online
4323,1540,344.23,2022,Online
4324,1900,156.89,2020,In-Store
4325,2945,132.38,2022,In-Store
4326,4958,167.54,2020,Online
4327,3245,239.01,2020,Online
4328,515,422.05,2024,Online
4329,1592,42.78,2021,Online
4330,84,423.64,2020,Online
4331,3743,56.67,2019,Online
4332,4894,64.68,2021,In-Store
4333,2128,248.44,2024,Online
4334,1602,46.39,2020,In-Store
4335,4618,129.52,2023,In-Store
4336,1223,391.47,2024,In-Store
4337,4330,343.58,2024,Online
4338,1843,421.63,2019,Online
4339,2292,122.25,2023,In-Store
4340,1590,162.69,2022,Online
4341,2897,59.57,2019,Online
4342,4489,167.13,2024,Online
4343,9,62.22,2023,Online
4344,4709,960.72,2023,In-Store
4345,715,281.0,2024,Online
4346,1928,237.38,2021,In-Store
4347,110,116.28,2022,In-Store
4348,4930,107.42,2019,In-Store
4349,266,144.59,2019,In-Store
4350,3224,259.84,2024,In-Store
4351,955,81.88,2024,In-Store
4352,1350,60.71,2019,In-Store
4353,1575,9.35,2020,In-Store
4354,2224,286.01,2019,In-Store
4355,3832,183.31,2020,Online
4356,3256,143.89,2021,In-Store
4357,1059,80.59,2020,Online
4358,1958,144.35,2022,In-Store
4359,4945,485.16,2024,Online
4360,3148,102.73,2020,In-Store
4361,2520,310.35,2024,In-Store
4362,3654,343.11,2022,Online
4363,2571,75.04,2022,Online
4364,2928,88.13,2022,In-Store
4365,3888,191.23,2022,Online
4366,888,711.72,2019,In-Store
4367,745,393.44,2024,In-Store
4368,3515,191.46,2022,In-Store
4369,2931,402.85,2023,Online
4370,2680,20.98,2021,In-Store
4371,176,179.19,2023,In-Store
4372,566,19.63,2019,In-Store
4373,3218,226.05,2022,In-Store
4374,4358,331.79,2020,In-Store
4375,4627,129.07,2024,Online
4376,1395,123.77,2019,Online
4377,1221,195.03,2021,In-Store
4378,948,138.35,2020,In-Store
4379,585,156.05,2020,In-Store
4380,2863,431.64,2022,Online
4381,1621,344.16,2021,In-Store
4382,3356,262.09,2024,Online
4383,2350,48.93,2024,Online
4384,3192,296.96,2021,Online
4385,3208,189.22,2020,In-Store
4386,2577,140.03,2021,In-Store
4387,532,156.94,2023,In-Store
4388,1232,492.16,2022,In-Store
4389,1994,383.49,2022,Online
4390,1698,154.64,2023,Online
4391,3371,568.39,2023,In-Store
4392,1546,363.51,2021,In-Store
4393,3166,106.64,2020,In-Store
4394,1438,104.38,2021,In-Store
4395,371,223.41,2023,In-Store
4396,4505,86.71,2022,In-Store
4397,617,613.55,2022,In-Store
4398,4167,228.09,2022,In-Store
4399,4015,92.06,2021,Online
4400,4180,516.76,2024,In-Store
4401,2257,18.72,2023,In-Store
4402,4355,229.24,2020,In-Store
4403,3311,182.95,2024,Online
4404,932,59.29,2021,Online
4405,2330,546.71,2024,Online
4406,394,133.49,2022,Online
4407,2466,119.66,2024,In-Store
4408,3278,346.88,2023,In-Store
4409,1930,222.13,2020,In-Store
4410,626,94.8,2019,In-Store
4411,4658,132.16,2021,In-Store
4412,2880,498.69,2019,In-Store
4413,3167,166.56,2023,In-Store
4414,3423,701.48,2019,Online
4415,2110,85.29,2022,In-Store
4416,1166,149.25,2021,Online
4417,2782,109.9,2020,Online
4418,1892,328.1,2022,In-Store
4419,3183,723.97,2023,In-Store
4420,1640,210.5,2021,In-Store
4421,782,239.8,2023,In-Store
4422,4693,143.09,2023,Online
4423,2057,53.91,2023,In-Store
4424,2324,167.46,2021,In-Store
4425,2275,278.5,2022,Online
4426,2234,126.57,2024,Online
4427,2639,59.93,2023,Online
4428,3288,11.33,2020,Online
4429,2481,567.48,2022,In-Store
4430,2617,141.49,2023,Online
4431,356,269.59,2021,Online
4432,4488,415.27,2023,Online
4433,4675,475.25,2023,Online
4434,3347,123.67,2019,In-Store
4435,3523,261.33,2019,Online
4436,2468,283.03,2022,Online
4437,164,374.54,2019,In-Store
4438,3635,280.67,2021,Online
4439,4734,240.01,2019,Online
4440,3664,86.58,2021,Online
4441,3255,322.08,2023,Online
4442,3382,195.12,2022,Online
4443,2065,520.76,2019,In-Store
4444,4266,323.9,2019,Online
4445,3985,29.64,2022,In-Store
4446,3888,81.03,2021,Online
4447,340,143.91,2024,Online
4448,4822,190.96,2021,In-Store
4449,3782,781.46,2019,In-Store
4450,3591,350.68,2024,In-Store
4451,1934,110.23,2021,Online
4452,1646,357.73,2021,In-Store
4453,4229,231.68,2019,Online
4454,2688,360.27,2019,In-Store
4455,4919,155.04,2019,In-Store
4456,2127,828.45,2020,In-Store
4457,4442,565.57,2019,In-Store
4458,4705,314.84,2024,Online
4459,639,140.4,2020,In-Store
4460,1225,359.91,2023,In-Store
4461,3706,54.04,2021,In-Store
4462,3911,593.68,2020,Online
4463,4246,509.09,2023,In-Store
4464,1550,289.29,2024,Online
4465,4146,89.26,2021,Online
4466,1506,154.22,2021,Online
4467,4431,21.69,2021,In-Store
4468,1376,172.0,2024,In-Store
4469,668,81.78,2022,In-Store
4470,2375,31.32,2022,In-Store
4471,4091,140.03,2020,In-Store
4472,1016,150.4,2020,In-Store
4473,336,63.76,2021,In-Store
4474,4762,253.08,2023,In-Store
4475,81,401.02,2020,In-Store
4476,2135,264.13,2019,In-Store
4477,1800,190.9,2024,In-Store
4478,258,203.34,2019,In-Store
4479,185,161.78,2020,In-Store
4480,123,138.87,2023,Online
4481,4701,260.2,2019,Online
4482,5000,270.62,2021,Online
4483,3515,204.6,2021,Online
4484,1395,143.06,2022,In-Store
4485,2353,88.02,2022,Online
4486,3220,43.21,2022,Online
4487,1309,88.14,2024,In-Store
4488,3945,142.04,2023,Online
4489,1942,153.35,2021,Online
4490,491,948.22,2023,In-Store
4491,1055,372.91,2019,In-Store
4492,702,261.31,2021,Online
4493,2935,315.32,2022,Online
4494,4696,816.75,2024,Online
4495,1135,112.47,2022,Online
4496,80,612.8,2024,In-Store
4497,836,12.05,2019,In-Store
4498,652,169.78,2021,Online
4499,417,77.09,2023,In-Store
4500,3681,39.92,2023,In-Store
4501,3867,508.38,2019,Online
4502,746,167.63,2024,Online
4503,2003,145.33,2021,Online
4504,240,169.6,2023,Online
4505,2894,223.3,2022,Online
4506,1945,98.72,2022,Online
4507,856,39.31,2023,In-Store
4508,3516,192.16,2024,Online
4509,2647,224.81,2021,Online
4510,3195,535.64,2023,In-Store
4511,4516,186.41,2019,Online
4512,4805,213.64,2021,In-Store
4513,2599,82.21,2023,Online
4514,1354,82.56,2022,In-Store
4515,2036,262.63,2021,Online
4516,2881,341.88,2020,Online
4517,680,421.69,2021,Online
4518,487,251.5,2022,Online
4519,3621,98.21,2021,Online
4520,3651,44.79,2019,In-Store
4521,4719,75.65,2022,Online
4522,1439,250.95,2022,Online
4523,4315,50.6,2024,In-Store
4524,1485,77.96,2019,Online
4525,691,108.92,2020,Online
4526,1013,295.89,2021,In-Store
4527,4543,482.79,2019,In-Store
4528,2348,207.43,2021,Online
4529,3709,238.86,2021,Online
4530,4471,190.28,2020,Online
4531,1923,170.96,2021,In-Store
4532,638,276.07,2024,Online
4533,3009,172.08,2019,In-Store
4534,2234,586.08,2021,In-Store
4535,2126,228.72,2021,In-Store
4536,3458,247.78,2020,In-Store
4537,4290,194.78,2021,Online
4538,3175,355.11,2022,In-Store
4539,3689,106.21,2023,In-Store
4540,1400,81.78,2024,Online
4541,2335,321.53,2022,In-Store
4542,1506,227.92,2020,In-Store
4543,250,324.73,2024,In-Store
4544,536,152.36,2021,Online
4545,3533,216.59,2019,Online
4546,3550,136.76,2021,Online
4547,458,187.26,2024,In-Store
4548,2739,45.85,2021,Online
4549,3370,20.52,2020,In-Store
4550,4136,53.74,2021,In-Store
4551,3697,348.6,2019,Online
4552,3412,340.97,2019,Online
4553,4070,603.04,2023,Online
4554,3388,329.2,2023,In-Store
4555,3186,144.33,2021,In-Store
4556,3239,191.26,2019,Online
4557,261,19.78,2021,In-Store
4558,1248,145.87,2022,Online
4559,3334,217.0,2020,Online
4560,3323,398.02,2020,Online
4561,2574,203.69,2019,In-Store
4562,126,70.64,2022,In-Store
4563,1230,381.03,2019,Online
4564,3212,130.91,2022,Online
4565,3134,97.51,2024,In-Store
4566,1307,183.02,2019,Online
4567,2102,129.63,2023,Online
4568,136,216.74,2021,Online
4569,2378,311.24,2020,In-Store
4570,1460,146.27,2020,Online
4571,4232,148.76,2024,In-Store
4572,813,312.42,2022,In-Store
4573,852,313.05,2023,Online
4574,1745,232.26,2022,Online
4575,1939,175.36,2023,In-Store
4576,871,446.76,2022,Online
4577,635,109.78,2019,In-Store
4578,669,315.31,2024,In-Store
4579,1294,105.62,2019,Online
4580,3089,212.43,2020,Online
4581,269,61.14,2024,In-Store
4582,861,217.46,2022,Online
4583,482,465.09,2024,In-Store
4584,3291,366.36,2022,In-Store
4585,3391,28.85,2019,Online
4586,1262,452.18,2022,Online
4587,2333,126.34,2020,In-Store
4588,103,279.42,2024,Online
4589,3795,191.97,2020,In-Store
4590,4888,117.8,2022,In-Store
4591,4335,256.56,2020,Online
4592,2693,121.83,2020,Online
4593,3672,325.11,2022,Online
4594,882,120.16,2022,Online
4595,2236,108.55,2019,In-Store
4596,4984,330.68,2019,Online
4597,3035,769.5,2023,Online
4598,4890,392.41,2022,Online
4599,2578,353.73,2023,Online
4600,676,198.16,2022,Online
4601,2440,311.26,2023,Online
4602,1682,145.92,2021,Online
4603,1277,516.23,2022,Online
4604,4768,39.93,2020,In-Store
4605,3248,191.16,2023,Online
4606,4935,157.66,2021,Online
4607,3649,199.2,2021,Online
4608,1313,113.37,2019,In-Store
4609,1074,224.82,2021,In-Store
4610,4100,110.38,2023,Online
4611,1655,138.04,2021,Online
4612,3748,286.75,2021,Online
4613,4089,939.26,2019,Online
4614,1894,136.36,2019,In-Store
4615,1286,256.55,2022,In-Store
4616,535,432.62,2024,Online
4617,3448,268.37,2020,Online
4618,1380,171.38,2021,Online
4619,646,169.04,2020,Online
4620,24,454.66,2021,In-Store
4621,4653,27.52,2024,Online
4622,4452,223.33,2019,Online
4623,4966,152.97,2023,Online
4624,4671,45.06,2024,Online
4625,4125,207.16,2022,In-Store
4626,365,120.46,2021,In-Store
4627,2656,78.2,2023,Online
4628,409,491.15,2019,Online
4629,1315,91.47,2024,Online
4630,219,71.61,2022,Online
4631,4704,53.89,2020,In-Store
4632,1540,247.92,2022,In-Store
4633,3434,268.71,2020,In-Store
4634,4954,761.02,2021,In-Store
4635,1603,155.36,2024,In-Store
4636,2705,135.1,2020,Online
4637,3649,69.19,2020,In-Store
4638,1106,280.1,2022,Online
4639,3412,51.62,2021,Online
4640,2489,119.02,2019,In-Store
4641,617,237.57,2022,Online
4642,4322,123.02,2021,Online
4643,2419,120.06,2024,Online
4644,28,102.37,2023,In-Store
4645,3056,510.78,2019,In-Store
4646,16,114.58,2024,Online
4647,3349,282.81,2020,Online
4648,333,108.12,2023,In-Store
4649,4579,133.66,2020,In-Store
4650,4662,200.7,2021,In-Store
4651,2162,479.19,2019,In-Store
4652,2086,20.5,2024,Online
4653,4550,440.75,2019,In-Store
4654,3954,90.43,2022,In-Store
4655,2790,220.87,2021,In-Store
4656,4262,183.91,2020,Online
4657,2253,62.73,2020,Online
4658,4974,121.0,2024,Online
4659,245,184.42,2020,Online
4660,1895,57.32,2020,Online
4661,1357,378.11,2019,In-Store
4662,943,201.58,2019,In-Store
4663,3468,125.33,2020,In-Store
4664,3193,149.02,2022,In-Store
4665,1746,376.49,2023,In-Store
4666,4506,438.38,2021,Online
4667,2358,96.4,2020,In-Store
4668,3880,68.44,2021,In-Store
4669,3778,309.6,2020,Online
4670,2116,77.34,2024,In-Store
4671,2268,269.16,2024,Online
4672,2268,87.27,2022,In-Store
4673,1497,86.72,2023,In-Store
4674,2797,44.68,2020,In-Store
4675,4482,636.34,2020,In-Store
4676,930,440.2,2023,Online
4677,3325,154.26,2020,Online
4678,4501,229.37,2019,In-Store
4679,4588,224.47,2022,Online
4680,357,643.34,2019,Online
4681,4311,259.57,2024,Online
4682,4065,352.27,2022,In-Store
4683,3842,489.24,2019,Online
4684,3931,94.4,2024,Online
4685,4848,107.98,2019,Online
4686,827,439.03,2024,In-Store
4687,666,149.99,2020,Online
4688,2029,83.18,2022,In-Store
4689,3692,214.98,2022,Online
4690,2583,429.7,2020,In-Store
4691,554,688.27,2024,In-Store
4692,328,559.25,2022,In-Store
4693,1189,14.57,2022,In-Store
4694,150,153.8,2020,In-Store
4695,4753,64.92,2021,In-Store
4696,2854,98.51,2023,In-Store
4697,1937,220.78,2024,Online
4698,4389,219.78,2024,In-Store
4699,2737,15.2,2019,In-Store
4700,957,98.97,2022,Online
4701,3249,585.23,2023,In-Store
4702,416,51.64,2020,In-Store
4703,3455,430.87,2022,Online
4704,2646,126.76,2023,In-Store
4705,3775,191.68,2024,In-Store
4706,85,469.44,2024,In-Store
4707,1936,160.27,2019,Online
4708,1417,609.92,2024,In-Store
4709,1071,49.76,2023,Online
4710,3413,372.02,2021,Online
4711,1522,339.62,2022,Online
4712,1502,564.18,2019,In-Store
4713,4092,298.99,2019,Online
4714,2474,173.72,2019,In-Store
4715,736,92.67,2021,Online
4716,2839,149.34,2023,In-Store
4717,2563,43.68,2019,In-Store
4718,3907,358.23,2021,In-Store
4719,1273,190.65,2022,In-Store
4720,4837,170.01,2022,Online
4721,1863,140.37,2020,Online
4722,4227,326.15,2021,In-Store
4723,1764,169.06,2019,In-Store
4724,4419,205.92,2024,Online
4725,823,203.08,2021,Online
4726,543,296.1,2021,In-Store
4727,2766,280.29,2023,In-Store
4728,2079,468.72,2020,In-Store
4729,885,428.34,2021,In-Store
4730,4287,138.57,2019,Online
4731,3650,670.64,2024,Online
4732,4511,277.54,2020,In-Store
4733,3572,768.4,2022,In-Store
4734,3934,250.74,2021,Online
4735,3667,149.8,2024,Online
4736,1722,123.91,2023,In-Store
4737,375,39.68,2019,In-Store
4738,558,234.85,2024,In-Store
4739,1281,244.39,2021,In-Store
4740,3424,193.24,2023,In-Store
4741,1129,262.02,2022,Online
4742,1361,58.72,2021,In-Store
4743,3598,180.72,2023,In-Store
4744,1101,73.85,2024,Online
4745,1535,267.9,2019,In-Store
4746,2626,222.22,2019,Online
4747,4128,425.57,2022,In-Store
4748,1632,153.48,2020,In-Store
4749,58,423.74,2024,Online
4750,1128,179.63,2021,In-Store
4751,312,322.49,2024,In-Store
4752,3718,102.89,2023,Online
4753,2002,203.51,2022,In-Store
4754,2738,187.43,2022,Online
4755,3878,442.9,2024,Online
4756,2283,187.04,2024,Online
4757,3184,188.62,2023,Online
4758,1432,730.81,2020,Online
4759,3126,360.3,2024,In-Store
4760,4898,158.69,2020,Online
4761,4335,299.73,2022,In-Store
4762,1776,385.14,2022,In-Store
4763,1319,216.78,2022,Online
4764,4208,350.74,2022,In-Store
4765,3160,203.2,2022,Online
4766,1329,445.13,2021,Online
4767,4386,33.06,2021,Online
4768,3975,89.61,2021,Online
4769,4678,143.34,2019,Online
4770,4466,350.14,2021,Online
4771,220,260.15,2024,In-Store
4772,3303,106.81,2021,Online
4773,2867,222.83,2024,Online
