transaction_id,book_id,sale_type,date_sold,year_sold,month_sold,day_sold,sale_price,discount,final_price,country_sold,city_sold,hard_copy,paperback,soft_copy
2280,79,ONLINE,2025-03-25,2025,3,25,36.02,0.0,36.02,UK,Bristol,False,True,False
2281,83,ONLINE,2024-10-21,2024,10,21,26.2,2.62,23.58,Australia,Brisbane,True,False,False
2282,82,ONLINE,2025-12-02,2025,12,2,16.51,1.65,14.86,USA,New York,False,True,False
2283,52,INSTORE,2024-06-22,2024,6,22,25.13,0.0,25.13,USA,Chicago,False,True,False
2284,8,ONLINE,2024-08-27,2024,8,27,18.84,0.0,18.84,USA,Chicago,False,True,False
2285,81,ONLINE,2025-08-03,2025,8,3,28.98,5.8,23.18,USA,San Francisco,True,False,False
2286,53,ONLINE,2024-03-16,2024,3,16,13.02,2.6,10.42,Australia,Brisbane,False,False,True
2287,74,INSTORE,2025-01-30,2025,1,30,27.22,2.72,24.5,Australia,Brisbane,False,False,True
2288,57,INSTORE,2024-08-31,2024,8,31,20.95,0.0,20.95,Germany,Hamburg,False,False,True
2289,65,INSTORE,2024-06-05,2024,6,5,22.19,0.0,22.19,Germany,Munich,False,False,True
2290,40,ONLINE,2025-10-14,2025,10,14,23.13,0.0,23.13,Canada,Vancouver,False,True,False
2291,44,INSTORE,2024-01-22,2024,1,22,27.33,0.0,27.33,UK,Bristol,False,True,False
2292,43,ONLINE,2025-12-28,2025,12,28,24.15,0.0,24.15,Germany,Munich,False,True,False
2293,65,INSTORE,2025-03-07,2025,3,7,27.69,4.15,23.54,Canada,Vancouver,False,True,False
2294,11,INSTORE,2025-04-19,2025,4,19,23.72,0.0,23.72,Germany,Munich,False,True,False
2295,23,ONLINE,2025-06-26,2025,6,26,30.17,0.0,30.17,Canada,Montreal,True,False,False
2296,28,INSTORE,2025-11-06,2025,11,6,44.65,4.46,40.19,Australia,Sydney,False,True,False
2297,78,ONLINE,2024-11-10,2024,11,10,28.92,0.0,28.92,UK,Bristol,False,True,False
2298,12,INSTORE,2025-10-29,2025,10,29,25.58,5.12,20.46,USA,Chicago,False,True,False
2299,23,INSTORE,2024-08-10,2024,8,10,20.93,0.0,20.93,USA,New York,False,False,True
2300,14,INSTORE,2024-07-03,2024,7,3,28.19,4.23,23.96,Australia,Melbourne,True,False,False
2301,54,ONLINE,2025-11-14,2025,11,14,23.31,3.5,19.81,Germany,Hamburg,False,True,False
2302,1,ONLINE,2025-02-15,2025,2,15,33.8,1.69,32.11,Canada,Montreal,True,False,False
2303,61,INSTORE,2024-05-13,2024,5,13,18.66,1.87,16.79,Germany,Berlin,False,True,False
2304,32,ONLINE,2024-04-09,2024,4,9,36.55,0.0,36.55,USA,Chicago,True,False,False
2305,55,INSTORE,2024-04-02,2024,4,2,26.89,0.0,26.89,USA,San Francisco,False,True,False
2306,39,INSTORE,2024-03-08,2024,3,8,25.34,0.0,25.34,Canada,Vancouver,False,False,True
2307,19,ONLINE,2024-12-12,2024,12,12,22.33,0.0,22.33,Germany,Munich,False,True,False
2308,15,ONLINE,2024-06-04,2024,6,4,15.6,0.0,15.6,Australia,Sydney,False,True,False
2309,42,INSTORE,2024-06-11,2024,6,11,19.68,0.0,19.68,Australia,Melbourne,False,False,True
2310,21,INSTORE,2024-05-30,2024,5,30,39.45,7.89,31.56,USA,Chicago,True,False,False
2311,47,INSTORE,2025-04-29,2025,4,29,28.79,0.0,28.79,Canada,Vancouver,False,True,False
2312,44,INSTORE,2025-01-06,2025,1,6,23.45,2.35,21.1,Australia,Brisbane,False,False,True
2313,76,INSTORE,2025-05-18,2025,5,18,37.01,0.0,37.01,Germany,Berlin,False,True,False
2314,48,INSTORE,2024-05-18,2024,5,18,22.6,1.13,21.47,USA,New York,False,False,True
2315,89,INSTORE,2024-07-20,2024,7,20,28.97,4.35,24.62,USA,Chicago,False,True,False
2316,47,ONLINE,2025-05-21,2025,5,21,24.93,2.49,22.44,UK,Bristol,False,False,True
2317,88,ONLINE,2024-09-15,2024,9,15,17.85,0.0,17.85,Canada,Vancouver,False,False,True
2318,8,ONLINE,2024-11-22,2024,11,22,29.64,4.45,25.19,USA,San Francisco,True,False,False
2319,8,INSTORE,2025-04-04,2025,4,4,21.27,0.0,21.27,UK,Manchester,False,True,False
2320,91,INSTORE,2024-03-23,2024,3,23,16.08,0.0,16.08,Germany,Hamburg,False,False,True
2321,81,ONLINE,2025-08-10,2025,8,10,20.97,1.05,19.92,Australia,Sydney,False,True,False
2322,82,ONLINE,2025-02-01,2025,2,1,15.71,2.36,13.35,Germany,Munich,False,False,True
2323,91,INSTORE,2025-01-10,2025,1,10,23.51,3.53,19.98,Germany,Munich,False,True,False
2324,66,ONLINE,2024-09-24,2024,9,24,24.68,0.0,24.68,Canada,Vancouver,False,True,False
2325,83,ONLINE,2025-11-18,2025,11,18,15.99,0.0,15.99,USA,San Francisco,False,False,True
2326,89,ONLINE,2024-05-11,2024,5,11,37.47,0.0,37.47,USA,New York,True,False,False
2327,17,ONLINE,2024-06-06,2024,6,6,33.6,6.72,26.88,UK,London,True,False,False
2328,11,INSTORE,2024-01-14,2024,1,14,20.65,0.0,20.65,USA,Chicago,False,False,True
2329,9,INSTORE,2025-04-16,2025,4,16,34.03,0.0,34.03,Australia,Brisbane,False,False,True
2330,26,ONLINE,2024-05-22,2024,5,22,19.87,0.0,19.87,USA,Chicago,False,False,True
2331,41,ONLINE,2024-04-03,2024,4,3,17.35,3.47,13.88,USA,Chicago,False,True,False
2332,68,INSTORE,2024-03-22,2024,3,22,27.34,4.1,23.24,Canada,Toronto,False,True,False
2333,14,INSTORE,2024-07-21,2024,7,21,14.16,2.12,12.04,Canada,Vancouver,False,False,True
2334,48,ONLINE,2025-11-23,2025,11,23,23.21,0.0,23.21,Germany,Munich,False,True,False
2335,38,ONLINE,2024-06-29,2024,6,29,43.96,0.0,43.96,USA,New York,False,True,False
2336,8,ONLINE,2025-12-17,2025,12,17,18.27,3.65,14.62,Australia,Sydney,False,False,True
2337,34,ONLINE,2024-11-25,2024,11,25,53.1,2.66,50.44,Canada,Toronto,True,False,False
2338,35,INSTORE,2025-02-26,2025,2,26,29.61,1.48,28.13,UK,Bristol,True,False,False
2339,12,ONLINE,2024-09-03,2024,9,3,17.02,2.55,14.47,UK,Bristol,False,False,True
2340,35,ONLINE,2024-03-07,2024,3,7,26.55,1.33,25.22,UK,London,True,False,False
2341,9,ONLINE,2025-03-16,2025,3,16,32.54,6.51,26.03,USA,Chicago,False,False,True
2342,87,ONLINE,2025-11-21,2025,11,21,21.93,2.19,19.74,USA,Chicago,False,True,False
2343,14,INSTORE,2024-03-08,2024,3,8,18.58,3.72,14.86,Australia,Brisbane,False,False,True
2344,39,INSTORE,2025-05-06,2025,5,6,21.34,0.0,21.34,Germany,Munich,False,True,False
2345,10,ONLINE,2024-07-13,2024,7,13,15.26,0.0,15.26,UK,Bristol,False,False,True
2346,54,INSTORE,2025-04-21,2025,4,21,24.91,4.98,19.93,UK,Manchester,False,True,False
2347,82,ONLINE,2025-04-08,2025,4,8,26.95,4.04,22.91,Germany,Munich,True,False,False
2348,87,INSTORE,2024-05-22,2024,5,22,20.6,4.12,16.48,Germany,Berlin,False,True,False
2349,61,INSTORE,2024-01-15,2024,1,15,17.03,0.0,17.03,Germany,Munich,False,False,True
2350,30,ONLINE,2024-08-10,2024,8,10,44.14,2.21,41.93,Australia,Sydney,True,False,False
2351,8,ONLINE,2024-12-11,2024,12,11,33.33,1.67,31.66,Canada,Vancouver,True,False,False
2352,48,INSTORE,2025-07-16,2025,7,16,36.86,0.0,36.86,Canada,Vancouver,True,False,False
2353,82,INSTORE,2025-05-26,2025,5,26,21.0,4.2,16.8,Australia,Brisbane,False,True,False
2354,72,INSTORE,2024-03-02,2024,3,2,30.49,0.0,30.49,Germany,Hamburg,True,False,False
2355,83,ONLINE,2024-10-23,2024,10,23,32.67,3.27,29.4,Germany,Hamburg,True,False,False
2356,10,ONLINE,2025-05-17,2025,5,17,24.57,3.69,20.88,Canada,Vancouver,False,True,False
2357,59,INSTORE,2024-11-14,2024,11,14,17.69,0.0,17.69,UK,Bristol,False,False,True
2358,15,INSTORE,2024-12-15,2024,12,15,13.82,2.76,11.06,Australia,Melbourne,False,False,True
2359,48,ONLINE,2025-04-29,2025,4,29,30.09,1.5,28.59,UK,Bristol,True,False,False
2360,30,INSTORE,2024-08-02,2024,8,2,33.4,0.0,33.4,Germany,Berlin,False,False,True
2361,63,INSTORE,2025-07-22,2025,7,22,13.24,2.65,10.59,Germany,Munich,False,False,True
2362,64,ONLINE,2024-11-25,2024,11,25,21.02,2.1,18.92,Canada,Toronto,False,False,True
2363,76,INSTORE,2025-07-30,2025,7,30,43.15,0.0,43.15,Canada,Vancouver,True,False,False
2364,28,INSTORE,2024-05-31,2024,5,31,55.95,5.6,50.35,USA,San Francisco,True,False,False
2365,38,ONLINE,2024-09-29,2024,9,29,40.62,2.03,38.59,Germany,Hamburg,False,True,False
2366,77,INSTORE,2024-05-26,2024,5,26,42.87,2.14,40.73,UK,Bristol,True,False,False
2367,26,INSTORE,2024-01-04,2024,1,4,22.32,4.46,17.86,Canada,Montreal,False,True,False
2368,79,INSTORE,2024-10-06,2024,10,6,32.74,0.0,32.74,Australia,Sydney,False,True,False
2369,52,ONLINE,2024-07-11,2024,7,11,18.54,2.78,15.76,Canada,Montreal,False,True,False
2370,15,INSTORE,2025-05-31,2025,5,31,30.22,6.04,24.18,Canada,Montreal,True,False,False
2371,59,INSTORE,2024-01-12,2024,1,12,22.16,0.0,22.16,Germany,Hamburg,False,True,False
2372,90,INSTORE,2024-01-30,2024,1,30,31.29,0.0,31.29,UK,London,True,False,False
2373,53,INSTORE,2025-10-02,2025,10,2,13.85,0.0,13.85,Canada,Vancouver,False,False,True
2374,1,INSTORE,2024-04-20,2024,4,20,28.6,0.0,28.6,Germany,Munich,False,True,False
2375,88,ONLINE,2024-10-18,2024,10,18,18.46,0.0,18.46,Australia,Melbourne,False,False,True
2376,69,INSTORE,2024-02-23,2024,2,23,26.69,1.33,25.36,USA,New York,False,False,True
2377,37,ONLINE,2025-01-19,2025,1,19,16.21,0.81,15.4,Canada,Vancouver,False,False,True
2378,36,ONLINE,2024-11-30,2024,11,30,35.08,0.0,35.08,Germany,Berlin,False,False,True
2379,45,ONLINE,2024-02-10,2024,2,10,13.09,1.96,11.13,Australia,Brisbane,False,False,True
2380,82,ONLINE,2024-03-10,2024,3,10,28.57,0.0,28.57,Germany,Berlin,True,False,False
2381,89,ONLINE,2024-08-28,2024,8,28,23.88,0.0,23.88,Canada,Montreal,False,True,False
2382,45,ONLINE,2024-12-17,2024,12,17,15.89,0.79,15.1,USA,San Francisco,False,True,False
2383,11,INSTORE,2025-03-02,2025,3,2,22.26,0.0,22.26,USA,Chicago,False,False,True
2384,54,ONLINE,2025-04-04,2025,4,4,30.89,6.18,24.71,USA,New York,True,False,False
2385,45,ONLINE,2024-02-27,2024,2,27,28.07,4.21,23.86,Canada,Toronto,True,False,False
2386,6,ONLINE,2024-02-13,2024,2,13,28.33,0.0,28.33,Germany,Berlin,True,False,False
2387,27,INSTORE,2024-11-26,2024,11,26,22.99,3.45,19.54,Australia,Melbourne,False,False,True
2388,64,INSTORE,2024-10-23,2024,10,23,37.47,5.62,31.85,USA,Chicago,True,False,False
2389,43,ONLINE,2024-02-11,2024,2,11,19.96,0.0,19.96,Australia,Sydney,False,False,True
2390,80,ONLINE,2025-05-18,2025,5,18,23.28,3.49,19.79,Canada,Montreal,False,True,False
2391,67,ONLINE,2025-06-05,2025,6,5,16.94,0.0,16.94,Australia,Melbourne,False,True,False
2392,45,INSTORE,2025-10-04,2025,10,4,17.46,1.75,15.71,Australia,Sydney,False,True,False
2393,19,ONLINE,2024-06-12,2024,6,12,13.71,0.0,13.71,Australia,Melbourne,False,False,True
2394,83,INSTORE,2024-09-23,2024,9,23,30.07,4.51,25.56,Canada,Vancouver,True,False,False
2395,50,INSTORE,2025-04-01,2025,4,1,27.32,0.0,27.32,Germany,Berlin,True,False,False
2396,95,ONLINE,2024-04-19,2024,4,19,27.81,5.56,22.25,USA,San Francisco,True,False,False
2397,30,ONLINE,2025-11-21,2025,11,21,28.97,5.79,23.18,UK,Bristol,False,False,True
2398,22,ONLINE,2024-02-25,2024,2,25,9.79,1.96,7.83,UK,Manchester,False,False,True
2399,73,INSTORE,2024-01-25,2024,1,25,29.96,0.0,29.96,Canada,Montreal,True,False,False
2400,75,INSTORE,2025-05-26,2025,5,26,32.65,0.0,32.65,UK,London,False,False,True
2401,90,INSTORE,2024-06-18,2024,6,18,20.91,2.09,18.82,Germany,Hamburg,False,True,False
2402,73,ONLINE,2025-09-23,2025,9,23,28.39,5.68,22.71,Canada,Toronto,True,False,False
2403,53,INSTORE,2024-01-12,2024,1,12,26.3,0.0,26.3,Australia,Sydney,True,False,False
2404,18,ONLINE,2025-08-04,2025,8,4,31.4,0.0,31.4,Germany,Hamburg,True,False,False
2405,62,INSTORE,2024-07-14,2024,7,14,36.18,0.0,36.18,Canada,Montreal,False,False,True
2406,57,ONLINE,2025-10-31,2025,10,31,26.95,5.39,21.56,UK,Manchester,False,True,False
2407,94,INSTORE,2024-05-25,2024,5,25,18.64,3.73,14.91,USA,San Francisco,False,True,False
2408,1,ONLINE,2025-11-29,2025,11,29,27.83,0.0,27.83,USA,Chicago,False,True,False
2409,33,INSTORE,2024-08-28,2024,8,28,20.29,3.04,17.25,USA,New York,False,False,True
2410,94,INSTORE,2024-01-24,2024,1,24,28.97,4.35,24.62,UK,Manchester,True,False,False
2411,92,INSTORE,2025-02-11,2025,2,11,39.3,0.0,39.3,Canada,Toronto,True,False,False
2412,14,ONLINE,2025-02-26,2025,2,26,33.38,3.34,30.04,Germany,Munich,True,False,False
2413,40,INSTORE,2025-12-27,2025,12,27,15.03,0.75,14.28,USA,San Francisco,False,False,True
2414,94,INSTORE,2025-11-18,2025,11,18,29.48,0.0,29.48,UK,London,True,False,False
2415,20,INSTORE,2024-02-15,2024,2,15,15.74,2.36,13.38,USA,Chicago,False,False,True
2416,15,INSTORE,2024-02-18,2024,2,18,18.1,0.0,18.1,Canada,Montreal,False,True,False
2417,33,ONLINE,2025-07-11,2025,7,11,22.21,3.33,18.88,Germany,Munich,False,True,False
2418,4,INSTORE,2024-05-29,2024,5,29,40.25,6.04,34.21,Australia,Brisbane,False,False,True
2419,3,INSTORE,2025-08-17,2025,8,17,22.36,1.12,21.24,Germany,Berlin,False,True,False
2420,96,INSTORE,2025-11-19,2025,11,19,18.58,1.86,16.72,UK,London,False,False,True
2421,12,INSTORE,2024-03-29,2024,3,29,34.8,0.0,34.8,UK,Manchester,True,False,False
2422,40,ONLINE,2025-07-06,2025,7,6,32.57,0.0,32.57,Germany,Munich,True,False,False
2423,57,ONLINE,2024-12-15,2024,12,15,19.5,0.0,19.5,Canada,Montreal,False,False,True
2424,86,ONLINE,2025-03-05,2025,3,5,17.9,1.79,16.11,Germany,Berlin,False,False,True
2425,67,ONLINE,2025-08-12,2025,8,12,17.63,1.76,15.87,Australia,Sydney,False,True,False
2426,6,INSTORE,2025-12-27,2025,12,27,22.63,0.0,22.63,Canada,Montreal,False,True,False
2427,64,INSTORE,2025-02-08,2025,2,8,40.76,4.08,36.68,UK,Bristol,True,False,False
2428,75,ONLINE,2024-04-18,2024,4,18,30.86,4.63,26.23,Germany,Hamburg,False,False,True
2429,77,ONLINE,2024-07-11,2024,7,11,26.47,5.29,21.18,Canada,Montreal,False,False,True
2430,71,INSTORE,2024-03-14,2024,3,14,26.77,5.35,21.42,Germany,Berlin,True,False,False
2431,70,ONLINE,2025-07-08,2025,7,8,39.24,0.0,39.24,UK,London,True,False,False
2432,63,ONLINE,2024-05-03,2024,5,3,25.76,5.15,20.61,USA,San Francisco,True,False,False
2433,51,ONLINE,2025-04-08,2025,4,8,27.95,0.0,27.95,USA,San Francisco,False,True,False
2434,18,INSTORE,2025-09-03,2025,9,3,23.12,1.16,21.96,USA,Chicago,False,True,False
2435,48,INSTORE,2025-03-14,2025,3,14,22.0,2.2,19.8,Canada,Vancouver,False,False,True
2436,44,ONLINE,2025-05-18,2025,5,18,21.19,0.0,21.19,USA,Chicago,False,True,False
2437,75,INSTORE,2025-12-18,2025,12,18,36.21,7.24,28.97,USA,San Francisco,False,True,False
2438,62,INSTORE,2025-12-06,2025,12,6,34.32,1.72,32.6,USA,San Francisco,False,False,True
2439,83,ONLINE,2025-05-14,2025,5,14,19.04,0.0,19.04,Germany,Berlin,False,True,False
2440,62,ONLINE,2024-09-08,2024,9,8,31.47,1.57,29.9,USA,New York,False,True,False
2441,71,ONLINE,2025-04-25,2025,4,25,19.85,0.0,19.85,Canada,Montreal,False,True,False
2442,27,INSTORE,2025-09-20,2025,9,20,40.54,0.0,40.54,Germany,Berlin,True,False,False
2443,86,INSTORE,2024-01-29,2024,1,29,30.66,3.07,27.59,Australia,Brisbane,True,False,False
2444,98,INSTORE,2025-12-14,2025,12,14,27.02,4.05,22.97,Germany,Munich,False,False,True
2445,99,INSTORE,2024-04-30,2024,4,30,31.39,1.57,29.82,UK,Bristol,True,False,False
2446,37,INSTORE,2024-10-24,2024,10,24,23.08,0.0,23.08,Canada,Toronto,False,True,False
2447,74,INSTORE,2025-05-08,2025,5,8,40.15,0.0,40.15,USA,New York,True,False,False
2448,50,INSTORE,2024-02-14,2024,2,14,26.98,0.0,26.98,Canada,Vancouver,True,False,False
2449,69,INSTORE,2024-08-22,2024,8,22,21.78,0.0,21.78,Australia,Melbourne,False,False,True
2450,20,ONLINE,2024-05-15,2024,5,15,14.48,0.72,13.76,Canada,Toronto,False,True,False
2451,40,INSTORE,2025-12-26,2025,12,26,15.48,1.55,13.93,Germany,Berlin,False,False,True
2452,89,INSTORE,2024-02-04,2024,2,4,25.67,2.57,23.1,Germany,Munich,False,True,False
2453,6,INSTORE,2024-03-30,2024,3,30,17.35,0.0,17.35,USA,New York,False,False,True
2454,10,ONLINE,2024-09-06,2024,9,6,32.43,0.0,32.43,Germany,Hamburg,True,False,False
2455,68,ONLINE,2024-07-10,2024,7,10,27.5,4.12,23.38,USA,Chicago,False,True,False
2456,13,INSTORE,2024-09-26,2024,9,26,35.77,7.15,28.62,UK,Bristol,True,False,False
2457,19,ONLINE,2024-04-28,2024,4,28,29.72,0.0,29.72,Australia,Melbourne,True,False,False
2458,21,INSTORE,2025-12-19,2025,12,19,38.03,0.0,38.03,UK,London,True,False,False
2459,67,INSTORE,2024-04-25,2024,4,25,19.6,1.96,17.64,Australia,Sydney,False,False,True
2460,26,ONLINE,2024-11-23,2024,11,23,23.04,4.61,18.43,UK,London,False,True,False
2461,47,INSTORE,2025-05-01,2025,5,1,29.67,0.0,29.67,Canada,Montreal,False,True,False
2462,56,ONLINE,2025-07-20,2025,7,20,39.63,5.94,33.69,Canada,Vancouver,True,False,False
2463,93,INSTORE,2024-03-10,2024,3,10,14.56,0.0,14.56,Australia,Sydney,False,False,True
2464,95,INSTORE,2025-10-03,2025,10,3,15.78,0.0,15.78,Canada,Toronto,False,False,True
2465,9,INSTORE,2024-03-02,2024,3,2,48.41,9.68,38.73,UK,Manchester,True,False,False
2466,95,INSTORE,2024-07-16,2024,7,16,24.45,1.22,23.23,Germany,Berlin,False,True,False
2467,50,INSTORE,2025-09-21,2025,9,21,11.82,2.36,9.46,Canada,Vancouver,False,False,True
2468,25,INSTORE,2025-06-17,2025,6,17,19.58,3.92,15.66,Canada,Montreal,False,True,False
2469,55,INSTORE,2024-02-01,2024,2,1,34.0,3.4,30.6,Germany,Hamburg,True,False,False
2470,84,INSTORE,2024-02-10,2024,2,10,43.04,2.15,40.89,Canada,Montreal,False,True,False
2471,68,INSTORE,2024-12-15,2024,12,15,25.86,2.59,23.27,Germany,Hamburg,False,False,True
2472,37,INSTORE,2025-06-07,2025,6,7,27.7,5.54,22.16,UK,Manchester,False,True,False
2473,34,ONLINE,2025-09-11,2025,9,11,40.27,0.0,40.27,Australia,Brisbane,False,True,False
2474,51,ONLINE,2025-06-29,2025,6,29,24.96,3.74,21.22,Germany,Munich,False,True,False
2475,45,ONLINE,2025-08-31,2025,8,31,18.67,0.0,18.67,UK,Manchester,False,True,False
2476,38,INSTORE,2024-12-22,2024,12,22,55.09,11.02,44.07,Australia,Sydney,True,False,False
2477,24,INSTORE,2025-02-25,2025,2,25,26.99,2.7,24.29,Australia,Brisbane,False,True,False
2478,56,INSTORE,2024-05-22,2024,5,22,42.7,6.41,36.29,Canada,Montreal,True,False,False
2479,8,ONLINE,2024-11-24,2024,11,24,18.06,1.81,16.25,Australia,Brisbane,False,True,False
2480,7,ONLINE,2024-10-25,2024,10,25,27.52,2.75,24.77,Canada,Toronto,True,False,False
2481,45,INSTORE,2025-05-23,2025,5,23,28.17,1.41,26.76,Canada,Montreal,True,False,False
2482,85,INSTORE,2025-04-15,2025,4,15,37.28,0.0,37.28,UK,Bristol,True,False,False
2483,26,INSTORE,2025-01-20,2025,1,20,37.88,0.0,37.88,UK,London,True,False,False
2484,65,INSTORE,2025-04-10,2025,4,10,21.81,2.18,19.63,UK,Manchester,False,False,True
2485,97,INSTORE,2024-02-22,2024,2,22,38.29,1.91,36.38,Canada,Vancouver,False,False,True
2486,70,INSTORE,2025-03-23,2025,3,23,31.39,0.0,31.39,USA,San Francisco,False,True,False
2487,19,ONLINE,2025-01-05,2025,1,5,30.15,6.03,24.12,Canada,Toronto,True,False,False
2488,16,INSTORE,2025-07-15,2025,7,15,53.4,10.68,42.72,UK,London,True,False,False
2489,35,ONLINE,2024-02-10,2024,2,10,28.06,0.0,28.06,Germany,Berlin,True,False,False
2490,32,INSTORE,2024-10-10,2024,10,10,23.28,0.0,23.28,Australia,Brisbane,False,True,False
2491,15,INSTORE,2025-09-10,2025,9,10,13.47,0.0,13.47,Canada,Montreal,False,False,True
2492,62,INSTORE,2025-07-20,2025,7,20,44.98,0.0,44.98,Canada,Toronto,True,False,False
2493,2,ONLINE,2025-09-23,2025,9,23,36.92,0.0,36.92,Canada,Montreal,True,False,False
2494,96,ONLINE,2025-05-12,2025,5,12,37.18,0.0,37.18,Australia,Melbourne,True,False,False
2495,61,ONLINE,2025-04-15,2025,4,15,25.24,0.0,25.24,Canada,Toronto,True,False,False
2496,89,INSTORE,2024-09-01,2024,9,1,29.29,2.93,26.36,USA,New York,False,True,False
2497,50,ONLINE,2024-08-25,2024,8,25,25.39,1.27,24.12,Germany,Berlin,True,False,False
2498,92,INSTORE,2025-01-28,2025,1,28,36.88,3.69,33.19,Germany,Berlin,True,False,False
2499,91,INSTORE,2025-05-18,2025,5,18,20.24,0.0,20.24,Canada,Montreal,False,False,True
2500,62,INSTORE,2025-06-03,2025,6,3,37.25,3.73,33.52,USA,San Francisco,False,True,False
2501,85,ONLINE,2025-12-21,2025,12,21,19.26,3.85,15.41,UK,London,False,False,True
2502,99,ONLINE,2024-07-31,2024,7,31,23.13,0.0,23.13,Canada,Vancouver,False,True,False
2503,41,ONLINE,2024-10-24,2024,10,24,17.27,1.73,15.54,UK,London,False,True,False
2504,73,ONLINE,2025-07-30,2025,7,30,12.65,1.9,10.75,USA,Chicago,False,False,True
2505,36,INSTORE,2024-01-23,2024,1,23,37.11,0.0,37.11,Germany,Hamburg,False,False,True
2506,96,INSTORE,2025-05-17,2025,5,17,19.68,0.98,18.7,Germany,Berlin,False,False,True
2507,4,INSTORE,2024-09-18,2024,9,18,59.99,0.0,59.99,USA,San Francisco,True,False,False
2508,12,ONLINE,2024-06-10,2024,6,10,33.74,6.75,26.99,UK,Manchester,True,False,False
2509,70,ONLINE,2025-06-27,2025,6,27,35.03,1.75,33.28,Australia,Brisbane,True,False,False
2510,14,ONLINE,2024-04-02,2024,4,2,27.09,2.71,24.38,USA,New York,True,False,False
2511,96,INSTORE,2024-03-22,2024,3,22,26.56,0.0,26.56,USA,San Francisco,False,True,False
2512,27,ONLINE,2024-10-12,2024,10,12,37.2,1.86,35.34,Canada,Vancouver,True,False,False
2513,78,ONLINE,2024-03-09,2024,3,9,39.21,3.92,35.29,Canada,Montreal,True,False,False
2514,2,INSTORE,2024-06-29,2024,6,29,24.94,1.25,23.69,Australia,Brisbane,False,False,True
2515,70,ONLINE,2024-01-18,2024,1,18,23.72,3.56,20.16,Canada,Toronto,False,False,True
2516,6,ONLINE,2024-10-02,2024,10,2,16.72,0.0,16.72,USA,New York,False,False,True
2517,45,ONLINE,2024-07-02,2024,7,2,14.19,0.0,14.19,Australia,Melbourne,False,False,True
2518,22,INSTORE,2024-06-24,2024,6,24,8.62,1.72,6.9,USA,San Francisco,False,False,True
2519,35,INSTORE,2024-02-28,2024,2,28,28.99,0.0,28.99,Australia,Brisbane,True,False,False
2520,91,ONLINE,2024-05-15,2024,5,15,15.13,3.03,12.1,Germany,Berlin,False,False,True
2521,49,ONLINE,2025-04-18,2025,4,18,42.39,0.0,42.39,Australia,Melbourne,False,True,False
2522,81,ONLINE,2025-10-17,2025,10,17,36.57,1.83,34.74,Canada,Toronto,True,False,False
2523,59,INSTORE,2025-04-16,2025,4,16,19.31,3.86,15.45,USA,San Francisco,False,False,True
2524,46,INSTORE,2025-02-17,2025,2,17,16.81,1.68,15.13,Australia,Brisbane,False,False,True
2525,34,INSTORE,2025-02-18,2025,2,18,41.53,2.08,39.45,Australia,Brisbane,False,False,True
2526,75,ONLINE,2024-05-09,2024,5,9,46.06,0.0,46.06,Australia,Melbourne,True,False,False
2527,13,INSTORE,2025-09-10,2025,9,10,23.42,1.17,22.25,UK,London,False,True,False
2528,7,INSTORE,2024-11-18,2024,11,18,28.84,5.77,23.07,UK,London,True,False,False
2529,89,ONLINE,2025-10-15,2025,10,15,30.52,6.1,24.42,Canada,Vancouver,False,True,False
2530,37,INSTORE,2024-11-05,2024,11,5,30.01,0.0,30.01,Canada,Montreal,True,False,False
2531,85,INSTORE,2024-09-15,2024,9,15,24.54,1.23,23.31,Canada,Vancouver,False,True,False
2532,85,ONLINE,2025-04-19,2025,4,19,19.96,0.0,19.96,UK,London,False,True,False
2533,81,INSTORE,2024-04-13,2024,4,13,22.72,0.0,22.72,Canada,Montreal,False,True,False
2534,29,INSTORE,2025-10-31,2025,10,31,31.48,3.15,28.33,Germany,Munich,True,False,False
2535,3,INSTORE,2025-07-18,2025,7,18,30.58,6.12,24.46,UK,Bristol,True,False,False
2536,49,ONLINE,2024-12-05,2024,12,5,41.35,4.14,37.21,USA,San Francisco,False,True,False
2537,26,INSTORE,2024-05-29,2024,5,29,35.65,0.0,35.65,USA,New York,True,False,False
2538,48,INSTORE,2025-06-17,2025,6,17,37.52,1.88,35.64,Canada,Montreal,True,False,False
2539,48,INSTORE,2025-04-16,2025,4,16,18.76,0.0,18.76,UK,Bristol,False,False,True
2540,49,ONLINE,2025-06-13,2025,6,13,42.12,8.42,33.7,UK,London,False,True,False
2541,39,ONLINE,2024-02-07,2024,2,7,29.44,5.89,23.55,Germany,Hamburg,True,False,False
2542,73,INSTORE,2025-03-26,2025,3,26,26.73,0.0,26.73,UK,Bristol,True,False,False
2543,90,INSTORE,2025-01-28,2025,1,28,22.02,0.0,22.02,USA,Chicago,False,True,False
2544,89,ONLINE,2024-01-13,2024,1,13,35.32,1.77,33.55,USA,San Francisco,True,False,False
2545,89,INSTORE,2024-06-04,2024,6,4,28.84,2.88,25.96,Canada,Vancouver,False,False,True
2546,50,ONLINE,2024-03-08,2024,3,8,26.95,0.0,26.95,Canada,Toronto,True,False,False
2547,69,ONLINE,2025-04-24,2025,4,24,18.97,0.95,18.02,USA,New York,False,False,True
2548,24,INSTORE,2025-04-15,2025,4,15,22.26,3.34,18.92,USA,Chicago,False,False,True
2549,54,INSTORE,2025-08-13,2025,8,13,20.75,3.11,17.64,Germany,Munich,False,False,True
