customer_id,country,age,gender,signup_year
1115,Mexico,32,F,2021
1116,USA,45,M,2022
1117,USA,26,F,2022
1118,France,42,F,2022
1119,USA,27,M,2021
1120,Mexico,40,F,2022
1121,Germany,38,F,2022
1122,USA,23,F,2025
1123,France,48,M,2018
1124,USA,28,F,2023
1125,USA,36,F,2020
1126,UK,27,F,2021
1127,Canada,60,F,2022
1128,Germany,38,F,2024
1129,UK,47,M,2025
1130,Mexico,64,F,2022
1131,Mexico,38,F,2020
1132,Canada,22,M,2024
1133,USA,65,M,2020
1134,Germany,28,F,2022
1135,Mexico,41,F,2024
1136,USA,58,F,2022
1137,Canada,34,M,2023
1138,USA,26,F,2019
1139,USA,38,F,2018
1140,Germany,69,F,2025
1141,USA,25,F,2019
1142,France,18,F,2021
1143,France,60,F,2022
1144,France,39,M,2021
1145,USA,49,M,2018
1146,USA,47,M,2020
1147,Germany,83,M,2022
1148,France,35,F,2022
1149,Canada,46,M,2024
1150,Mexico,46,M,2021
1151,USA,76,M,2025
1152,France,51,M,2021
1153,USA,42,F,2021
1154,USA,28,F,2025
1155,Canada,27,F,2024
1156,USA,39,F,2021
1157,USA,44,F,2022
1158,USA,41,F,2024
1159,USA,26,F,2018
1160,France,54,M,2021
1161,USA,42,M,2022
1162,UK,26,M,2024
1163,France,65,F,2023
1164,USA,24,M,2022
1165,USA,60,M,2025
1166,France,66,M,2019
1167,France,50,M,2024
1168,Canada,23,F,2019
1169,France,79,F,2024
1170,USA,54,M,2022
1171,USA,27,Nonbinary,2020
1172,Germany,35,F,2022
1173,USA,68,F,2024
1174,Germany,76,F,2022
1175,Canada,34,F,2017
1176,Germany,59,Nonbinary,2018
1177,Canada,25,M,2023
1178,USA,24,F,2023
1179,USA,19,F,2022
1180,USA,40,F,2020
1181,Germany,35,F,2023
1182,USA,52,M,2021
1183,USA,40,M,2018
1184,USA,22,M,2022
1185,USA,39,F,2022
1186,France,41,M,2025
1187,USA,44,M,2023
1188,Mexico,26,F,2020
1189,USA,34,M,2024
1190,UK,29,M,2021
1191,Canada,35,M,2025
1192,USA,33,F,2021
1193,France,36,F,2025
1194,Mexico,27,M,2024
1195,France,41,F,2024
1196,USA,44,F,2017
1197,USA,67,M,2024
1198,UK,67,F,2024
1199,USA,26,F,2021
1200,Germany,24,Nonbinary,2022
1201,UK,35,M,2023
1202,UK,22,M,2025
1203,France,28,M,2024
1204,Germany,54,F,2022
1205,USA,41,F,2023
1206,USA,71,M,2020
1207,UK,73,F,2022
1208,Canada,22,F,2024
1209,USA,24,F,2023
1210,USA,33,M,2024
1211,Germany,35,F,2022
1212,France,31,M,2021
1213,UK,23,F,2024
1214,USA,46,M,2018
1215,USA,41,F,2025
1216,Canada,63,F,2025
1217,USA,34,M,2025
1218,UK,68,M,2025
1219,Germany,39,F,2022
1220,USA,57,F,2022
1221,USA,22,F,2024
1222,USA,68,F,2021
1223,Mexico,29,M,2024
1224,UK,29,F,2020
1225,USA,26,M,2024
1226,Mexico,24,F,2022
1227,Canada,45,M,2024
1228,Canada,30,F,2022
1229,Mexico,59,F,2023
1230,USA,69,F,2025
1231,USA,29,M,2022
1232,UK,38,M,2020
1233,USA,24,M,2018
1234,Germany,57,F,2023
1235,USA,26,F,2023
1236,USA,23,F,2023
1237,USA,51,F,2017
1238,USA,38,M,2017
1239,USA,22,M,2025
1240,USA,34,M,2023
1241,France,26,M,2019
1242,USA,35,F,2018
1243,USA,39,F,2019
1244,USA,60,M,2024
1245,USA,30,F,2024
1246,USA,34,F,2023
1247,UK,22,M,2023
1248,USA,36,M,2024
1249,Mexico,22,M,2021
1250,Mexico,48,F,2021
1251,USA,61,M,2022
1252,USA,35,F,2025
1253,USA,41,F,2023
1254,UK,44,F,2022
1255,USA,31,M,2024
1256,France,32,M,2019
1257,Germany,51,M,2022
1258,France,48,F,2023
1259,Canada,62,M,2025
1260,Mexico,32,F,2019
1261,USA,27,M,2022
1262,USA,39,F,2025
1263,USA,69,F,2024
1264,Mexico,24,M,2023
1265,UK,40,F,2020
1266,France,38,M,2020
1267,USA,69,F,2021
1268,Mexico,22,M,2020
1269,Canada,40,F,2024
1270,Canada,52,F,2024
1271,Mexico,51,F,2024
1272,USA,41,F,2019
1273,USA,31,M,2021
1274,UK,78,F,2024
1275,USA,43,F,2019
1276,USA,55,M,2019
1277,USA,43,F,2021
1278,USA,22,M,2020
1279,France,56,M,2018
1280,UK,29,F,2021
1281,USA,39,M,2024
1282,USA,24,F,2018
1283,USA,29,F,2023
1284,UK,43,F,2023
1285,Mexico,59,M,2022
1286,Mexico,54,M,2022
1287,USA,55,M,2017
1288,USA,68,M,2017
1289,Canada,41,F,2022
1290,UK,43,M,2025
1291,Canada,62,M,2022
1292,UK,26,M,2022
1293,UK,38,M,2025
1294,USA,50,Nonbinary,2024
1295,USA,52,F,2024
1296,USA,28,M,2022
1297,USA,22,M,2025
1298,USA,57,M,2023
1299,Germany,48,F,2023
1300,USA,42,M,2024
1301,USA,44,F,2022
1302,UK,58,M,2025
1303,Germany,38,M,2025
1304,USA,51,F,2023
1305,France,27,M,2020
1306,Mexico,58,F,2024
1307,UK,29,M,2021
1308,Germany,27,M,2023
1309,USA,27,F,2018
1310,Mexico,37,M,2024
1311,USA,42,F,2025
1312,Mexico,41,M,2018
1313,UK,27,M,2024
1314,USA,24,F,2024
1315,USA,26,M,2018
1316,Germany,28,M,2020
1317,UK,45,M,2022
1318,USA,24,M,2024
1319,Germany,71,M,2022
1320,France,61,M,2019
1321,Canada,34,F,2020
1322,Canada,29,F,2022
1323,USA,28,M,2017
1324,France,37,F,2023
1325,USA,34,M,2017
1326,France,23,F,2024
1327,USA,45,M,2024
1328,UK,27,M,2024
1329,USA,23,F,2019
1330,USA,71,F,2023
1331,France,24,F,2024
1332,Canada,22,M,2022
1333,Canada,36,M,2019
1334,Mexico,26,F,2018
1335,Mexico,46,M,2023
1336,France,70,F,2022
1337,USA,39,F,2025
1338,UK,41,F,2024
1339,France,38,F,2024
1340,USA,33,M,2025
1341,USA,39,M,2023
1342,France,56,M,2018
1343,Canada,31,M,2018
1344,UK,41,F,2024
1345,Mexico,27,F,2021
1346,UK,34,M,2025
1347,USA,41,M,2019
1348,USA,42,M,2020
1349,USA,25,M,2024
1350,USA,25,M,2024
1351,France,59,M,2024
1352,France,33,M,2018
1353,USA,33,M,2021
1354,USA,34,F,2023
1355,France,32,F,2025
1356,USA,69,M,2020
1357,Canada,71,F,2023
1358,Canada,59,M,2019
1359,Germany,41,M,2024
1360,USA,20,F,2019
1361,Germany,32,F,2025
1362,USA,33,M,2018
1363,UK,31,M,2023
1364,USA,45,F,2024
1365,Canada,22,M,2020
1366,Canada,22,F,2020
1367,USA,64,F,2023
1368,USA,39,F,2023
1369,USA,27,M,2024
1370,USA,46,M,2023
1371,USA,50,M,2019
1372,Mexico,29,F,2025
1373,USA,38,Nonbinary,2019
1374,France,38,M,2023
1375,Mexico,35,F,2025
1376,USA,30,F,2025
1377,UK,42,F,2019
1378,France,37,M,2020
1379,UK,20,F,2023
1380,USA,39,F,2021
1381,USA,33,M,2024
1382,USA,42,M,2022
1383,Canada,41,M,2020
1384,Mexico,36,M,2022
1385,Mexico,39,F,2023
1386,USA,26,M,2024
1387,Germany,72,F,2021
1388,USA,39,F,2018
1389,Mexico,64,Nonbinary,2021
1390,USA,24,F,2023
1391,Mexico,55,F,2024
1392,France,61,M,2024
1393,USA,65,F,2025
1394,USA,38,F,2022
1395,France,25,M,2025
1396,USA,19,M,2020
1397,Canada,60,M,2023
1398,Mexico,37,F,2022
1399,UK,23,M,2024
1400,USA,27,M,2024
1401,Canada,49,F,2021
1402,USA,68,F,2025
1403,Mexico,40,F,2025
1404,USA,43,M,2025
1405,USA,26,F,2022
1406,USA,39,M,2025
1407,Mexico,72,M,2024
1408,USA,22,F,2023
1409,France,37,M,2022
1410,Germany,60,F,2024
1411,France,23,F,2024
1412,Mexico,33,M,2023
1413,France,34,F,2025
1414,Mexico,50,M,2020
1415,USA,26,M,2023
1416,France,23,F,2021
1417,UK,47,F,2022
1418,UK,40,F,2021
1419,Mexico,24,M,2021
1420,Mexico,40,M,2021
1421,Germany,37,F,2018
1422,Canada,27,M,2017
1423,Canada,59,M,2024
1424,USA,27,M,2021
1425,USA,37,F,2017
1426,USA,47,F,2018
1427,USA,50,F,2020
1428,USA,31,F,2017
1429,France,61,F,2025
1430,Canada,79,F,2023
1431,Mexico,52,F,2022
1432,UK,72,F,2022
1433,USA,30,F,2019
1434,USA,22,M,2023
1435,USA,48,M,2025
1436,Mexico,32,F,2019
1437,USA,65,M,2019
1438,Canada,20,F,2023
1439,Mexico,47,M,2019
1440,Mexico,26,M,2019
1441,USA,27,M,2023
1442,USA,41,M,2023
1443,USA,33,M,2020
1444,USA,39,M,2024
1445,USA,66,F,2018
1446,UK,62,F,2021
1447,Mexico,36,M,2024
1448,Canada,62,F,2023
1449,UK,19,M,2023
1450,USA,26,M,2023
1451,France,31,F,2023
1452,UK,33,F,2024
1453,France,56,M,2023
1454,Mexico,59,F,2022
1455,USA,36,M,2024
1456,USA,37,M,2020
1457,USA,36,F,2024
1458,USA,30,M,2021
1459,Mexico,65,M,2022
1460,USA,37,M,2024
1461,France,40,F,2023
1462,UK,67,M,2018
1463,USA,21,M,2022
1464,USA,45,F,2024
1465,UK,37,M,2025
1466,Germany,31,M,2022
1467,USA,65,F,2018
1468,USA,41,M,2021
1469,Germany,53,M,2022
1470,USA,52,M,2018
1471,Mexico,23,F,2024
1472,USA,38,M,2022
1473,USA,32,Nonbinary,2022
1474,Canada,68,M,2022
1475,Canada,24,F,2017
1476,Canada,38,F,2022
1477,USA,73,M,2022
1478,Mexico,21,F,2021
1479,Canada,52,F,2023
1480,Canada,69,F,2022
1481,USA,51,M,2023
1482,USA,46,F,2025
1483,UK,48,M,2021
1484,USA,67,M,2022
1485,UK,60,Nonbinary,2024
1486,USA,63,M,2021
1487,Mexico,33,F,2022
1488,Canada,23,M,2024
1489,Mexico,49,F,2023
1490,Canada,39,Nonbinary,2025
1491,USA,32,F,2022
1492,France,58,M,2022
1493,UK,63,M,2017
1494,France,20,F,2020
1495,USA,38,M,2022
1496,UK,24,F,2020
1497,France,31,F,2022
1498,UK,29,F,2021
1499,USA,18,F,2017
1500,Germany,55,M,2022
1501,Germany,40,M,2023
1502,Mexico,57,F,2021
1503,USA,25,M,2024
1504,USA,37,M,2019
1505,France,26,M,2018
1506,Canada,73,F,2025
1507,Germany,57,M,2025
1508,Canada,55,F,2022
1509,USA,25,M,2022
1510,Germany,52,M,2024
1511,USA,24,M,2022
1512,USA,66,F,2019
1513,UK,36,F,2019
1514,Germany,23,M,2019
1515,Mexico,38,F,2024
1516,USA,31,F,2023
1517,USA,75,M,2021
1518,Mexico,71,M,2019
1519,USA,26,F,2019
1520,USA,64,F,2024
1521,USA,35,M,2025
1522,Canada,27,F,2022
1523,Mexico,27,F,2024
1524,France,73,F,2021
1525,Germany,58,F,2023
1526,USA,63,Nonbinary,2022
1527,USA,34,F,2018
1528,Canada,46,F,2022
1529,USA,48,M,2024
1530,USA,35,F,2018
1531,USA,57,F,2022
1532,USA,53,Nonbinary,2024
1533,UK,41,M,2024
1534,Germany,35,F,2022
1535,USA,27,F,2019
1536,Canada,43,F,2024
1537,France,24,F,2019
1538,Germany,26,M,2021
1539,France,53,M,2019
1540,Canada,33,M,2022
1541,France,22,M,2023
1542,USA,23,F,2024
1543,USA,29,M,2022
1544,USA,65,M,2025
1545,Canada,63,F,2023
1546,USA,43,M,2023
1547,USA,42,F,2019
1548,Germany,63,M,2020
1549,USA,19,M,2023
1550,USA,47,F,2024
1551,USA,27,M,2020
1552,USA,23,F,2022
1553,USA,54,M,2021
1554,USA,55,F,2022
1555,USA,23,F,2020
1556,France,62,F,2019
1557,Mexico,23,M,2021
1558,Canada,34,F,2024
1559,UK,21,M,2024
1560,France,26,F,2018
1561,Mexico,29,F,2018
1562,UK,41,F,2022
1563,Mexico,42,F,2021
1564,Mexico,65,M,2024
1565,France,41,F,2022
1566,Canada,27,M,2024
1567,USA,28,M,2018
1568,USA,23,M,2025
1569,Canada,33,M,2024
1570,Canada,22,M,2024
1571,USA,33,M,2025
1572,UK,33,M,2022
1573,UK,39,M,2019
1574,France,26,M,2022
1575,USA,54,F,2024
1576,USA,60,M,2024
1577,France,61,F,2022
1578,France,32,M,2024
1579,Mexico,37,M,2020
1580,France,22,M,2020
1581,Mexico,44,M,2023
1582,USA,63,M,2022
1583,USA,52,M,2019
1584,USA,67,F,2024
1585,UK,34,F,2022
1586,Mexico,23,F,2022
1587,USA,43,F,2020
1588,UK,38,M,2020
1589,USA,65,M,2023
1590,USA,71,M,2024
1591,USA,54,F,2019
1592,USA,45,M,2024
1593,Mexico,23,F,2024
1594,USA,30,M,2024
1595,France,46,Nonbinary,2023
1596,Germany,45,F,2021
1597,USA,24,F,2024
1598,USA,38,F,2022
1599,France,34,F,2020
1600,USA,30,F,2022
1601,Mexico,34,F,2022
1602,USA,22,F,2022
1603,Germany,30,F,2025
1604,France,28,F,2022
1605,USA,25,M,2021
1606,USA,22,F,2025
1607,Mexico,28,M,2020
1608,USA,72,F,2017
1609,USA,26,F,2024
1610,USA,25,F,2025
1611,USA,23,M,2023
1612,France,30,F,2022
1613,France,20,M,2022
1614,USA,35,F,2024
1615,France,62,Nonbinary,2025
1616,USA,22,F,2018
1617,USA,50,F,2024
1618,UK,38,M,2023
1619,Mexico,33,F,2017
1620,USA,42,F,2018
1621,USA,41,M,2017
1622,Canada,29,F,2025
1623,France,69,F,2022
1624,USA,66,F,2023
1625,USA,39,F,2017
1626,Germany,57,M,2024
1627,USA,69,M,2022
1628,USA,61,M,2025
1629,USA,41,F,2022
1630,USA,53,M,2024
1631,Canada,26,M,2023
1632,France,36,F,2022
1633,UK,36,M,2025
1634,Germany,42,M,2022
1635,Mexico,67,M,2025
1636,USA,45,F,2017
1637,USA,63,F,2023
1638,Mexico,25,M,2025
1639,USA,47,M,2025
1640,Germany,29,F,2022
1641,Germany,29,F,2022
1642,USA,46,M,2024
1643,Canada,46,F,2021
1644,USA,26,F,2025
1645,USA,28,M,2020
1646,Canada,28,F,2018
1647,USA,67,F,2024
1648,France,26,F,2022
1649,Mexico,32,M,2021
1650,France,33,F,2021
1651,USA,39,M,2025
1652,USA,34,Nonbinary,2023
1653,USA,31,M,2025
1654,USA,24,M,2021
1655,Mexico,29,M,2022
1656,USA,28,F,2020
1657,USA,68,M,2022
1658,France,24,M,2018
1659,USA,37,M,2017
1660,USA,56,F,2022
1661,USA,62,F,2024
1662,UK,22,M,2022
1663,France,53,F,2022
1664,USA,25,M,2022
1665,Mexico,25,F,2022
1666,France,30,M,2024
1667,France,34,M,2024
1668,USA,42,F,2024
1669,USA,25,F,2020
1670,France,22,M,2022
1671,USA,65,F,2024
1672,UK,22,F,2025
1673,Germany,56,M,2022
1674,USA,29,F,2022
1675,France,24,M,2024
1676,Mexico,34,F,2025
1677,Germany,23,F,2022
1678,Canada,30,M,2019
1679,France,52,F,2024
1680,Canada,60,F,2023
1681,Germany,27,M,2019
1682,France,27,M,2021
1683,Germany,26,M,2023
1684,USA,31,M,2024
1685,USA,32,F,2024
1686,USA,19,F,2019
1687,Canada,28,M,2020
1688,Canada,30,M,2024
1689,UK,75,M,2019
1690,USA,35,F,2022
1691,France,23,F,2022
1692,Mexico,68,F,2021
1693,USA,25,M,2024
1694,Germany,44,M,2018
1695,Germany,68,F,2024
1696,Canada,23,F,2023
1697,USA,61,F,2022
1698,France,31,F,2024
1699,Mexico,70,M,2020
1700,Germany,49,M,2024
1701,Mexico,61,F,2020
1702,Mexico,44,M,2025
1703,USA,22,Nonbinary,2017
1704,UK,47,F,2023
1705,Canada,41,F,2019
1706,Mexico,30,M,2022
1707,USA,26,F,2019
1708,USA,28,M,2020
1709,France,49,M,2018
1710,USA,27,F,2017
1711,France,41,F,2023
1712,USA,28,M,2022
1713,Mexico,46,F,2017
1714,Mexico,48,M,2025
1715,USA,31,M,2023
1716,France,21,M,2020
1717,USA,34,M,2022
1718,UK,25,M,2022
1719,UK,33,M,2023
1720,France,29,F,2024
1721,USA,49,F,2023
1722,USA,40,F,2025
1723,Germany,62,F,2024
1724,UK,25,F,2025
1725,Canada,26,F,2023
1726,USA,65,F,2023
1727,USA,25,F,2024
1728,France,73,F,2024
1729,USA,33,M,2017
1730,USA,57,M,2019
1731,Mexico,41,M,2020
1732,USA,37,M,2021
1733,Germany,32,M,2025
1734,USA,33,M,2024
1735,France,25,F,2019
1736,Germany,40,Nonbinary,2022
1737,Mexico,36,F,2020
1738,USA,59,M,2024
1739,Canada,39,M,2025
1740,France,33,F,2019
1741,USA,56,M,2022
1742,USA,28,F,2025
1743,USA,26,F,2023
1744,Mexico,64,F,2024
1745,Germany,25,F,2021
1746,UK,30,F,2020
1747,Germany,19,M,2023
1748,Canada,46,M,2019
1749,Canada,29,F,2024
1750,Canada,76,M,2024
1751,UK,49,F,2021
1752,USA,66,F,2022
1753,Mexico,57,M,2024
1754,France,71,M,2025
1755,USA,51,F,2021
1756,UK,55,F,2024
1757,USA,28,M,2020
1758,Mexico,41,M,2025
1759,Mexico,47,F,2023
1760,Mexico,70,F,2019
1761,USA,27,F,2024
1762,USA,76,M,2024
1763,USA,36,M,2024
1764,USA,23,M,2021
1765,USA,35,F,2024
1766,USA,42,M,2024
1767,Mexico,25,M,2021
1768,USA,72,F,2020
1769,USA,23,M,2025
1770,France,43,F,2023
1771,UK,71,F,2022
1772,France,74,M,2024
1773,UK,29,F,2019
1774,Mexico,35,Nonbinary,2024
1775,UK,38,M,2022
1776,Canada,58,F,2017
1777,Germany,42,F,2025
1778,Canada,42,M,2024
1779,USA,41,F,2020
1780,Canada,24,M,2025
1781,USA,50,F,2025
1782,France,63,F,2024
1783,USA,49,M,2019
1784,USA,23,F,2020
1785,USA,21,M,2024
1786,France,39,M,2025
1787,USA,67,F,2020
1788,Germany,43,M,2022
1789,France,22,M,2019
1790,USA,36,M,2022
1791,France,33,F,2023
1792,USA,23,F,2017
1793,USA,47,M,2023
1794,Germany,65,M,2023
1795,Mexico,34,M,2022
1796,USA,30,M,2025
1797,UK,71,M,2019
1798,USA,29,F,2018
1799,UK,70,M,2022
1800,UK,29,F,2022
1801,UK,26,F,2020
1802,UK,68,M,2025
1803,USA,20,M,2020
1804,Germany,37,F,2021
1805,Germany,26,M,2024
1806,Germany,38,M,2025
1807,USA,28,M,2022
1808,Canada,36,M,2017
1809,USA,26,F,2021
1810,USA,48,M,2020
1811,USA,77,F,2022
1812,Canada,29,F,2023
1813,Germany,45,F,2022
1814,USA,64,F,2022
1815,France,43,M,2024
1816,UK,28,F,2020
1817,France,50,M,2020
1818,Canada,62,F,2024
1819,Canada,29,F,2017
1820,UK,29,M,2019
1821,Mexico,27,M,2017
1822,Canada,37,M,2023
1823,Canada,26,M,2023
1824,UK,34,F,2022
1825,Germany,41,M,2022
1826,USA,30,M,2022
1827,Canada,46,F,2020
1828,Canada,31,M,2024
1829,Mexico,22,M,2025
1830,Canada,29,M,2022
1831,Canada,30,M,2021
1832,Mexico,29,M,2024
1833,Canada,63,F,2020
1834,USA,26,Nonbinary,2021
1835,USA,27,F,2025
1836,USA,30,F,2020
1837,USA,63,F,2019
1838,USA,29,M,2022
1839,France,66,Nonbinary,2023
1840,Germany,36,M,2023
1841,USA,40,M,2019
1842,UK,22,Nonbinary,2024
1843,USA,22,M,2020
1844,Mexico,24,F,2025
1845,USA,43,M,2020
1846,UK,24,F,2017
1847,USA,34,F,2023
1848,UK,39,F,2020
1849,USA,72,F,2023
1850,Germany,23,M,2020
1851,USA,66,Nonbinary,2022
1852,Mexico,30,F,2019
1853,Canada,61,M,2022
1854,Germany,39,F,2019
1855,France,74,F,2021
1856,Mexico,29,F,2020
1857,USA,36,F,2024
1858,USA,77,F,2024
1859,USA,22,F,2019
1860,USA,63,F,2018
1861,UK,27,F,2017
1862,Mexico,42,M,2020
1863,Mexico,43,F,2022
1864,Canada,53,F,2022
1865,UK,40,M,2025
1866,France,60,F,2024
1867,Mexico,68,M,2018
1868,USA,42,F,2019
1869,Canada,79,M,2017
1870,France,50,M,2019
1871,USA,20,M,2022
1872,USA,35,M,2018
1873,Mexico,40,F,2018
1874,Mexico,75,F,2019
1875,Mexico,54,F,2023
1876,France,25,M,2017
1877,USA,34,F,2025
1878,USA,38,F,2021
1879,UK,26,M,2021
1880,UK,25,F,2022
1881,Canada,31,F,2022
1882,UK,36,M,2022
1883,USA,22,F,2022
1884,Germany,38,M,2021
1885,USA,27,M,2021
1886,USA,51,M,2017
1887,USA,22,F,2023
1888,USA,42,F,2023
1889,France,43,M,2023
1890,Canada,44,M,2025
1891,USA,36,M,2022
1892,Germany,70,F,2025
1893,UK,47,F,2022
1894,USA,24,F,2022
1895,USA,41,F,2023
1896,USA,38,F,2020
1897,UK,23,M,2020
1898,USA,28,F,2022
1899,USA,34,M,2018
1900,USA,63,M,2020
1901,UK,28,F,2024
1902,USA,44,M,2022
1903,France,47,M,2017
1904,USA,25,F,2018
1905,UK,25,F,2025
1906,Canada,24,M,2025
1907,Canada,39,M,2023
1908,USA,44,M,2020
1909,France,42,Nonbinary,2021
1910,Mexico,39,F,2021
1911,USA,63,M,2024
1912,USA,71,M,2022
1913,Mexico,36,M,2024
1914,UK,21,M,2021
1915,USA,67,M,2024
1916,USA,57,M,2022
1917,UK,42,F,2022
1918,Germany,69,M,2022
1919,UK,34,F,2023
1920,Mexico,35,M,2025
1921,Canada,48,M,2022
1922,USA,34,M,2025
1923,Canada,40,F,2022
1924,USA,22,M,2021
1925,USA,63,F,2021
1926,USA,27,F,2017
1927,USA,66,F,2024
1928,Germany,42,M,2018
1929,USA,41,F,2021
1930,USA,41,Nonbinary,2020
1931,UK,22,F,2024
1932,UK,35,M,2025
1933,France,34,M,2024
1934,France,63,M,2021
1935,Germany,45,M,2022
1936,USA,30,M,2020
1937,Canada,18,M,2025
1938,UK,23,M,2019
1939,USA,32,F,2025
1940,USA,67,F,2024
1941,USA,32,M,2023
1942,Canada,65,M,2024
1943,USA,36,M,2021
1944,USA,51,M,2021
1945,France,33,F,2021
1946,Mexico,44,M,2020
1947,USA,39,M,2024
1948,Mexico,48,M,2022
1949,USA,54,M,2025
1950,Mexico,66,M,2024
1951,Mexico,25,M,2019
1952,USA,21,M,2020
1953,France,28,F,2022
1954,Mexico,24,M,2019
1955,Mexico,34,M,2023
1956,Mexico,41,F,2024
1957,UK,72,F,2024
1958,USA,24,M,2022
1959,France,39,F,2024
1960,UK,23,M,2023
1961,UK,26,F,2025
1962,USA,35,F,2024
1963,UK,70,M,2024
1964,USA,30,F,2019
1965,Germany,62,F,2024
1966,USA,38,M,2021
1967,Germany,36,M,2022
1968,France,65,F,2022
1969,Canada,57,M,2021
1970,Canada,75,M,2018
1971,USA,35,M,2020
1972,Mexico,31,F,2024
1973,Germany,30,F,2023
1974,USA,66,M,2025
1975,USA,39,M,2024
1976,USA,56,F,2022
1977,Canada,49,M,2024
1978,Mexico,36,F,2023
1979,Germany,32,M,2021
1980,USA,52,M,2025
1981,France,31,M,2025
1982,USA,34,M,2019
1983,France,63,F,2024
1984,USA,67,M,2018
1985,UK,74,F,2025
1986,Mexico,24,M,2023
1987,USA,38,M,2019
1988,Germany,42,F,2024
1989,Mexico,48,F,2022
1990,USA,39,F,2018
1991,USA,24,F,2024
1992,Germany,56,F,2024
1993,USA,39,M,2022
1994,USA,42,M,2024
1995,Canada,20,M,2017
1996,Germany,51,M,2021
1997,USA,64,M,2023
1998,USA,62,F,2020
1999,France,49,M,2022
2000,Canada,28,M,2025
2001,France,68,M,2024
2002,Canada,62,M,2023
2003,Mexico,43,M,2023
2004,UK,46,M,2025
2005,USA,63,M,2024
2006,Mexico,51,F,2018
2007,Canada,39,M,2022
2008,USA,33,F,2020
2009,USA,30,F,2018
2010,Germany,40,M,2021
2011,USA,22,F,2023
2012,USA,67,Nonbinary,2024
2013,USA,28,F,2025
2014,Canada,49,M,2022
2015,USA,34,F,2022
2016,Canada,41,M,2019
2017,USA,56,F,2020
2018,USA,51,F,2018
2019,UK,31,F,2025
2020,USA,39,M,2019
2021,UK,42,Nonbinary,2024
2022,USA,31,Nonbinary,2021
2023,USA,50,F,2022
2024,USA,44,M,2024
2025,Canada,69,F,2025
2026,USA,25,M,2020
2027,France,42,M,2025
2028,USA,65,F,2020
2029,Canada,29,M,2024
2030,UK,69,M,2017
2031,USA,73,F,2022
2032,Canada,48,F,2024
2033,USA,57,F,2024
2034,USA,63,F,2024
2035,USA,22,F,2021
2036,France,33,M,2024
2037,Mexico,68,F,2021
2038,USA,37,M,2020
2039,UK,37,M,2017
2040,France,33,M,2020
2041,USA,43,M,2019
2042,France,25,F,2023
2043,UK,70,F,2019
2044,Mexico,70,F,2023
2045,Mexico,72,M,2019
2046,USA,65,M,2023
2047,Canada,22,F,2021
2048,UK,44,F,2021
2049,USA,46,M,2023
2050,USA,33,F,2025
2051,Mexico,38,Nonbinary,2025
2052,USA,35,F,2021
2053,Canada,45,F,2025
2054,France,50,F,2023
2055,USA,60,F,2025
2056,Canada,43,F,2017
2057,Mexico,52,M,2017
2058,Canada,34,F,2018
2059,USA,22,M,2024
2060,USA,32,F,2019
2061,Mexico,31,F,2019
2062,USA,32,F,2023
2063,Canada,56,F,2025
2064,USA,58,F,2023
2065,USA,53,F,2024
2066,Mexico,37,M,2020
2067,Canada,76,M,2025
2068,Mexico,18,M,2018
2069,USA,60,F,2021
2070,Canada,47,M,2022
2071,France,23,M,2020
2072,Canada,29,F,2023
2073,USA,43,F,2023
2074,France,69,M,2020
2075,USA,44,M,2017
2076,Canada,45,F,2018
2077,Mexico,42,F,2017
2078,USA,66,Nonbinary,2025
2079,USA,26,F,2023
2080,USA,71,M,2019
2081,USA,27,M,2018
2082,USA,35,M,2024
2083,Germany,33,M,2024
2084,USA,40,F,2025
2085,Germany,52,M,2019
2086,USA,28,M,2022
2087,USA,52,M,2019
2088,USA,65,F,2024
2089,Germany,68,F,2022
2090,Canada,43,F,2023
2091,USA,47,F,2017
2092,France,24,M,2024
2093,UK,28,M,2020
2094,USA,51,M,2024
2095,Mexico,39,M,2020
2096,USA,22,F,2024
2097,USA,31,F,2019
2098,Canada,28,F,2023
2099,USA,27,F,2024
2100,USA,39,F,2021
2101,Germany,57,F,2020
2102,USA,28,F,2021
2103,France,67,M,2021
2104,Mexico,31,F,2023
2105,UK,61,F,2017
2106,Germany,47,F,2017
2107,Germany,22,M,2021
2108,Mexico,43,M,2021
2109,USA,66,F,2019
2110,USA,42,F,2023
2111,Canada,66,M,2017
2112,Canada,69,M,2025
2113,USA,48,M,2024
2114,UK,25,M,2022
2115,USA,48,M,2024
2116,Mexico,31,M,2023
2117,USA,43,F,2023
2118,USA,29,M,2021
2119,USA,21,F,2023
2120,USA,39,M,2019
2121,USA,27,F,2022
2122,USA,64,F,2019
2123,USA,66,M,2022
2124,USA,58,M,2023
2125,USA,33,F,2019
2126,USA,40,Nonbinary,2020
2127,USA,32,F,2024
2128,USA,38,F,2020
2129,USA,70,M,2018
2130,USA,46,F,2021
2131,USA,24,F,2025
2132,Germany,34,M,2023
2133,Mexico,18,F,2023
2134,Mexico,54,F,2024
2135,Canada,36,F,2023
2136,Canada,22,M,2024
2137,USA,51,F,2023
2138,France,24,F,2024
2139,France,31,M,2023
2140,France,20,F,2020
2141,Mexico,28,F,2017
2142,USA,21,M,2018
2143,France,24,M,2022
2144,France,74,F,2025
2145,USA,30,M,2024
2146,Mexico,44,M,2024
2147,USA,42,F,2023
2148,Mexico,40,M,2025
2149,France,73,M,2024
2150,USA,68,M,2020
2151,UK,42,M,2022
2152,USA,29,M,2022
