order_id,customer_id,date_id,order_date,channel,order_amount,tax
7130,98,20221123,2022-11-23,Online,44.46,3.11
7131,477,20240114,2024-01-14,Online,24.79,1.74
7132,4966,20240211,2024-02-11,Online,37.25,2.61
7133,207,20220221,2022-02-21,Online,35.55,2.49
7134,1731,20251024,2025-10-24,Online,18.76,1.31
7135,3453,20230205,2023-02-05,Online,22.21,1.55
7136,2124,20220109,2022-01-09,In-Store,23.93,1.68
7137,4922,20210928,2021-09-28,In-Store,45.61,3.19
7138,163,20220627,2022-06-27,Online,63.13,4.42
7139,4361,20250406,2025-04-06,Online,18.31,1.28
7140,666,20251025,2025-10-25,In-Store,8.94,0.63
7141,1014,20240901,2024-09-01,In-Store,33.18,2.32
7142,2636,20241004,2024-10-04,In-Store,22.75,1.59
7143,4347,20241101,2024-11-01,In-Store,23.12,1.62
7144,2068,20210608,2021-06-08,In-Store,7.5,0.52
7145,1463,20210731,2021-07-31,Online,33.44,2.34
7146,2003,20210308,2021-03-08,Online,7.37,0.52
7147,472,20220423,2022-04-23,Online,64.23,4.5
7148,4179,20230409,2023-04-09,In-Store,15.64,1.09
7149,4576,20221113,2022-11-13,Online,37.64,2.63
7150,3375,20221110,2022-11-10,Online,29.92,2.09
7151,2211,20251228,2025-12-28,Online,33.67,2.36
7152,3052,20230708,2023-07-08,In-Store,18.52,1.3
7153,2748,20220505,2022-05-05,In-Store,15.77,1.1
7154,262,20220319,2022-03-19,Online,88.21,6.17
7155,1970,20251123,2025-11-23,Online,11.65,0.82
7156,3278,20250322,2025-03-22,In-Store,33.54,2.35
7157,4227,20210208,2021-02-08,Online,17.23,1.21
7158,1781,20241221,2024-12-21,Online,13.78,0.96
7159,4072,20240515,2024-05-15,In-Store,22.06,1.54
7160,3772,20221108,2022-11-08,Online,27.59,1.93
7161,4647,20241006,2024-10-06,Online,10.83,0.76
7162,4952,20231010,2023-10-10,Online,30.43,2.13
7163,206,20231112,2023-11-12,Online,19.31,1.35
7164,2176,20220104,2022-01-04,Online,27.29,1.91
7165,3855,20230705,2023-07-05,Online,76.17,5.33
7166,4095,20210225,2021-02-25,Online,27.97,1.96
7167,413,20210110,2021-01-10,Online,67.12,4.7
7168,3017,20230203,2023-02-03,Online,10.44,0.73
7169,4480,20240510,2024-05-10,Online,20.13,1.41
7170,1119,20250319,2025-03-19,Online,30.17,2.11
7171,1720,20250128,2025-01-28,In-Store,48.94,3.43
7172,1971,20240911,2024-09-11,Online,45.37,3.18
7173,1970,20230318,2023-03-18,Online,23.76,1.66
7174,2802,20210908,2021-09-08,In-Store,39.38,2.76
7175,306,20250821,2025-08-21,Online,39.76,2.78
7176,3885,20230726,2023-07-26,Online,13.25,0.93
7177,607,20230121,2023-01-21,Online,20.0,1.4
7178,4049,20210615,2021-06-15,Online,22.34,1.56
7179,92,20230714,2023-07-14,In-Store,42.71,2.99
7180,3921,20221201,2022-12-01,In-Store,36.69,2.57
7181,1762,20240326,2024-03-26,Online,36.56,2.56
7182,3272,20240517,2024-05-17,In-Store,60.17,4.21
7183,885,20250420,2025-04-20,In-Store,22.1,1.55
7184,2679,20240902,2024-09-02,Online,14.22,1.0
7185,1491,20220126,2022-01-26,Online,65.92,4.61
7186,20,20210212,2021-02-12,In-Store,36.35,2.54
7187,3622,20220611,2022-06-11,Online,11.5,0.8
7188,647,20230827,2023-08-27,In-Store,39.95,2.8
7189,4699,20211118,2021-11-18,In-Store,10.39,0.73
7190,2707,20240810,2024-08-10,Online,11.1,0.78
7191,7,20210710,2021-07-10,Online,37.66,2.64
7192,4720,20231119,2023-11-19,In-Store,62.95,4.41
7193,656,20250613,2025-06-13,In-Store,66.61,4.66
7194,4153,20210420,2021-04-20,In-Store,18.42,1.29
7195,1639,20221223,2022-12-23,Online,34.08,2.39
7196,2829,20230714,2023-07-14,In-Store,31.59,2.21
7197,4163,20210227,2021-02-27,In-Store,21.81,1.53
7198,255,20251122,2025-11-22,Online,17.07,1.19
7199,3394,20230820,2023-08-20,In-Store,10.25,0.72
7200,728,20241019,2024-10-19,In-Store,19.06,1.33
7201,3584,20220506,2022-05-06,In-Store,28.72,2.01
7202,791,20240226,2024-02-26,Online,22.36,1.57
7203,113,20231114,2023-11-14,In-Store,78.75,5.51
7204,759,20211218,2021-12-18,Online,42.44,2.97
7205,3121,20240303,2024-03-03,Online,43.16,3.02
7206,4936,20240928,2024-09-28,Online,24.01,1.68
7207,4854,20220619,2022-06-19,In-Store,47.68,3.34
7208,3716,20250320,2025-03-20,In-Store,36.85,2.58
7209,4104,20241007,2024-10-07,Online,26.72,1.87
7210,4357,20250727,2025-07-27,In-Store,7.56,0.53
7211,2637,20251115,2025-11-15,In-Store,34.26,2.4
7212,1125,20250913,2025-09-13,Online,46.13,3.23
7213,3298,20230513,2023-05-13,Online,6.0,0.42
7214,699,20241028,2024-10-28,Online,54.21,3.79
7215,4145,20220813,2022-08-13,Online,15.01,1.05
7216,2055,20210116,2021-01-16,In-Store,26.17,1.83
7217,1323,20250913,2025-09-13,In-Store,69.34,4.85
7218,4207,20231122,2023-11-22,Online,50.71,3.55
7219,555,20220316,2022-03-16,In-Store,43.76,3.06
7220,4881,20210227,2021-02-27,Online,28.52,2.0
7221,4746,20210708,2021-07-08,Online,53.84,3.77
7222,3028,20231101,2023-11-01,Online,15.33,1.07
7223,3561,20241017,2024-10-17,In-Store,19.88,1.39
7224,182,20250208,2025-02-08,Online,12.03,0.84
7225,2176,20250705,2025-07-05,Online,15.77,1.1
7226,4409,20210503,2021-05-03,In-Store,50.06,3.5
7227,63,20241201,2024-12-01,In-Store,29.72,2.08
7228,1447,20220723,2022-07-23,Online,29.38,2.06
7229,1754,20220127,2022-01-27,Online,48.48,3.39
7230,3371,20241118,2024-11-18,In-Store,80.56,5.64
7231,3526,20221012,2022-10-12,Online,14.09,0.99
7232,330,20250409,2025-04-09,Online,13.63,0.95
7233,1076,20230825,2023-08-25,Online,22.13,1.55
7234,4108,20241102,2024-11-02,Online,44.79,3.14
7235,951,20250724,2025-07-24,Online,17.82,1.25
7236,1428,20230514,2023-05-14,Online,173.39,12.14
7237,799,20241102,2024-11-02,Online,32.81,2.3
7238,3760,20221202,2022-12-02,In-Store,27.09,1.9
7239,135,20240207,2024-02-07,In-Store,21.68,1.52
7240,1507,20230314,2023-03-14,Online,31.12,2.18
7241,2659,20250927,2025-09-27,In-Store,33.29,2.33
7242,34,20241103,2024-11-03,Online,26.81,1.88
7243,4767,20250213,2025-02-13,Online,33.18,2.32
7244,4339,20250326,2025-03-26,Online,73.14,5.12
7245,3228,20230919,2023-09-19,In-Store,18.51,1.3
7246,2185,20240706,2024-07-06,In-Store,40.6,2.84
7247,759,20231210,2023-12-10,Online,32.72,2.29
7248,2759,20250112,2025-01-12,In-Store,10.44,0.73
7249,1174,20220813,2022-08-13,Online,23.44,1.64
7250,3182,20220223,2022-02-23,In-Store,16.25,1.14
7251,717,20240224,2024-02-24,Online,36.47,2.55
7252,3586,20221210,2022-12-10,Online,34.48,2.41
7253,1607,20230726,2023-07-26,In-Store,25.34,1.77
7254,2503,20230209,2023-02-09,In-Store,21.6,1.51
7255,796,20240706,2024-07-06,In-Store,25.79,1.81
7256,1264,20250325,2025-03-25,Online,15.51,1.09
7257,2238,20240826,2024-08-26,Online,42.05,2.94
7258,2276,20240216,2024-02-16,In-Store,65.52,4.59
7259,4999,20220316,2022-03-16,In-Store,44.85,3.14
7260,1671,20250212,2025-02-12,Online,34.96,2.45
7261,419,20250921,2025-09-21,Online,46.1,3.23
7262,2616,20240317,2024-03-17,Online,18.69,1.31
7263,1601,20250427,2025-04-27,Online,29.03,2.03
7264,4376,20240212,2024-02-12,Online,23.87,1.67
7265,1042,20250102,2025-01-02,Online,18.94,1.33
7266,4268,20251116,2025-11-16,In-Store,10.36,0.73
7267,3310,20250421,2025-04-21,Online,59.42,4.16
7268,930,20241117,2024-11-17,In-Store,25.43,1.78
7269,2021,20210918,2021-09-18,Online,32.59,2.28
7270,2455,20210808,2021-08-08,In-Store,37.23,2.61
7271,2604,20250328,2025-03-28,Online,24.89,1.74
7272,1979,20240922,2024-09-22,Online,24.45,1.71
7273,2919,20231012,2023-10-12,Online,34.06,2.38
7274,3585,20250325,2025-03-25,Online,15.99,1.12
7275,2527,20240622,2024-06-22,In-Store,13.05,0.91
7276,2998,20220707,2022-07-07,Online,56.72,3.97
7277,4288,20210314,2021-03-14,In-Store,22.69,1.59
7278,2482,20240909,2024-09-09,In-Store,17.99,1.26
7279,2078,20240309,2024-03-09,Online,51.93,3.64
7280,1223,20241109,2024-11-09,Online,17.43,1.22
7281,647,20241112,2024-11-12,In-Store,10.17,0.71
7282,1456,20221007,2022-10-07,In-Store,20.04,1.4
7283,2026,20210608,2021-06-08,Online,30.46,2.13
7284,3804,20230909,2023-09-09,Online,53.73,3.76
7285,1076,20250918,2025-09-18,Online,20.09,1.41
7286,3514,20240814,2024-08-14,Online,14.83,1.04
7287,398,20241119,2024-11-19,Online,53.06,3.71
7288,776,20250418,2025-04-18,Online,20.91,1.46
7289,1624,20230316,2023-03-16,In-Store,18.26,1.28
7290,2334,20251222,2025-12-22,Online,14.17,0.99
7291,893,20220618,2022-06-18,In-Store,15.11,1.06
7292,557,20250711,2025-07-11,In-Store,48.06,3.36
7293,2820,20211211,2021-12-11,Online,17.5,1.23
7294,2054,20240104,2024-01-04,Online,26.93,1.89
7295,2076,20230610,2023-06-10,Online,52.52,3.68
7296,1536,20231211,2023-12-11,In-Store,21.53,1.51
7297,1846,20210619,2021-06-19,In-Store,13.43,0.94
7298,909,20241016,2024-10-16,In-Store,53.54,3.75
7299,1343,20221015,2022-10-15,Online,16.85,1.18
7300,2699,20230910,2023-09-10,In-Store,51.42,3.6
7301,2607,20210206,2021-02-06,Online,20.81,1.46
7302,4521,20250918,2025-09-18,Online,25.62,1.79
7303,4146,20240923,2024-09-23,Online,30.8,2.16
7304,39,20230624,2023-06-24,In-Store,12.01,0.84
7305,1130,20221208,2022-12-08,In-Store,15.49,1.08
7306,4425,20230526,2023-05-26,In-Store,25.17,1.76
7307,1566,20240420,2024-04-20,In-Store,14.71,1.03
7308,2378,20210925,2021-09-25,Online,28.92,2.02
7309,3370,20240922,2024-09-22,In-Store,23.25,1.63
7310,2704,20230307,2023-03-07,Online,16.68,1.17
7311,26,20210916,2021-09-16,In-Store,22.45,1.57
7312,1023,20230115,2023-01-15,Online,31.97,2.24
7313,505,20250625,2025-06-25,In-Store,18.94,1.33
7314,824,20251206,2025-12-06,Online,18.43,1.29
7315,723,20250524,2025-05-24,Online,47.72,3.34
7316,3107,20250517,2025-05-17,In-Store,37.05,2.59
7317,2027,20250114,2025-01-14,Online,32.95,2.31
7318,337,20250921,2025-09-21,In-Store,15.46,1.08
7319,410,20241027,2024-10-27,In-Store,14.35,1.0
7320,4746,20240315,2024-03-15,Online,21.05,1.47
7321,757,20240915,2024-09-15,Online,18.06,1.26
7322,1252,20220419,2022-04-19,Online,16.09,1.13
7323,2859,20240707,2024-07-07,In-Store,11.31,0.79
7324,928,20250706,2025-07-06,Online,51.35,3.59
7325,976,20241217,2024-12-17,Online,59.76,4.18
7326,366,20230124,2023-01-24,In-Store,35.03,2.45
7327,4912,20220510,2022-05-10,In-Store,14.07,0.98
7328,3016,20250515,2025-05-15,In-Store,5.84,0.41
7329,2644,20240623,2024-06-23,Online,30.07,2.1
7330,4429,20210603,2021-06-03,In-Store,19.35,1.35
7331,2964,20210515,2021-05-15,Online,23.94,1.68
7332,1301,20250604,2025-06-04,Online,85.92,6.01
7333,2350,20220527,2022-05-27,In-Store,9.54,0.67
7334,2377,20221121,2022-11-21,Online,18.37,1.29
7335,1983,20240812,2024-08-12,In-Store,12.92,0.9
7336,3755,20250307,2025-03-07,Online,26.31,1.84
7337,546,20240808,2024-08-08,Online,44.59,3.12
7338,781,20250208,2025-02-08,Online,23.69,1.66
7339,1850,20210406,2021-04-06,Online,16.82,1.18
7340,359,20230802,2023-08-02,In-Store,19.36,1.36
7341,4943,20250103,2025-01-03,Online,24.13,1.69
7342,2471,20240809,2024-08-09,In-Store,33.47,2.34
7343,254,20241019,2024-10-19,Online,21.04,1.47
7344,3024,20250912,2025-09-12,Online,33.92,2.37
7345,3894,20230523,2023-05-23,Online,50.69,3.55
7346,2033,20240923,2024-09-23,In-Store,23.08,1.62
7347,2390,20230717,2023-07-17,Online,19.56,1.37
7348,3508,20220704,2022-07-04,Online,23.96,1.68
7349,1150,20240413,2024-04-13,In-Store,10.66,0.75
7350,2979,20240515,2024-05-15,Online,53.29,3.73
7351,3142,20240906,2024-09-06,Online,26.92,1.88
7352,4005,20241011,2024-10-11,Online,20.12,1.41
7353,4444,20230624,2023-06-24,In-Store,8.95,0.63
7354,4704,20220516,2022-05-16,Online,120.7,8.45
7355,626,20250601,2025-06-01,Online,34.19,2.39
7356,4060,20220924,2022-09-24,Online,16.97,1.19
7357,3373,20220423,2022-04-23,In-Store,13.99,0.98
7358,1842,20231126,2023-11-26,Online,57.16,4.0
7359,4611,20231009,2023-10-09,Online,34.07,2.38
7360,4289,20250922,2025-09-22,Online,25.62,1.79
7361,3858,20210621,2021-06-21,Online,36.69,2.57
7362,288,20220824,2022-08-24,Online,24.77,1.73
7363,871,20240607,2024-06-07,In-Store,24.54,1.72
7364,4592,20220108,2022-01-08,Online,39.0,2.73
7365,4919,20230807,2023-08-07,Online,35.39,2.48
7366,1379,20240504,2024-05-04,Online,25.15,1.76
7367,1380,20210801,2021-08-01,In-Store,24.97,1.75
7368,3033,20251025,2025-10-25,Online,38.9,2.72
7369,384,20210515,2021-05-15,In-Store,40.35,2.82
7370,2970,20240224,2024-02-24,Online,23.36,1.64
7371,4845,20210919,2021-09-19,Online,25.51,1.79
7372,1481,20220308,2022-03-08,Online,37.26,2.61
7373,3704,20211112,2021-11-12,In-Store,18.24,1.28
7374,2618,20251209,2025-12-09,Online,52.23,3.66
7375,1432,20221110,2022-11-10,Online,26.21,1.83
7376,2058,20251203,2025-12-03,In-Store,23.98,1.68
7377,2743,20220925,2022-09-25,Online,31.56,2.21
7378,3793,20251112,2025-11-12,Online,52.49,3.67
7379,2692,20250413,2025-04-13,Online,15.23,1.07
7380,4626,20210912,2021-09-12,In-Store,20.96,1.47
7381,581,20240910,2024-09-10,Online,35.79,2.51
7382,4788,20220403,2022-04-03,In-Store,17.88,1.25
7383,2740,20230701,2023-07-01,In-Store,28.61,2.0
7384,1955,20250504,2025-05-04,Online,19.25,1.35
7385,383,20251015,2025-10-15,In-Store,54.42,3.81
7386,1477,20251104,2025-11-04,In-Store,34.25,2.4
7387,2179,20251118,2025-11-18,Online,19.79,1.39
7388,4687,20210713,2021-07-13,Online,72.39,5.07
7389,3769,20231228,2023-12-28,In-Store,12.96,0.91
7390,296,20211110,2021-11-10,Online,14.88,1.04
7391,1632,20240711,2024-07-11,Online,20.43,1.43
7392,2449,20230712,2023-07-12,Online,6.48,0.45
7393,4240,20251227,2025-12-27,Online,11.37,0.8
7394,3871,20250108,2025-01-08,Online,25.38,1.78
7395,1071,20220703,2022-07-03,In-Store,32.67,2.29
7396,255,20250924,2025-09-24,Online,27.19,1.9
7397,653,20221029,2022-10-29,In-Store,40.27,2.82
7398,2512,20250321,2025-03-21,Online,35.68,2.5
7399,447,20241204,2024-12-04,Online,15.92,1.11
7400,1234,20251120,2025-11-20,Online,29.39,2.06
7401,4083,20210317,2021-03-17,Online,38.09,2.67
7402,2004,20220416,2022-04-16,In-Store,28.19,1.97
7403,4981,20210916,2021-09-16,Online,26.98,1.89
7404,3767,20220723,2022-07-23,Online,48.1,3.37
7405,1312,20230328,2023-03-28,Online,39.98,2.8
7406,42,20230825,2023-08-25,Online,13.72,0.96
7407,2631,20220614,2022-06-14,In-Store,7.99,0.56
7408,3530,20221116,2022-11-16,Online,14.56,1.02
7409,2333,20210315,2021-03-15,In-Store,19.92,1.39
7410,4525,20251121,2025-11-21,Online,33.59,2.35
7411,3824,20250716,2025-07-16,Online,22.22,1.56
7412,2598,20240713,2024-07-13,Online,11.28,0.79
7413,100,20230607,2023-06-07,In-Store,22.05,1.54
7414,1682,20230722,2023-07-22,Online,33.45,2.34
7415,2464,20250329,2025-03-29,Online,20.66,1.45
7416,1237,20220624,2022-06-24,Online,88.52,6.2
7417,4175,20210614,2021-06-14,Online,24.56,1.72
7418,2122,20230408,2023-04-08,In-Store,16.13,1.13
7419,1009,20240312,2024-03-12,Online,40.57,2.84
7420,3885,20210424,2021-04-24,Online,26.2,1.83
7421,3026,20210104,2021-01-04,Online,33.72,2.36
7422,975,20230702,2023-07-02,In-Store,42.15,2.95
7423,2661,20221226,2022-12-26,Online,20.9,1.46
7424,3473,20240826,2024-08-26,Online,29.71,2.08
7425,2229,20240623,2024-06-23,In-Store,33.4,2.34
7426,1510,20231101,2023-11-01,In-Store,33.45,2.34
7427,3449,20251007,2025-10-07,In-Store,60.48,4.23
7428,3438,20230327,2023-03-27,In-Store,64.01,4.48
7429,91,20220908,2022-09-08,Online,13.98,0.98
7430,1152,20220607,2022-06-07,Online,37.7,2.64
7431,3224,20220513,2022-05-13,Online,18.2,1.27
7432,1107,20251006,2025-10-06,Online,22.45,1.57
7433,4816,20240912,2024-09-12,Online,22.36,1.57
7434,801,20231015,2023-10-15,In-Store,47.44,3.32
7435,3729,20220723,2022-07-23,Online,50.33,3.52
7436,4990,20230305,2023-03-05,Online,21.82,1.53
7437,1718,20231209,2023-12-09,In-Store,14.79,1.04
7438,3002,20251226,2025-12-26,In-Store,25.28,1.77
7439,530,20231008,2023-10-08,Online,16.54,1.16
7440,3100,20250814,2025-08-14,Online,32.24,2.26
7441,4943,20251014,2025-10-14,Online,17.71,1.24
7442,4868,20240803,2024-08-03,Online,29.63,2.07
7443,2053,20250118,2025-01-18,Online,22.63,1.58
7444,4079,20210102,2021-01-02,In-Store,19.14,1.34
7445,4115,20221002,2022-10-02,Online,30.74,2.15
7446,1628,20220614,2022-06-14,In-Store,19.7,1.38
7447,4092,20250626,2025-06-26,In-Store,10.74,0.75
7448,799,20210911,2021-09-11,In-Store,23.55,1.65
7449,4903,20240625,2024-06-25,Online,36.45,2.55
7450,4312,20231027,2023-10-27,In-Store,15.93,1.12
7451,2551,20220317,2022-03-17,Online,32.71,2.29
7452,1917,20240412,2024-04-12,In-Store,52.74,3.69
7453,4725,20231127,2023-11-27,In-Store,21.01,1.47
7454,359,20250403,2025-04-03,Online,61.34,4.29
7455,2484,20211120,2021-11-20,Online,30.47,2.13
7456,2424,20210209,2021-02-09,Online,45.75,3.2
7457,1895,20240625,2024-06-25,In-Store,11.37,0.8
7458,561,20220514,2022-05-14,Online,26.5,1.86
7459,1242,20240728,2024-07-28,Online,14.57,1.02
7460,4923,20230504,2023-05-04,In-Store,46.01,3.22
7461,4022,20221123,2022-11-23,Online,14.0,0.98
7462,4179,20230417,2023-04-17,In-Store,21.99,1.54
7463,2544,20251105,2025-11-05,In-Store,21.57,1.51
7464,3302,20250903,2025-09-03,Online,38.45,2.69
7465,2520,20250113,2025-01-13,Online,36.89,2.58
7466,3383,20221221,2022-12-21,In-Store,14.81,1.04
7467,4307,20250322,2025-03-22,In-Store,45.24,3.17
7468,1195,20240222,2024-02-22,In-Store,27.19,1.9
7469,4749,20240712,2024-07-12,In-Store,19.51,1.37
7470,4567,20250531,2025-05-31,Online,31.62,2.21
7471,2094,20230903,2023-09-03,Online,36.05,2.52
7472,4892,20240516,2024-05-16,In-Store,25.35,1.77
7473,4397,20250322,2025-03-22,Online,43.21,3.02
7474,195,20250919,2025-09-19,Online,16.57,1.16
7475,207,20251017,2025-10-17,Online,23.82,1.67
7476,3536,20230618,2023-06-18,Online,15.32,1.07
7477,3902,20220917,2022-09-17,In-Store,63.25,4.43
7478,1229,20250208,2025-02-08,In-Store,16.14,1.13
7479,2486,20230526,2023-05-26,In-Store,31.15,2.18
7480,2687,20250919,2025-09-19,In-Store,32.54,2.28
7481,2217,20221217,2022-12-17,In-Store,16.59,1.16
7482,350,20220304,2022-03-04,In-Store,21.78,1.52
7483,1081,20250409,2025-04-09,In-Store,25.35,1.77
7484,4053,20241221,2024-12-21,Online,17.38,1.22
7485,368,20230120,2023-01-20,Online,29.05,2.03
7486,3102,20211222,2021-12-22,Online,37.72,2.64
7487,3160,20250315,2025-03-15,Online,77.64,5.43
7488,4780,20211216,2021-12-16,Online,28.91,2.02
7489,4943,20240407,2024-04-07,In-Store,33.01,2.31
7490,4721,20231118,2023-11-18,Online,20.94,1.47
7491,2694,20220327,2022-03-27,Online,11.42,0.8
7492,206,20231027,2023-10-27,In-Store,33.3,2.33
7493,1379,20231118,2023-11-18,Online,34.81,2.44
7494,2367,20240108,2024-01-08,In-Store,21.77,1.52
7495,191,20250419,2025-04-19,Online,9.88,0.69
7496,182,20210305,2021-03-05,In-Store,19.63,1.37
7497,1612,20220820,2022-08-20,In-Store,30.45,2.13
7498,1930,20220125,2022-01-25,In-Store,25.87,1.81
7499,2896,20251011,2025-10-11,Online,64.48,4.51
7500,4666,20231107,2023-11-07,Online,16.7,1.17
7501,1951,20220901,2022-09-01,In-Store,8.2,0.57
7502,243,20230228,2023-02-28,Online,32.58,2.28
7503,2691,20210214,2021-02-14,Online,16.95,1.19
7504,1776,20250928,2025-09-28,Online,20.89,1.46
7505,4494,20250728,2025-07-28,In-Store,17.28,1.21
7506,2151,20230903,2023-09-03,Online,26.97,1.89
7507,1601,20250119,2025-01-19,Online,50.11,3.51
7508,3616,20240827,2024-08-27,Online,24.65,1.73
7509,2457,20230107,2023-01-07,In-Store,22.49,1.57
7510,2765,20250413,2025-04-13,Online,36.21,2.53
7511,743,20250304,2025-03-04,Online,15.91,1.11
7512,1863,20210919,2021-09-19,Online,13.28,0.93
7513,232,20230919,2023-09-19,Online,41.17,2.88
7514,3762,20240408,2024-04-08,Online,37.96,2.66
7515,1211,20240404,2024-04-04,Online,27.43,1.92
7516,594,20221113,2022-11-13,Online,22.61,1.58
7517,2940,20230719,2023-07-19,In-Store,18.86,1.32
7518,2889,20241022,2024-10-22,Online,16.25,1.14
7519,1573,20230930,2023-09-30,In-Store,19.94,1.4
7520,4814,20241219,2024-12-19,Online,15.59,1.09
7521,3167,20240414,2024-04-14,In-Store,42.35,2.96
7522,4632,20230414,2023-04-14,Online,9.16,0.64
7523,1498,20230711,2023-07-11,In-Store,12.83,0.9
7524,2747,20221108,2022-11-08,In-Store,43.64,3.05
7525,2064,20240713,2024-07-13,In-Store,35.29,2.47
7526,2063,20211107,2021-11-07,Online,12.24,0.86
7527,241,20210321,2021-03-21,Online,18.61,1.3
7528,1084,20250128,2025-01-28,In-Store,10.91,0.76
7529,4339,20210924,2021-09-24,Online,14.35,1.0
7530,4239,20251227,2025-12-27,In-Store,10.76,0.75
7531,526,20230618,2023-06-18,In-Store,28.12,1.97
7532,96,20210413,2021-04-13,In-Store,37.52,2.63
7533,512,20240406,2024-04-06,In-Store,21.23,1.49
7534,3187,20231001,2023-10-01,Online,47.82,3.35
7535,1177,20211126,2021-11-26,In-Store,36.38,2.55
7536,3799,20231112,2023-11-12,Online,16.01,1.12
7537,32,20220214,2022-02-14,Online,9.21,0.64
7538,3581,20241207,2024-12-07,Online,28.08,1.97
7539,4418,20220801,2022-08-01,In-Store,55.96,3.92
7540,224,20250206,2025-02-06,Online,24.98,1.75
7541,4331,20230204,2023-02-04,Online,46.52,3.26
7542,4591,20240503,2024-05-03,Online,21.7,1.52
7543,2673,20251025,2025-10-25,Online,53.82,3.77
7544,1418,20250114,2025-01-14,In-Store,6.98,0.49
7545,2807,20241109,2024-11-09,Online,16.65,1.17
7546,1550,20250325,2025-03-25,Online,39.29,2.75
7547,4668,20220430,2022-04-30,In-Store,32.46,2.27
7548,2706,20230726,2023-07-26,Online,37.75,2.64
7549,3980,20210307,2021-03-07,In-Store,23.0,1.61
7550,3033,20240616,2024-06-16,In-Store,21.61,1.51
7551,1437,20210806,2021-08-06,Online,17.58,1.23
7552,2494,20211113,2021-11-13,Online,9.61,0.67
7553,4384,20220819,2022-08-19,Online,12.73,0.89
7554,1903,20250721,2025-07-21,In-Store,26.79,1.88
7555,1693,20240507,2024-05-07,In-Store,33.12,2.32
7556,4779,20250606,2025-06-06,Online,23.21,1.62
7557,1664,20240426,2024-04-26,Online,21.56,1.51
7558,4287,20230305,2023-03-05,Online,13.15,0.92
7559,879,20220917,2022-09-17,Online,41.31,2.89
7560,3945,20250426,2025-04-26,Online,38.58,2.7
7561,3060,20220129,2022-01-29,In-Store,9.86,0.69
7562,592,20220703,2022-07-03,Online,50.38,3.53
7563,322,20231122,2023-11-22,Online,13.76,0.96
7564,1487,20220705,2022-07-05,Online,26.04,1.82
7565,3282,20220320,2022-03-20,In-Store,13.59,0.95
7566,1787,20250726,2025-07-26,In-Store,8.88,0.62
7567,1347,20220205,2022-02-05,In-Store,47.71,3.34
7568,2902,20210821,2021-08-21,In-Store,79.66,5.58
7569,4758,20211101,2021-11-01,Online,29.03,2.03
7570,601,20250520,2025-05-20,Online,25.21,1.76
7571,3216,20240726,2024-07-26,Online,29.22,2.05
7572,4559,20251212,2025-12-12,In-Store,37.74,2.64
7573,2694,20240822,2024-08-22,In-Store,19.04,1.33
7574,4824,20240521,2024-05-21,In-Store,30.46,2.13
7575,2980,20240512,2024-05-12,Online,20.76,1.45
7576,3354,20240105,2024-01-05,Online,24.84,1.74
7577,3942,20231122,2023-11-22,In-Store,11.46,0.8
7578,989,20250524,2025-05-24,Online,30.31,2.12
7579,2795,20250418,2025-04-18,In-Store,24.16,1.69
7580,3053,20210908,2021-09-08,Online,71.76,5.02
7581,592,20240301,2024-03-01,In-Store,65.06,4.55
7582,2264,20230525,2023-05-25,Online,36.49,2.55
7583,3836,20230524,2023-05-24,Online,21.72,1.52
7584,199,20230121,2023-01-21,Online,41.24,2.89
7585,2064,20250504,2025-05-04,Online,35.02,2.45
7586,718,20220801,2022-08-01,In-Store,30.79,2.16
7587,865,20250405,2025-04-05,Online,13.26,0.93
7588,2560,20250719,2025-07-19,Online,39.18,2.74
7589,148,20241110,2024-11-10,In-Store,56.99,3.99
7590,2125,20210911,2021-09-11,Online,28.07,1.96
7591,130,20240409,2024-04-09,Online,29.71,2.08
7592,4627,20231207,2023-12-07,In-Store,24.62,1.72
7593,4400,20230508,2023-05-08,In-Store,13.62,0.95
7594,1048,20220122,2022-01-22,In-Store,29.66,2.08
7595,333,20241006,2024-10-06,Online,45.78,3.2
7596,1240,20210106,2021-01-06,Online,46.96,3.29
7597,143,20220914,2022-09-14,Online,21.07,1.47
7598,3669,20210810,2021-08-10,Online,19.0,1.33
7599,2857,20240528,2024-05-28,Online,16.07,1.12
7600,2707,20211118,2021-11-18,Online,23.75,1.66
7601,4250,20250405,2025-04-05,Online,20.52,1.44
7602,4028,20251108,2025-11-08,Online,14.44,1.01
7603,2040,20231105,2023-11-05,Online,24.83,1.74
7604,3034,20241001,2024-10-01,In-Store,75.37,5.28
7605,2198,20240925,2024-09-25,Online,16.17,1.13
7606,3115,20230704,2023-07-04,In-Store,16.13,1.13
7607,741,20241127,2024-11-27,In-Store,31.91,2.23
7608,1497,20221210,2022-12-10,Online,14.27,1.0
7609,1244,20240409,2024-04-09,Online,26.4,1.85
7610,823,20240806,2024-08-06,Online,23.12,1.62
7611,2066,20231024,2023-10-24,In-Store,36.57,2.56
7612,3627,20220115,2022-01-15,In-Store,26.12,1.83
7613,1975,20240106,2024-01-06,Online,22.69,1.59
7614,4922,20231110,2023-11-10,Online,35.14,2.46
7615,1508,20220924,2022-09-24,Online,30.68,2.15
7616,4735,20231221,2023-12-21,Online,19.32,1.35
7617,959,20240627,2024-06-27,In-Store,81.24,5.69
7618,1596,20250419,2025-04-19,Online,28.99,2.03
