imdb_title_id,title,original_title,year,date_published,genre,duration,country,language_1,language_2,language_3,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,reviews_from_users
tt0444682,I segni del male,The Reaping,2007,06/04/2007,"Horror, Thriller",99,USA,English,Spanish,,Stephen Hopkins,"Carey W. Hayes, Chad Hayes","Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb, Stephen Rea, William Ragsdale, John McConnell, David Jensen, Yvonne Landry, Samuel Garland, Myles Cleveland, Andrea Frankle, Mark Lynch, Stuart Greer, Lara Grice",Hilary Swank,"Hilary Swank, David Morrissey","A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.","A former Christian missionary,",5.6,41606,40000000,25126214,62771059,191
tt0445336,"You, the Living: Gioisci dunque o vivente!",Du levande,2007,19/10/2007,"Comedy, Drama, Music",95,"Sweden, Germany, France, Denmark, Norway, Japan",Swedish,,,Roy Andersson,Roy Andersson,"Elisabeth Helander, Jörgen Nohall, Jan Wikbladh, Björn Englund, Birgitta Persson, Lennart Eriksson, Jessika Lundberg, Eric Bäckman, Rolf Engström, Jessica Nilsson, Pär Fredriksson, Leif Larsson, Patrik Anders Edgren, Gunnar Ivarsson, Waldemar Nowak",Elisabeth Helander,"Elisabeth Helander, Jörgen Nohall","You, the Living is a film about humankind, its greatness and its baseness, joy and sorrow, its self-confidence and anxiety, its desire to love and be loved.","You, the Living is a film about",7.5,13943,,21438,1843810,64
tt0445620,Paradise Now,Paradise Now,2005,14/10/2005,"Crime, Drama, Thriller",91,"Palestine, France, Germany, Netherlands, Israel",Arabic,English,,Hany Abu-Assad,"Hany Abu-Assad, Bero Beyer","Lubna Azabal, Hamza Abu-Aiaash, Kais Nashif, Lutuf Nouasser, Ali Suliman, Mohammad Bustami, Ahmad Fares, Waleed On-Allah, Asaad Dwikat, Imad Saber, Mohammad Kosa, Amer Hlehel, Hiam Abbass, Nour Abd El-Hadi, Amjad Al-Imlah",Lubna Azabal,"Lubna Azabal, Hamza Abu-Aiaash",Two childhood friends are recruited for a suicide bombing in Tel Aviv.,Two childhood friends are recruited,7.4,22126,2000000,1457843,3579902,161
tt0445922,Across the Universe,Across the Universe,2007,23/11/2007,"Drama, Fantasy, History",133,"USA, UK",English,,,Julie Taymor,"Dick Clement, Ian La Frenais","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, T.V. Carpio, Spencer Liff, Lisa Dwyer Hogg, Nicholas Lumley, Michael Ryan, Angela Mounsey, Erin Elliott, Robert Clohessy, Christopher Tierney, Curtis Holbrook",Evan Rachel Wood,"Evan Rachel Wood, Jim Sturgess",A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,A movie crew invades a small town,7.3,105047,45000000,24602291,29625761,550
tt0445934,Blades of Glory - Due pattini per la gloria,Blades of Glory,2007,27/07/2007,"Comedy, Sport",93,USA,English,Japanese,,"Josh Gordon, Will Speck","Jeff Cox, Craig Cox","Will Ferrell, Jon Heder, Will Arnett, Amy Poehler, Jenna Fischer, William Fichtner, Craig T. Nelson, Romany Malco, Nick Swardson, Scott Hamilton, Andy Richter, Greg Lindsay, Rob Corddry, Nick Jameson, Tom Virtue",Will Ferrell,"Will Ferrell, Jon Heder","In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.","In 2002, two rival Olympic ice",6.3,155529,61000000,118594548,145710347,274
tt0445935,Bordertown,Bordertown,2007,23/02/2007,"Crime, Drama, Mystery",112,"USA, Mexico",English,Spanish,Central American Indian languages,Gregory Nava,Gregory Nava,"Maya Zapata, Irineo Alvarez, Rene Rivera, Jennifer Lopez, Martin Sheen, Karolinah Villarreal, Debrianna Mansini, Randall Batinkoff, Gonzalo Mauro Montiel Aguirre, Antonio Banderas, Zaide Silvia Gutiérrez, Amelia Zapata, Julio Cesar Cedillo, Jorge Urzua, Ruben G. Rojas",Maya Zapata,"Maya Zapata, Irineo Alvarez",A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.,A journalist investigates a series,6.1,10010,21000000,,8332427,51
tt0445946,The Contract,The Contract,2006,05/04/2007,"Action, Crime, Drama",96,"Germany, USA",English,,,Bruce Beresford,"Stephen Katz, John Darrouzet","Morgan Freeman, John Cusack, Jamie Anderson, Alice Krige, Megan Dodds, Corey Johnson, Jonathan Hyde, Bill Smitrovich, Anthony Warren, Ned Bellamy, Thomas Lockyer, Gary Whelan, Ian Shaw, Atanas Srebrev, Maynard Eziashi",Morgan Freeman,"Morgan Freeman, John Cusack","A father and his son attempt to bring in an assassin to the authorities, but his dangerous associates have other plans.",A father and his son attempt to,5.6,23048,25000000,,5549200,116
tt0445990,Imbattibile,Invincible,2006,26/01/2007,"Biography, Drama, Sport",105,USA,English,,,Ericson Core,Brad Gann,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway, Michael Rispoli, Kirk Acevedo, Dov Davidoff, Michael Kelly, Sal Darigo, Nicoye Banks, Turron Kofi Alleyne, Cosmo DeMatteo, Stink Fisher, Michael Mulheren, Michael Nouri",Mark Wahlberg,"Mark Wahlberg, Greg Kinnear","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.","Based on the story of Vince Papale,",7.1,64773,40000000,57806952,58480828,160
tt0446013,Pathfinder - La leggenda del guerriero vichingo,Pathfinder,2007,24/08/2007,"Action, Adventure, Drama",99,"USA, Canada",English,Icelandic,,Marcus Nispel,"Laeta Kalogridis, Nils Gaup","Karl Urban, Moon Bloodgood, Russell Means, Clancy Brown, Jay Tavare, Nathaniel Arcand, Ralf Moeller, Kevin Loring, Wayne Charles Baker, Michelle Thrush, Nicole Muñoz, Burkely Duffield, Ray G. Thunderchild, Duane Howard, Brandon Oakes",Karl Urban,"Karl Urban, Moon Bloodgood","A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",A Viking boy is left behind after,5.4,42092,45000000,10232081,30984583,230
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,19/11/2010,"Action, Comedy, Fantasy",112,"USA, UK, Canada, Japan",English,,,Edgar Wright,"Michael Bacall, Edgar Wright","Michael Cera, Kieran Culkin, Anna Kendrick, Alison Pill, Aubrey Plaza, Mary Elizabeth Winstead, Jason Schwartzman, Johnny Simmons, Mark Webber, Ellen Wong, Satya Bhabha, Will Bowes, Celine Lepage, Keita Saitou, Mark Leroy",Michael Cera,"Michael Cera, Kieran Culkin",Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,Scott Pilgrim must defeat his,7.5,368833,60000000,31524275,47664559,682
tt0446046,Ti va di ballare?,Take the Lead,2006,28/04/2006,"Drama, Music",118,USA,English,,,Liz Friedlander,Dianne Houston,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard, John Ortiz, Laura Benanti, Jonathan Malen, Jasika Nicole, Shawand McKenzie, Dante Basco, Elijah Kelley, Jenna Dewan, Marcus T. Paulk, Brandon D. Andrews, Lauren Collins",Antonio Banderas,"Antonio Banderas, Rob Brown",The real story of a dance teacher who believed in the talent of a group of problem kids.,The real story of a dance teacher,6.6,24557,30000000,34742066,66500090,130
tt0446059,Fearless,Huo Yuan Jia,2006,20/07/2007,"Action, Biography, Drama",104,"China, Hong Kong, USA",Japanese,Mandarin,English,Ronny Yu,"Chris Chow, Richard Epcar","Jet Li, Li Sun, Yong Dong, Yun Qu, Ailing Xu, Collin Chou, Hee Ching Paw, Nathan Jones, Shidô Nakamura, Brandon Rhea, Anthony De Longis, Jean Claude Leuyer, Zhi-Hui Chen, Jacky Heung, Zhigang Zhao",Jet Li,"Jet Li, Li Sun, Yong Dong","A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",A biography of Chinese Martial,7.6,72054,,24633730,68072848,213
tt0446687,In viaggio con Evie,Driving Lessons,2006,01/12/2006,"Comedy, Drama",98,UK,English,,,Jeremy Brock,Jeremy Brock,"Rupert Grint, Fay Cohen, Ruby Mortlock, Don Wetherhead, Laura Linney, Oliver Milburn, Tamsin Egerton, Nicholas Farrell, Jim Norton, Julie Walters, Chandra Ruegg, Ricky Champ, Rupert Holliday-Evans, Harriet Brock, James Brock",Rupert Grint,"Rupert Grint, Fay Cohen",A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.,A coming of age story about a,6.7,10515,,239962,1297553,73
tt0446755,Il velo dipinto,The Painted Veil,2006,23/02/2007,"Drama, Romance",125,"China, USA, Canada",English,Mandarin,French,John Curran,"Ron Nyswaner, W. Somerset Maugham","Catherine An, Bin Li, Bin Wu, Alan David, Marie-Laure Descoureaux, Sally Hawkins, Juliet Howland, Toby Jones, Lorraine Laurence, Gwing-Gai Lee, Li Feng, Gesang Meiduo, Edward Norton, Yin Qing, Ian Renwick",Catherine An,"Catherine An, Bin Li","A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.",A British medical doctor fights,7.5,88093,19400000,8060487,26910847,249
tt0448011,Segnali dal futuro,Knowing,2009,04/09/2009,"Action, Drama, Mystery",121,"USA, UK, Australia, China",English,,,Alex Proyas,"Ryne Douglas Pearson, Juliet Snowden","Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering, Joshua Long, Danielle Carter, Alethea McGrath, David Lennie, Tamara Donnellan, Travis Waite, Ben Mendelsohn",Nicolas Cage,"Nicolas Cage, Chandler Canterbury",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,M.I.T. professor John Koestler,6.2,217720,50000000,79957634,183658498,890
tt0448075,Una voce nella notte,The Night Listener,2006,12/01/2007,"Crime, Drama, Horror",91,USA,English,,,Patrick Stettner,"Armistead Maupin, Terry Anderson","Toni Collette, Robin Williams, Joe Morton, Bobby Cannavale, Rory Culkin, Sandra Oh, Rodrigo Lopresti, John Cullum, Lisa Emery, Guenia Lemos, Marcia Haufrecht, Nick Gregory, Ed Jewett, Becky Ann Baker, Billy Van",Toni Collette,"Toni Collette, Robin Williams","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",In the midst of his crumbling,5.9,14539,4000000,7836393,10639686,166
tt0448115,Shazam!,Shazam!,2019,03/04/2019,"Action, Adventure, Comedy",132,"USA, Canada",English,Spanish,,David F. Sandberg,"Henry Gayden, Henry Gayden","Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Adam Brody, Djimon Hounsou, Faithe Herman, Meagan Good, Grace Fulton, Michelle Borth, Ian Chen, Ross Butler, Jovan Armand, D.J. Cotrona, Marta Milans",Zachary Levi,"Zachary Levi, Mark Strong",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,A newly fostered young boy in,7.1,240858,100000000,140371656,365971656,2009
tt0448124,Snow Cake,Snow Cake,2006,08/09/2006,"Drama, Romance",112,"Canada, UK",English,,,Marc Evans,Angela Pell,"Alan Rickman, Emily Hampshire, Jackie Brown, Callum Keith Rennie, Scott Wickware, Johnny Goltz, James Allodi, Janet van de Graaf, Carrie-Anne Moss, Julie Stewart, Sigourney Weaver, Charlie, Selina Cadell, Nia Roberts, Dov Tiefenbach",Alan Rickman,"Alan Rickman, Emily Hampshire",A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.,A drama focused on the friendship,7.5,12157,EUR 3000000,26651,1384105,79
tt0448134,Sunshine,Sunshine,2007,20/04/2007,"Sci-Fi, Thriller",107,"UK, USA",English,,,Danny Boyle,Alex Garland,"Cliff Curtis, Chipo Chung, Cillian Murphy, Michelle Yeoh, Hiroyuki Sanada, Rose Byrne, Benedict Wong, Chris Evans, Troy Garity, Mark Strong, Paloma Baeza, Archie Macdonald, Sylvie Macdonald",Cliff Curtis,"Cliff Curtis, Chipo Chung",A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,A team of international astronauts,7.2,229813,GBP 26000000,3675753,34806360,899
tt0448157,Hancock,Hancock,2008,12/09/2008,"Action, Fantasy",92,USA,English,Japanese,Vietnamese,Peter Berg,"Vy Vincent Ngo, Vince Gilligan","Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Maetrix Fitten, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Dorothy Cecchi, Michelle Lemon, Akiva Goldsman, Michael Mann, Brad Leland",Will Smith,"Will Smith, Charlize Theron",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Hancock is a superhero whose ill-considered,6.4,437405,150000000,227946274,629443428,657
tt0448694,Il gatto con gli stivali,Puss in Boots,2011,16/12/2011,"Animation, Adventure, Comedy",90,USA,English,Spanish,,Chris Miller,"Tom Wheeler, Brian Lynch","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell, Rich Dietl, Ryan Crego, Tom Wheeler, Conrad Vernon, Tom McGrath, Bob Joles, Latifa Ouaou",Antonio Banderas,"Antonio Banderas, Salma Hayek","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.","An outlaw cat, his childhood egg-friend",6.6,141547,130000000,149260504,554987477,157
tt0449010,Eragon,Eragon,2006,22/12/2006,"Action, Adventure, Family",104,"USA, UK, Hungary",English,,,Stefen Fangmeier,"Peter Buchman, Christopher Paolini","Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund, Alun Armstrong, Christopher Egan, Gary Lewis, Djimon Hounsou, Rachel Weisz, Richard Rifkin, Steve Speirs, Joss Stone, Michael Mehlmann",Ed Speleers,"Ed Speleers, Jeremy Irons","In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.","In his homeland of Alagaesia,",5.1,120776,100000000,75030163,250425512,1723
tt0449059,Little Miss Sunshine,Little Miss Sunshine,2006,22/09/2006,"Comedy, Drama",101,USA,English,,,"Jonathan Dayton, Valerie Faris",Michael Arndt,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Toni Collette, Steve Carell, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Chuck Loring, Justin Shilton, Gordon Thomson, Steven Christopher Parker, Bryan Cranston",Abigail Breslin,"Abigail Breslin, Greg Kinnear",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,A family determined to get their,7.8,431988,8000000,59891098,101058954,952
tt0449061,London,London,2005,06/06/2006,"Drama, Romance",92,"UK, USA",English,,,Hunter Richards,Hunter Richards,"Chris Evans, Jessica Biel, Joy Bryant, Jason Statham, Kelli Garner, Isla Fisher, Louis C.K., Jeff Wolfe, Dane Cook, Lina Esco, Paula Patton, Kat Dennings, Juliette Marquis, Sophie Monk",Chris Evans,"Chris Evans, Jessica Biel",London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,London is a drug laden adventure,6.5,21913,GBP 14000,20361,20361,99
tt0449086,Dominion: Prequel to the Exorcist,Dominion: Prequel to the Exorcist,2005,01/08/2005,"Drama, Horror, Thriller",117,USA,English,,,Paul Schrader,"William Wisher, Caleb Carr","Stellan Skarsgård, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Oyelumade, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni",Stellan Skarsgård,"Stellan Skarsgård, Gabriel Mann","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. Merrin's initial battle with Pazuzu leads to the rediscovery of his faith.",Years before Father Lankester,5.2,10303,30000000,251495,251495,138
tt0449088,Pirati dei Caraibi - Ai confini del mondo,Pirates of the Caribbean: At World's End,2007,23/05/2007,"Action, Adventure, Fantasy",169,USA,English,,,Gore Verbinski,"Ted Elliott, Terry Rossio","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan Skarsgård, Tom Hollander, Naomie Harris, Martin Klebba",Johnny Depp,"Johnny Depp, Geoffrey Rush","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","Captain Barbossa, Will Turner",7.1,585229,300000000,309420425,960996492,1296
tt0449089,Vita da camper,RV,2006,02/06/2006,"Adventure, Comedy, Family",99,"UK, Germany, USA",English,,,Barry Sonnenfeld,Geoff Rodkey,"Robin Williams, Cheryl Hines, JoJo, Josh Hutcherson, Jeff Daniels, Kristin Chenoweth, Hunter Parrish, Chloe Sonnenfeld, Alex Ferris, Will Arnett, Tony Hale, Brian Howe, Richard Ian Cox, Erika-Shaye Gair, Veronika Sztopa",Robin Williams,"Robin Williams, Cheryl Hines","Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.",Bob Munro and his dysfunctional,5.5,55594,50000000,71726025,87528173,274
tt0449467,Babel,Babel,2006,27/10/2006,Drama,143,"France, USA, Mexico, Morocco, Japan",English,Arabic,Spanish,Alejandro G. Iñárritu,"Guillermo Arriaga, Guillermo Arriaga","Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight, Harriet Walter, Trevor Martin, Matyelok Gibbs, Georges Bousquet, Claudine Acs, André Oumansky, Michael Maloney, Dermot Crowley, Wendy Nottingham, Henry Maratray, Linda Broughton",Brad Pitt,"Brad Pitt, Cate Blanchett","Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",Tragedy strikes a married couple,7.4,285300,25000000,34302837,135330182,964
tt0449487,Passengers - Mistero ad alta quota,Passengers,2008,05/12/2008,"Drama, Fantasy, Horror",93,"USA, Canada",English,,,Rodrigo García,Ronnie Christensen,"Anne Hathaway, Patrick Wilson, Andre Braugher, Dianne Wiest, David Morse, William B. Davis, Ryan Robbins, Clea DuVall, Don Thompson, Andrew Wheeler, Chelah Horsdal, Karen Elizabeth Austin, Elzanne Fourie, Stacy Grant, Conner Dwelly",Anne Hathaway,"Anne Hathaway, Patrick Wilson",A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.,A grief counselor working with,5.9,33940,25000000,292437,5798974,175
tt0449951,Ghajini,Ghajini,2005,29/09/2005,"Action, Drama, Mystery",175,India,Tamil,,,A.R. Murugadoss,"A.R. Murugadoss, A.R. Murugadoss","Suriya, Asin Thottumkal, Nayanthara, Pradeep Singh Rawat, Riyaz Khan, Manobala, Sathyan, Ramanathan",Suriya,"Suriya, Asin Thottumkal","Sanjay Ramaswamy, who is suffering from short-term memory loss, sets out on a quest to find the people who were responsible for his ladylove Kalpana's murder.","Sanjay Ramaswamy, who is suffering",7.5,12494,INR 120000000,,,22
tt0449994,La sposa dell'Imperatore,Jodhaa Akbar,2008,15/02/2008,"Action, Drama, History",213,India,Hindi,Urdu,,Ashutosh Gowariker,"Haidar Ali, Haidar Ali","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Surendra Pal, Rajesh Vivek, Pramod Moutho, Vishwa Mohan Badola, Manava Naik, Disha Vakani, Dilnaz Irani",Hrithik Roshan,"Hrithik Roshan, Aishwarya Rai Bachchan","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",A sixteenth century love story,7.6,29217,INR 400000000,3440718,26935618,134
tt0449999,Non dire mai addio,Kabhi Alvida Naa Kehna,2006,11/08/2006,"Drama, Romance",193,India,Hindi,English,,Karan Johar,"Karan Johar, Shibani Bathija","Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal, John Abraham, Logan Anderson, Lisa Anzelmo, Jarett Armstrong, Patrick Armstrong, Diane Baisley, Steven Baker, Tomm Bauer",Amitabh Bachchan,"Amitabh Bachchan, Shah Rukh Khan","Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples' lives intersect and they each question their own marriage.","Dev, a former football player",6.1,17867,INR 700000000,3275444,25229168,276
tt0450188,La Vie En Rose,La Môme,2007,04/05/2007,"Biography, Drama, Music",140,"France, UK, Czech Republic",French,English,,Olivier Dahan,"Isabelle Sobelman, Olivier Dahan","Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner, Jean-Paul Rouve, Gérard Depardieu, Clotilde Courau, Jean-Pierre Martins, Catherine Allégret, Marc Barbé, Caroline Silhol, Manon Chevallier, Pauline Burlet, Élisabeth Commelin, Marc Gannot",Marion Cotillard,"Marion Cotillard, Sylvie Testud","Where are we humans going? A film poem inspired by the Peruvian poet César Vallejo. We meet people in the city. People trying to communicate, searching compassion and get the connection of small and large things.",Where are we humans going? A film,7.6,81392,25000000,10301706,86274793,249
tt0450232,Solo 2 ore,16 Blocks,2006,31/03/2006,"Action, Crime, Drama",102,"USA, Germany",English,Spanish,,Richard Donner,Richard Wenk,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern, Casey Sander, Cylk Cozart, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz, Conrad Pla, Hechter Ubarry, Richard Fitzpatrick, Peter McRobbie, Michael F. Keenan",Bruce Willis,"Bruce Willis, Yasiin Bey","An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",An aging alcoholic cop is assigned,6.6,125166,52000000,36895141,65664721,322
tt0450259,Blood Diamond - Diamanti di sangue,Blood Diamond,2006,26/01/2007,"Adventure, Drama, Thriller",143,"USA, Germany, UK",English,Mende,Afrikaans,Edward Zwick,"Charles Leavitt, Charles Leavitt","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers, Arnold Vosloo, Antony Coleman, Benu Mabhena, Anointing Lukola, David Harewood, Basil Wallace, Jimi Mistry, Michael Sheen, Marius Weyers, Stephen Collins, Ntare Guma Mbaho Mwine",Leonardo DiCaprio,"Leonardo DiCaprio, Djimon Hounsou","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","A fisherman, a smuggler, and a",8,489786,100000000,57377916,171720398,729
tt0450278,Hostel,Hostel,2005,24/02/2006,Horror,94,"USA, Czech Republic",English,Czech,German,Eli Roth,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova, Jan Vlasák, Jana Kaderabkova, Jennifer Lim, Keiko Seiko, Lubomír Bukový, Jana Havlickova, Rick Hoffman, Petr Janis, Takashi Miike, Patrik Zigo, Milda Jedi Havlas",Jay Hernandez,"Jay Hernandez, Derek Richardson","Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Three backpackers head to a Slovak,5.9,166799,4800000,47326473,81979826,1572
tt0450314,Punisher - Zona di guerra,Punisher: War Zone,2008,05/12/2008,"Action, Crime, Drama",103,"USA, Canada, Germany",English,,,Lexi Alexander,"Nick Santora, Art Marcum","Ray Stevenson, Dominic West, Doug Hutchison, Colin Salmon, Wayne Knight, Dash Mihok, Julie Benz, Stephanie Janusauskas, Mark Camacho, Romano Orzari, Keram Malicki-Sánchez, Larry Day, Ron Lea, Tony Calabretta, T.J. Storm",Ray Stevenson,"Ray Stevenson, Dominic West","Frank Castle known as Punisher ruthlessly demolishes organized crime, but it starts an even bigger war.",Frank Castle known as Punisher,5.9,59543,35000000,8050977,10161493,323
tt0450336,Town Creek,Town Creek,2009,09/10/2009,"Action, Fantasy, Horror",90,"USA, UK, Romania",English,German,,Joel Schumacher,David Kajganich,"Henry Cavill, Dominic Purcell, Emma Booth, Michael Fassbender, Rainer Winkelvoss, László Mátray, Joy McBrinn, Shea Whigham, Tony Barger, Douglas Roger, Michael Ntumba, Razvan Oprea, Ana Popescu, Florin Piersic Jr., Gerard McSorley",Henry Cavill,"Henry Cavill, Dominic Purcell",A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.,A man and his brother on a mission,5.3,11369,,,211398,52
tt0450340,Identità sospette,Unknown,2006,20/06/2008,"Crime, Drama, Mystery",85,USA,English,,,Simon Brand,Matthew Waynee,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano, Barry Pepper, Jeremy Sisto, Peter Stormare, Chris Mulkey, Clayne Crawford, Kevin Chapman, Mark Boone Junior, Wilmer Calderon, David Selby, Adam Rodriguez, Jeff Daniel Phillips",Jim Caviezel,"Jim Caviezel, Greg Kinnear",Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,Five men wake up in a locked-down,6.5,28961,3700000,26403,3419456,89
tt0450345,Il prescelto,The Wicker Man,2006,17/11/2006,"Horror, Mystery, Thriller",102,"USA, Mexico, Canada, Germany",English,,,Neil LaBute,"Neil LaBute, Anthony Shaffer","Nicolas Cage, Ellen Burstyn, Kate Beahan, Frances Conroy, Molly Parker, Leelee Sobieski, Diane Delano, Michael Wiseman, Erika-Shaye Gair, Christa Campbell, Emily Holmes, Zemphira Gosling, Matthew Walker, Mary Black, Christine Willes",Nicolas Cage,"Nicolas Cage, Ellen Burstyn","A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",A sheriff investigating the disappearance,3.7,63349,40000000,23649127,38805380,781
tt0450385,1408,1408,2007,23/11/2007,"Fantasy, Horror, Mystery",104,USA,English,,,Mikael Håfström,"Matt Greenberg, Scott Alexander","John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey",John Cusack,"John Cusack, Tony Shalhoub","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",A man who specialises in debunking,6.8,252014,25000000,71985628,132963417,638
tt0450405,Aiuto vampiro,Cirque du Freak: The Vampire's Assistant,2009,07/05/2010,"Action, Adventure, Fantasy",119,USA,English,Spanish,French,Paul Weitz,"Paul Weitz, Brian Helgeland","John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson, Michael Cerveris, Ray Stevenson, Patrick Fugit, Morgan Saylor, Don McManus, Colleen Camp, Ken Watanabe, Salma Hayek, Orlando Jones, Frankie Faison, Willem Dafoe",John C. Reilly,"John C. Reilly, Josh Hutcherson","Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak and become a vampire.",Teenager Darren Shan meets a mysterious,5.8,42713,40000000,13869515,39291383,198
