order_id,customer_id,order_amount,order_date,channel
2025,2508,36.25,2024-06-05,In-Store
2026,3663,42.92,2024-11-17,Online
2027,3169,36.53,2021-11-20,Online
2028,3040,31.19,2023-06-25,In-Store
2029,2782,51.71,2023-11-25,Online
2030,995,8.38,2025-10-18,Online
2031,3007,37.98,2021-03-08,Online
2032,776,26.81,2022-10-26,Online
2033,3564,23.25,2022-10-29,Online
2034,2246,35.46,2024-04-20,In-Store
2035,2900,99.3,2023-09-19,Online
2036,4303,10.17,2021-12-18,In-Store
2037,1854,31.61,2025-07-03,Online
2038,503,15.62,2022-10-18,In-Store
2039,4447,17.25,2021-01-22,In-Store
2040,1809,22.94,2021-10-16,Online
2041,2027,40.4,2024-11-09,Online
2042,1477,23.21,2025-04-15,In-Store
2043,2100,41.51,2024-08-17,In-Store
2044,2601,23.71,2021-04-09,In-Store
2045,4206,43.41,2025-11-19,In-Store
2046,3604,14.5,2024-08-25,Online
2047,2563,44.53,2024-05-03,Online
2048,3804,11.96,2021-10-28,Online
2049,4227,33.48,2021-09-18,In-Store
2050,290,25.14,2025-09-24,Online
2051,2953,9.47,2022-07-05,In-Store
2052,214,36.79,2024-06-16,In-Store
2053,1537,33.15,2022-02-21,Online
2054,3798,21.23,2024-02-26,In-Store
2055,3942,8.26,2023-12-19,Online
2056,4405,35.52,2025-03-08,Online
2057,2484,33.63,2024-12-17,Online
2058,418,7.07,2024-05-24,Online
2059,629,40.54,2025-05-01,Online
2060,1203,72.11,2025-07-03,Online
2061,1850,10.84,2025-03-25,In-Store
2062,2627,14.63,2023-11-19,In-Store
2063,3223,34.74,2022-04-19,Online
2064,799,67.94,2024-03-16,Online
2065,937,18.22,2022-04-02,In-Store
2066,851,39.27,2023-10-13,Online
2067,3762,9.64,2022-11-08,Online
2068,1508,36.94,2021-10-17,Online
2069,820,25.94,2025-08-26,Online
2070,2150,34.74,2024-09-28,In-Store
2071,1221,57.93,2025-11-08,Online
2072,1833,57.3,2025-09-17,In-Store
2073,4101,42.94,2025-04-07,In-Store
2074,1663,24.8,2022-11-13,Online
2075,861,17.73,2023-10-14,Online
2076,1143,15.19,2021-09-05,In-Store
2077,170,13.41,2024-11-16,In-Store
2078,4494,73.82,2022-07-10,Online
2079,3487,17.1,2025-01-05,Online
2080,2301,13.7,2025-01-07,Online
2081,2798,22.49,2025-03-12,Online
2082,1254,23.4,2025-06-21,Online
2083,2012,16.13,2025-02-06,In-Store
2084,1589,40.11,2023-01-27,Online
2085,4104,43.23,2023-02-28,Online
2086,3707,21.83,2022-11-22,In-Store
2087,1417,27.24,2023-01-03,Online
2088,3797,21.57,2023-09-05,Online
2089,469,48.88,2024-11-22,In-Store
2090,1003,21.28,2023-08-28,Online
2091,534,17.61,2024-12-06,Online
2092,1170,87.41,2023-09-23,Online
2093,1115,10.13,2025-01-12,Online
2094,4490,34.02,2024-04-13,Online
2095,1629,23.18,2025-01-13,Online
2096,1761,62.18,2021-05-15,Online
2097,503,11.14,2025-10-01,Online
2098,333,33.46,2024-06-22,Online
2099,1083,25.21,2023-05-05,Online
2100,665,55.53,2023-12-23,Online
2101,1708,23.2,2021-09-11,In-Store
2102,922,69.08,2021-05-25,Online
2103,879,35.09,2022-11-14,In-Store
2104,3229,47.05,2025-09-13,In-Store
2105,4710,48.95,2023-11-18,In-Store
2106,68,28.8,2024-06-29,In-Store
2107,3529,21.08,2023-02-08,In-Store
2108,3289,17.61,2024-10-28,In-Store
2109,2921,20.48,2022-01-27,In-Store
2110,3460,17.53,2021-11-28,Online
2111,2539,28.07,2023-01-14,In-Store
2112,4635,44.88,2023-10-16,In-Store
2113,775,24.98,2022-10-29,Online
2114,2357,11.66,2024-03-21,In-Store
2115,3255,23.68,2021-02-04,In-Store
2116,4539,22.38,2022-06-03,In-Store
2117,2427,28.71,2025-04-26,In-Store
2118,4893,28.03,2023-08-02,Online
2119,3276,22.74,2021-11-22,In-Store
2120,3501,37.37,2025-07-14,In-Store
2121,4067,34.56,2025-04-26,In-Store
2122,3665,42.64,2023-03-18,Online
2123,2609,19.6,2023-09-06,Online
2124,3849,19.17,2025-12-24,In-Store
2125,177,19.14,2023-12-15,Online
2126,4665,41.19,2024-09-28,Online
2127,4095,19.05,2021-03-06,Online
2128,3179,27.13,2025-05-18,Online
2129,347,72.04,2021-04-23,Online
2130,1471,26.08,2023-10-04,In-Store
2131,1251,33.66,2024-02-28,In-Store
2132,1269,17.74,2023-11-24,In-Store
2133,3353,52.55,2024-06-20,Online
2134,4368,22.99,2023-11-23,In-Store
2135,3403,51.22,2024-08-24,Online
2136,1937,23.75,2022-11-01,Online
2137,4849,10.8,2023-01-21,In-Store
2138,4301,20.72,2023-03-04,Online
2139,3426,22.49,2022-01-24,Online
2140,1980,21.23,2024-02-11,Online
2141,3415,37.53,2025-08-21,In-Store
2142,2034,74.6,2025-02-22,Online
2143,759,9.89,2025-12-20,Online
2144,3081,19.19,2024-04-04,Online
2145,3494,34.21,2023-12-02,In-Store
2146,1733,15.11,2022-05-03,Online
2147,4647,36.94,2021-12-25,Online
2148,4263,16.57,2025-12-14,In-Store
2149,2907,25.6,2024-03-07,Online
2150,303,12.59,2022-10-20,In-Store
2151,92,28.47,2023-02-25,In-Store
2152,3194,10.17,2021-09-11,Online
2153,4050,19.46,2023-11-05,Online
2154,2495,19.42,2022-08-05,Online
2155,121,41.55,2025-05-28,In-Store
2156,714,31.94,2025-12-26,Online
2157,1046,25.82,2023-12-13,In-Store
2158,3133,48.43,2022-02-26,Online
2159,2420,13.63,2023-05-05,Online
2160,513,48.81,2025-08-04,In-Store
2161,2501,46.39,2022-01-07,Online
2162,4339,31.02,2022-01-01,Online
2163,2185,34.65,2022-06-11,In-Store
2164,734,21.47,2023-07-21,Online
2165,2880,32.05,2021-12-18,Online
2166,4648,52.05,2025-05-25,In-Store
2167,576,32.35,2023-06-16,Online
2168,765,16.69,2022-11-27,Online
2169,2825,20.18,2021-09-09,In-Store
2170,1688,9.62,2023-01-16,Online
2171,4465,36.37,2023-09-23,Online
2172,3563,10.71,2025-09-11,Online
2173,723,13.22,2025-10-01,Online
2174,4344,23.71,2024-12-06,In-Store
2175,3205,29.85,2025-01-10,In-Store
2176,2459,20.57,2025-08-10,In-Store
2177,1266,26.05,2023-11-26,In-Store
2178,3238,34.81,2024-10-16,Online
2179,4481,29.34,2023-11-10,Online
2180,189,34.98,2023-11-25,Online
2181,1863,16.25,2023-11-25,In-Store
2182,4682,18.69,2023-04-15,In-Store
2183,1903,26.96,2024-05-17,Online
2184,178,35.77,2022-09-21,In-Store
2185,510,21.96,2021-07-08,Online
2186,3453,26.58,2023-04-14,In-Store
2187,3505,19.03,2021-06-24,In-Store
2188,570,83.1,2024-12-27,Online
2189,1081,47.52,2023-01-25,In-Store
2190,2813,18.13,2022-06-08,In-Store
2191,3433,5.0,2025-06-04,In-Store
2192,768,35.44,2025-01-25,In-Store
2193,2269,18.24,2025-02-01,In-Store
2194,2804,6.45,2022-06-04,In-Store
2195,252,18.59,2024-07-11,Online
2196,1105,66.68,2022-02-20,Online
2197,4595,39.86,2025-11-15,Online
2198,4384,18.43,2023-04-16,Online
2199,1605,31.3,2021-12-25,Online
2200,4332,21.92,2023-07-09,Online
2201,3150,46.99,2024-07-10,Online
2202,4917,30.85,2024-06-27,Online
2203,4833,33.69,2022-03-12,Online
2204,3069,17.6,2025-08-28,Online
2205,2323,37.27,2024-07-06,Online
2206,701,6.42,2023-08-05,In-Store
2207,2648,51.04,2023-07-09,Online
2208,1983,17.75,2024-12-01,Online
2209,3221,39.17,2022-05-03,Online
2210,444,28.01,2023-08-04,In-Store
2211,4157,6.79,2022-04-07,Online
2212,4839,12.14,2024-12-15,Online
2213,1039,36.71,2023-12-02,In-Store
2214,3152,21.96,2025-04-05,Online
2215,3991,9.62,2022-10-01,In-Store
2216,2762,23.18,2023-07-05,In-Store
2217,4681,24.23,2023-05-28,In-Store
2218,2558,21.99,2024-07-28,In-Store
2219,1343,41.16,2025-10-25,Online
2220,2346,15.45,2025-06-07,Online
2221,2430,19.02,2024-06-27,Online
2222,1252,17.45,2025-07-18,In-Store
2223,3921,69.11,2022-11-06,In-Store
2224,3074,13.64,2024-01-04,Online
2225,1840,41.48,2025-08-01,Online
2226,2107,42.19,2025-10-04,In-Store
2227,1848,21.7,2021-02-13,Online
2228,2228,19.86,2022-06-16,Online
2229,2635,64.14,2022-07-09,In-Store
2230,1648,24.36,2024-06-09,Online
2231,4067,37.94,2022-10-16,Online
2232,4641,38.4,2024-05-07,Online
2233,2609,17.81,2021-04-26,Online
2234,3558,10.6,2024-12-28,Online
2235,4655,16.29,2024-02-12,In-Store
2236,952,11.92,2022-04-27,Online
2237,942,37.43,2023-03-26,In-Store
2238,366,10.62,2023-10-10,Online
2239,2200,25.76,2025-05-24,In-Store
2240,1649,35.97,2023-10-11,In-Store
2241,2796,6.32,2022-08-09,Online
2242,2241,13.38,2025-07-25,Online
2243,944,13.85,2024-07-06,In-Store
2244,1951,29.11,2022-05-14,Online
2245,144,43.88,2025-10-26,Online
2246,2680,19.9,2023-04-20,Online
2247,1346,48.62,2023-11-15,In-Store
2248,559,28.78,2022-05-25,Online
2249,333,29.51,2021-05-02,Online
2250,3572,27.77,2025-03-08,Online
2251,1220,50.39,2025-09-02,Online
2252,3287,32.73,2024-05-16,In-Store
2253,4057,31.41,2024-11-08,Online
2254,2494,7.49,2024-09-02,Online
2255,657,44.31,2022-07-27,Online
2256,3055,39.59,2024-06-18,In-Store
2257,360,28.56,2023-11-18,Online
2258,4064,49.4,2021-10-22,Online
2259,3793,40.01,2021-06-22,Online
2260,2004,29.47,2021-01-27,Online
2261,1334,30.68,2025-11-24,Online
2262,3547,15.51,2021-11-24,In-Store
2263,2825,22.44,2024-12-26,Online
2264,716,33.59,2022-12-22,In-Store
2265,3783,43.3,2024-12-10,Online
2266,1663,18.71,2024-03-02,Online
2267,4456,16.81,2021-04-24,In-Store
2268,4132,42.83,2024-05-07,Online
2269,1370,24.85,2025-01-04,Online
2270,1260,10.42,2024-09-28,In-Store
2271,1983,30.6,2021-12-24,Online
2272,4004,111.54,2025-01-17,Online
2273,644,38.09,2025-06-14,In-Store
2274,1575,13.8,2023-04-17,In-Store
2275,3289,19.59,2023-11-04,Online
2276,166,17.91,2025-11-15,In-Store
2277,282,15.8,2025-06-28,Online
2278,3797,26.18,2023-02-04,In-Store
2279,2608,21.0,2024-02-26,Online
2280,2781,67.56,2025-08-22,Online
2281,1230,20.35,2021-09-23,In-Store
2282,2655,36.36,2022-11-06,Online
2283,2713,33.1,2023-07-09,In-Store
2284,2066,32.84,2025-11-08,In-Store
2285,4824,19.57,2021-10-03,In-Store
2286,249,13.99,2023-04-13,Online
2287,2072,19.33,2024-04-09,In-Store
2288,4278,30.91,2023-01-09,In-Store
2289,1022,24.33,2025-01-02,Online
2290,4678,20.52,2025-07-08,Online
2291,2128,53.46,2024-02-11,Online
2292,766,32.88,2025-06-04,In-Store
2293,464,7.17,2022-06-25,In-Store
2294,1626,17.41,2022-03-26,In-Store
2295,4599,65.2,2025-11-16,Online
2296,4697,27.26,2024-04-03,In-Store
2297,2810,33.6,2024-10-12,Online
2298,585,7.72,2021-09-23,In-Store
2299,2269,40.68,2024-12-07,Online
2300,2084,33.94,2023-03-05,Online
2301,1136,26.68,2022-09-14,In-Store
2302,383,19.01,2025-12-13,Online
2303,1897,34.86,2025-04-28,Online
2304,1848,16.35,2021-12-22,Online
2305,3522,28.96,2023-06-09,In-Store
2306,1969,17.78,2023-11-16,Online
2307,72,19.02,2023-10-01,In-Store
2308,105,14.91,2023-08-23,In-Store
2309,3439,44.48,2025-06-03,In-Store
2310,3296,27.39,2022-05-15,In-Store
2311,789,42.69,2021-10-22,Online
2312,4325,36.83,2021-04-17,Online
2313,3306,30.9,2024-04-13,In-Store
2314,754,63.38,2023-04-10,In-Store
2315,1434,26.55,2024-06-20,Online
2316,4873,66.63,2021-11-27,Online
2317,2033,67.36,2021-01-03,Online
2318,1162,57.23,2025-09-22,Online
2319,2615,42.82,2023-11-17,In-Store
2320,1019,79.47,2023-06-14,In-Store
2321,3945,36.71,2024-05-04,Online
2322,3957,15.62,2025-06-10,Online
2323,3986,24.91,2025-09-20,Online
2324,3071,18.18,2023-01-07,Online
2325,3470,39.48,2024-01-13,In-Store
2326,1600,52.13,2022-08-03,Online
2327,4381,37.43,2025-02-08,Online
2328,710,14.64,2021-01-27,In-Store
2329,1255,56.69,2023-11-22,Online
2330,4967,21.46,2024-05-26,In-Store
2331,4803,17.96,2021-06-07,Online
2332,2532,92.39,2021-06-12,Online
2333,2489,18.97,2024-08-03,In-Store
2334,580,31.41,2024-09-09,Online
2335,3292,15.34,2022-09-14,Online
2336,156,30.21,2023-02-10,Online
2337,1566,40.7,2021-12-21,Online
2338,2088,62.11,2025-09-20,Online
2339,4456,18.86,2023-07-04,In-Store
2340,4843,35.16,2022-11-20,Online
2341,4875,17.8,2024-09-01,Online
2342,3980,25.7,2025-07-05,Online
2343,1445,42.98,2024-11-24,Online
2344,227,11.82,2024-11-11,In-Store
2345,2129,46.83,2024-05-26,Online
2346,1482,13.27,2023-08-20,Online
2347,3267,32.18,2023-01-04,Online
2348,1844,19.76,2023-08-17,Online
2349,4442,22.94,2025-10-05,Online
2350,1858,24.43,2025-11-09,In-Store
2351,1879,42.22,2024-06-19,In-Store
2352,3783,12.11,2024-12-01,Online
2353,2942,18.6,2024-08-17,In-Store
2354,1260,74.45,2021-09-27,Online
2355,3379,46.46,2022-10-12,Online
2356,2808,34.83,2025-07-05,Online
2357,521,43.07,2022-02-27,Online
2358,2320,19.96,2022-02-18,Online
2359,4594,29.68,2021-11-13,In-Store
2360,1049,16.89,2024-04-26,Online
2361,2072,37.63,2024-03-13,In-Store
2362,1370,20.89,2025-09-21,Online
2363,2679,60.63,2025-10-07,Online
2364,4883,19.1,2022-05-24,In-Store
2365,1549,33.85,2025-11-23,Online
2366,4148,13.55,2025-11-02,In-Store
2367,4179,18.21,2023-12-26,Online
2368,1284,18.14,2023-03-13,In-Store
2369,3848,54.55,2023-11-08,Online
2370,4945,39.01,2024-09-07,Online
2371,4768,43.52,2025-11-23,In-Store
2372,3014,65.2,2022-08-01,Online
2373,742,29.69,2024-12-12,In-Store
2374,590,10.1,2023-04-18,In-Store
2375,1325,37.67,2021-07-21,Online
2376,2993,42.84,2023-02-03,Online
2377,1923,24.5,2024-02-14,In-Store
2378,3500,55.61,2023-06-27,Online
2379,3925,23.35,2025-10-10,Online
2380,890,11.32,2021-06-02,Online
2381,4517,40.54,2021-02-13,Online
2382,304,32.92,2022-06-07,Online
2383,1313,14.31,2021-03-08,Online
2384,4055,23.31,2022-11-13,Online
2385,907,30.52,2023-04-15,In-Store
2386,1087,10.5,2023-06-09,Online
2387,4886,25.07,2021-06-09,Online
2388,4559,28.45,2021-03-28,In-Store
2389,4046,65.07,2025-11-11,Online
2390,856,76.56,2024-11-28,In-Store
2391,1259,20.93,2021-10-06,In-Store
2392,1155,11.27,2023-02-12,Online
2393,938,59.9,2023-10-21,In-Store
2394,4855,17.85,2021-07-03,Online
2395,818,39.79,2024-10-03,In-Store
2396,3722,32.41,2025-03-24,In-Store
2397,258,42.05,2021-01-25,In-Store
2398,2707,30.67,2022-04-22,Online
2399,357,21.27,2021-08-21,In-Store
2400,310,54.23,2021-04-04,Online
2401,1133,24.34,2022-01-08,In-Store
2402,4627,79.83,2023-12-07,Online
2403,3187,42.04,2023-07-25,Online
2404,3247,26.62,2023-05-01,In-Store
2405,1483,18.36,2022-05-04,In-Store
2406,3615,47.06,2025-02-10,Online
2407,3403,21.15,2024-02-24,Online
2408,2293,16.54,2024-05-25,Online
2409,3408,33.54,2024-09-07,Online
2410,4329,10.5,2023-12-27,Online
2411,4803,38.41,2022-07-09,In-Store
2412,4982,22.68,2023-06-02,In-Store
2413,2431,71.14,2023-11-11,Online
2414,163,30.73,2023-02-27,Online
2415,1126,42.1,2024-07-13,Online
2416,974,41.83,2021-09-03,Online
2417,1498,29.94,2025-04-16,Online
2418,1788,42.43,2023-11-16,Online
2419,3335,66.42,2024-05-27,In-Store
2420,2623,21.8,2022-11-13,Online
2421,3238,30.45,2025-06-05,In-Store
2422,4863,60.56,2021-04-15,Online
2423,247,26.55,2024-03-20,Online
2424,78,22.86,2025-10-05,In-Store
2425,3318,15.09,2024-08-05,In-Store
2426,2719,11.19,2021-12-19,Online
2427,2404,15.7,2022-08-28,Online
2428,4259,7.94,2024-09-22,Online
2429,779,44.8,2021-11-01,Online
2430,2855,17.7,2025-08-05,Online
2431,4662,57.46,2023-07-18,Online
2432,2219,83.96,2023-04-26,Online
2433,2892,20.18,2024-10-25,Online
2434,353,34.55,2021-03-13,Online
2435,1732,36.07,2022-03-14,Online
2436,204,17.85,2022-07-12,Online
2437,2849,9.4,2021-04-06,Online
2438,2945,15.16,2025-08-02,In-Store
2439,4749,7.71,2024-01-21,Online
2440,3184,15.44,2021-03-15,In-Store
2441,16,69.41,2025-08-01,In-Store
2442,4150,23.43,2024-02-24,Online
2443,1641,27.81,2023-01-07,Online
2444,3571,66.94,2024-10-11,Online
2445,1307,20.92,2024-05-20,Online
2446,3788,22.16,2025-03-23,In-Store
2447,4637,20.45,2022-09-17,Online
2448,398,80.47,2023-11-03,Online
2449,2709,35.75,2022-06-04,In-Store
2450,2691,30.67,2021-05-25,Online
2451,1428,44.83,2023-07-06,In-Store
2452,1695,26.15,2024-01-15,Online
2453,3376,25.73,2023-04-18,Online
2454,1458,34.73,2022-03-03,Online
2455,154,22.73,2022-02-13,In-Store
2456,3830,24.25,2024-08-28,In-Store
2457,3120,48.38,2022-01-22,In-Store
2458,1238,33.24,2022-10-02,Online
2459,4809,38.65,2023-09-19,In-Store
2460,4480,33.17,2024-02-10,Online
2461,4824,11.57,2021-04-07,Online
2462,2559,12.03,2023-12-20,Online
2463,1155,15.11,2022-06-11,In-Store
2464,856,9.36,2025-12-06,Online
2465,4738,17.2,2022-05-18,Online
2466,4443,71.79,2023-06-22,Online
2467,3695,36.85,2024-04-26,Online
2468,2551,42.89,2024-12-14,Online
2469,1912,33.46,2023-09-03,In-Store
2470,3521,33.83,2025-04-19,Online
2471,54,35.65,2021-12-18,In-Store
2472,2616,32.6,2024-10-20,Online
2473,3389,48.24,2025-11-09,Online
2474,3756,12.97,2025-08-17,Online
2475,2241,44.48,2021-07-23,Online
2476,3714,48.48,2024-06-07,Online
2477,479,13.65,2024-11-02,Online
2478,1149,23.71,2022-10-21,Online
2479,712,23.19,2023-09-15,In-Store
2480,1687,22.44,2021-09-16,In-Store
2481,1706,20.73,2022-08-01,Online
2482,1857,58.17,2021-12-10,Online
2483,2314,58.2,2023-12-14,In-Store
2484,2173,19.69,2025-03-13,In-Store
2485,2443,9.02,2021-04-28,In-Store
2486,3750,17.02,2023-05-07,Online
2487,700,56.55,2025-11-15,In-Store
2488,1740,14.42,2024-06-01,Online
2489,1,13.86,2024-10-16,Online
2490,142,27.35,2025-03-09,Online
2491,3016,22.94,2025-09-07,In-Store
2492,4368,13.62,2025-08-09,Online
2493,1525,34.44,2021-10-23,Online
2494,2004,19.66,2025-01-12,Online
2495,1041,50.8,2021-08-21,Online
2496,704,13.7,2022-09-20,In-Store
2497,4406,32.39,2023-05-13,In-Store
2498,2847,14.62,2024-07-14,Online
2499,3526,45.19,2024-08-07,In-Store
2500,4395,17.96,2025-05-24,Online
2501,2935,22.35,2025-02-15,Online
2502,890,28.07,2025-11-04,Online
2503,3567,48.95,2022-04-24,Online
2504,3727,14.16,2023-05-25,Online
2505,2067,24.95,2022-11-14,Online
2506,3068,23.94,2025-10-22,Online
2507,2415,14.67,2025-11-24,In-Store
2508,1659,27.21,2024-09-04,Online
2509,3353,16.8,2025-09-09,In-Store
2510,1221,24.77,2021-05-07,In-Store
2511,1629,35.91,2023-10-28,Online
2512,2023,46.73,2023-12-05,Online
2513,3056,56.23,2022-03-07,Online
2514,4252,68.1,2025-06-22,In-Store
2515,3057,23.59,2022-04-28,In-Store
2516,3626,31.52,2025-06-21,Online
2517,1458,19.59,2021-03-06,In-Store
2518,2931,36.22,2025-07-12,In-Store
2519,520,29.27,2021-03-24,Online
2520,2301,48.76,2023-05-09,Online
2521,3449,33.58,2021-03-21,In-Store
2522,887,19.83,2024-04-25,Online
2523,4498,37.15,2021-05-03,In-Store
2524,2081,22.67,2024-11-16,Online
2525,3347,16.41,2025-04-25,Online
2526,2335,30.83,2024-04-07,Online
2527,3656,9.37,2025-07-15,In-Store
2528,2916,37.81,2025-12-16,In-Store
2529,605,19.2,2023-02-12,Online
2530,4623,35.33,2022-01-08,Online
2531,3293,62.98,2025-11-15,In-Store
2532,2349,54.1,2025-02-24,Online
2533,3378,20.19,2024-08-03,Online
2534,1290,23.87,2025-05-07,In-Store
2535,3829,39.24,2025-07-10,In-Store
2536,2051,10.97,2025-07-05,In-Store
2537,4006,31.17,2021-12-25,In-Store
2538,1362,78.73,2024-11-25,Online
2539,3937,33.39,2024-01-20,Online
2540,4526,39.75,2024-05-19,Online
2541,4912,31.12,2024-04-07,Online
2542,3871,25.25,2022-05-28,Online
2543,3523,19.37,2023-08-05,In-Store
2544,2597,23.84,2023-05-13,Online
2545,530,25.03,2024-01-07,Online
2546,2794,18.09,2022-10-08,Online
2547,2810,44.21,2025-11-10,In-Store
2548,327,30.83,2025-06-15,Online
2549,3453,15.35,2023-04-02,Online
2550,730,36.68,2025-04-11,In-Store
2551,2974,17.26,2022-05-15,Online
2552,2353,20.38,2023-12-11,Online
2553,4364,12.8,2024-02-23,Online
2554,1143,15.36,2022-12-07,Online
2555,843,29.84,2021-05-09,In-Store
2556,2743,110.04,2024-04-10,Online
2557,2284,29.46,2021-12-04,Online
2558,794,16.96,2023-04-14,Online
2559,3050,27.5,2025-12-17,Online
2560,4520,13.8,2022-03-24,Online
2561,3692,14.36,2023-11-18,In-Store
2562,1039,50.3,2025-01-21,In-Store
2563,1170,28.01,2024-10-12,Online
2564,2781,55.09,2023-02-15,Online
2565,3384,32.32,2025-11-18,In-Store
2566,4904,15.44,2023-07-11,Online
2567,526,12.94,2022-03-14,In-Store
2568,2720,50.04,2023-02-15,In-Store
2569,4943,19.32,2023-05-05,Online
2570,553,19.88,2022-07-06,In-Store
2571,4867,19.0,2023-08-17,Online
2572,2295,38.47,2025-08-18,In-Store
2573,3588,29.68,2024-09-05,Online
2574,2127,27.29,2022-03-03,In-Store
2575,4194,44.28,2025-07-04,Online
2576,4538,15.56,2023-10-07,In-Store
2577,820,24.71,2022-02-23,In-Store
2578,3726,24.9,2024-07-20,Online
2579,107,30.63,2025-06-03,In-Store
2580,1376,50.06,2025-01-10,Online
2581,2751,10.52,2025-03-03,In-Store
2582,3002,36.64,2025-04-23,Online
2583,1811,24.5,2024-10-26,Online
2584,1342,21.57,2023-01-05,Online
2585,844,17.14,2022-06-09,Online
2586,1177,13.25,2021-07-26,Online
2587,642,28.68,2024-12-04,Online
2588,1292,18.75,2024-12-20,In-Store
2589,4083,21.25,2022-03-17,Online
2590,1433,21.83,2022-05-20,Online
2591,4532,20.13,2024-05-06,Online
2592,1208,8.3,2023-06-15,In-Store
2593,2452,22.57,2024-12-17,In-Store
2594,824,25.89,2025-05-24,Online
2595,92,30.54,2022-11-11,In-Store
2596,3121,18.03,2022-12-06,Online
2597,1681,47.23,2022-08-01,Online
2598,1710,122.26,2025-12-22,Online
2599,2033,32.02,2022-07-09,In-Store
2600,3878,7.27,2021-03-23,In-Store
2601,1993,19.65,2024-04-01,In-Store
2602,428,8.36,2023-01-24,In-Store
2603,1388,9.56,2024-03-08,Online
2604,2869,26.75,2021-09-10,Online
2605,4971,29.48,2024-06-28,Online
2606,705,45.38,2024-09-25,Online
2607,1609,89.95,2023-08-20,In-Store
2608,2419,18.86,2025-07-12,Online
2609,4720,40.42,2024-07-14,Online
2610,541,15.85,2024-08-18,Online
2611,3954,24.16,2024-03-16,In-Store
2612,3613,88.3,2025-04-02,Online
2613,1527,21.04,2022-02-11,Online
2614,3856,33.13,2022-04-05,Online
2615,2861,83.99,2025-01-27,Online
2616,843,27.79,2022-02-17,Online
2617,1424,24.61,2025-08-06,In-Store
2618,1633,32.94,2022-05-08,In-Store
2619,1608,80.63,2023-05-19,Online
2620,3720,37.6,2024-10-22,Online
2621,3294,40.69,2024-10-07,Online
2622,4076,31.33,2024-09-25,Online
2623,2553,21.62,2025-01-03,Online
2624,1740,34.19,2022-01-15,Online
2625,343,15.98,2023-09-22,In-Store
2626,3958,18.79,2021-04-20,Online
2627,376,24.36,2025-08-28,Online
2628,1504,60.01,2025-11-21,Online
2629,3336,19.49,2023-10-04,In-Store
2630,3804,60.33,2025-02-16,Online
2631,346,23.71,2023-05-09,In-Store
2632,3022,26.63,2021-03-24,Online
2633,679,57.12,2023-10-20,In-Store
2634,3775,20.12,2022-12-02,Online
2635,3645,38.15,2022-03-11,In-Store
2636,3729,17.57,2024-02-24,In-Store
2637,321,61.9,2024-10-04,Online
2638,2791,20.25,2023-04-16,Online
2639,1184,56.55,2025-10-25,Online
2640,2471,17.77,2023-04-19,In-Store
2641,4952,43.92,2021-08-19,Online
2642,450,57.88,2025-11-01,In-Store
2643,2962,27.51,2022-10-27,Online
2644,811,38.63,2021-05-23,Online
2645,2548,17.88,2022-05-20,Online
2646,2600,8.3,2025-12-16,In-Store
2647,2268,30.36,2025-12-09,Online
2648,3192,60.91,2025-03-17,In-Store
2649,4877,20.97,2022-02-02,In-Store
2650,4006,24.56,2021-05-07,Online
2651,4791,33.05,2024-02-18,In-Store
2652,940,17.09,2024-03-14,In-Store
2653,4970,33.06,2022-01-05,Online
2654,1524,31.68,2023-09-21,In-Store
2655,169,23.5,2024-12-07,Online
2656,2172,11.69,2025-03-05,In-Store
2657,1215,37.49,2022-03-20,Online
2658,3796,25.12,2024-07-27,In-Store
2659,431,18.46,2022-09-10,Online
2660,2727,31.17,2022-11-21,Online
2661,1442,30.75,2022-10-27,In-Store
2662,1023,10.26,2025-11-08,In-Store
2663,4366,28.64,2024-06-17,Online
2664,2577,23.54,2023-10-22,Online
2665,1620,65.37,2025-09-23,In-Store
2666,3718,22.79,2025-06-09,In-Store
2667,4258,54.62,2025-04-19,In-Store
2668,2200,70.47,2023-03-15,Online
2669,898,29.31,2025-08-22,In-Store
2670,4974,9.86,2021-11-11,Online
2671,1781,45.22,2024-11-02,Online
2672,1018,9.92,2025-06-11,Online
2673,516,31.21,2025-02-19,Online
2674,612,35.01,2021-02-10,In-Store
2675,4712,18.79,2022-03-16,In-Store
2676,4728,58.95,2025-01-20,In-Store
2677,2534,81.54,2024-11-24,Online
2678,3459,46.93,2025-03-03,Online
2679,4147,9.42,2025-10-03,Online
2680,2780,31.48,2025-08-09,Online
2681,3326,12.32,2022-02-26,Online
2682,4838,33.04,2021-11-22,In-Store
2683,848,39.42,2023-02-26,In-Store
2684,685,33.49,2021-10-16,Online
2685,3753,9.28,2021-11-27,Online
2686,3520,15.69,2023-10-25,In-Store
2687,921,22.29,2021-03-22,In-Store
2688,1510,25.29,2025-08-07,Online
2689,3425,28.39,2024-05-11,In-Store
2690,2464,26.43,2024-07-24,Online
2691,4455,17.28,2025-06-15,Online
2692,4172,13.38,2025-06-18,Online
2693,2425,13.17,2025-11-16,Online
2694,3325,24.84,2024-03-30,In-Store
2695,3211,72.67,2025-11-06,Online
2696,457,20.53,2024-06-05,Online
2697,2129,12.11,2023-11-28,In-Store
2698,2188,116.28,2021-02-06,Online
2699,4475,28.13,2025-09-10,Online
2700,4413,46.64,2022-02-05,Online
2701,289,19.8,2025-12-28,In-Store
2702,4216,30.34,2021-12-02,Online
2703,3041,20.01,2023-04-23,Online
2704,86,67.53,2023-11-17,Online
